Names,isMale,isFemale
ΑΝΔΡΟΝΙΚΗ,0,1
ΑΝΔΡΟΝΙΚΗΜΑΡΙΑ,0,1
ΑΝΔΡΟΝΙΚΗ-ΜΑΡΙΑ,0,1
ΑΝΔΡΟΥΛΑ,0,1
ΑΝΔΡΟΥΛΛΑ,0,1
ΑΝΕΖΑ,0,1
ΑΝΕΛΙΑ,0,1
ΑΝΕΣΙΑ,0,1
ΑΝΕΤΑ,0,1
ΑΝΕΤΤΑ,0,1
ΑΝΕΤΩ,0,1
ΑΝΖΕΖΑ,0,1
ΑΝΖΕΛΑ,0,1
ΑΝΖΕΛΙΑ,0,1
ΑΝΖΕΛΙΚΑ,0,1
ΑΝΗΚΑ,0,1
ΑΝΗΦΕ,0,1
ΑΝΘΕΟΠΗ,0,1
ΑΝΘΗ,0,1
ΑΝΘΗΑΓΓΕΛΙΚΗ,0,1
ΑΝΘΗ-ΑΘΗΝΑ,0,1
ΑΝΘΙΑ,0,1
ΑΝΘΙΠΠΗ,0,1
ΑΝΘΙΣΑ,0,1
ΑΝΘΙΤΣΑ,0,1
ΑΝΘΟΔΕΣΜΗ,0,1
ΑΝΘΟΥΛΑ,0,1
ΑΝΘΟΥΛΑΣΥΓΚΛΗΤΙΚΗ,0,1
ΑΝΘΟΥΛΑΧΡΙΣΤΙΝΑ,0,1
ΑΝΘΟΥΛΑ-ΜΑΡΙΑ,0,1
ΑΝΘΟΥΛΙΑ,0,1
ΑΝΘΟΥΛΛΑ,0,1
ΑΝΘΟΥΣΑ,0,1
ΑΝΙΑ,0,1
ΑΝΙΕΖΑ,0,1
ΑΝΙΕΛΑ,0,1
ΑΝΙΕΤΑ,0,1
ΑΝΙΚΝΤΕΝΙΖΥΒΟΝ,0,1
ΑΝΙΚΑ,0,1
ΑΝΙΚΟ,0,1
ΑΝΙΛΑ,0,1
ΑΝΙΛΝΤΑ,0,1
ΑΝΙΝΤΑ,0,1
ΑΝΙΣΑ,0,1
ΑΝΙΣΙΑ,0,1
ΑΝΙΤΑ,0,1
ΑΝΙΤΣΑ,0,1
ΑΝΙΤΣΚΑ,0,1
ΑΝΚΑ,0,1
ΑΝΚΕΛΑ,0,1
ΑΝΚΟΥΤΑ,0,1
ΑΝΝ,0,1
ΑΝΝΑ,0,1
ΑΝΝΑΡΑΦΑΕΛΑ,0,1
ΑΝΝΑ-ΜΑΡΙΑ,0,1
ΑΝΝΑΑΙΚΑΤΕΡΙΝΗ,0,1
ΑΝΝΑΓΕΩΡΓΙΑ,0,1
ΑΝΝΑΔΕΣΠΟΙΝΑ,0,1
ΑΝΝΑΜΑΡΙΑ,0,1
ΑΝΝΑΟΡΘΟΔΟΞΙΑ,0,1
ΑΝΝΑΠΑΡΘΕΝΑ,0,1
ΑΝΝΑΡΟΔΑΜΑ,0,1
ΑΝΝΑΣΟΦΙΑ,0,1
ΑΝΝΑΦΩΤΕΙΝΗ,0,1
ΑΝΝΑ-ΑΝΟΥΛ,0,1
ΑΝΝΑ-ΒΑΡΒΑΡΑ,0,1
ΑΝΝΑ-ΒΑΣΙΛΙΚΗ,0,1
ΑΝΝΑ-ΚΩΝΣΤΑΝΤΙΝΑ,0,1
ΑΝΝΑ-ΜΑΓΔΑΛΗΝΗ,0,1
ΑΝΝΑ-ΜΑΡΙΑ,0,1
ΑΝΝΑ-ΜΑΡΩ,0,1
ΑΝΝΑ-ΜΙΧΑΕΛΑ,0,1
ΑΝΝΑ-ΝΙΚΟΛΕΤΤΑ,0,1
ΑΝΝΑ-ΠΟΛΥΞΕΝΗ,0,1
ΑΝΝΑ-ΧΡΙΣΤΙΝΑ,0,1
ΑΝΝΑΜΑΡΙΑ,0,1
ΑΝΝΑΝΘΗ,0,1
ΑΝΝΑΝΙΑΣ,0,1
ΑΝΝΕΤΑ,0,1
ΑΝΝΗ,0,1
ΑΝΝΙΚΑ,0,1
ΑΝΝΙΤΑ,0,1
ΑΝΝΙΤΣΑ,0,1
ΑΝΝΟΥΔΑ,0,1
ΑΝΝΟΥΛΑ,0,1
ΑΝΝΥ,0,1
ΑΝΟΙΞΗ,0,1
ΑΝΟΙΞΙΑ,0,1
ΑΝΟΙΞΙΟΥΔΑ,0,1
ΑΝΟΙΞΟΥΔΑ,0,1
ΑΝΟΙΞΟΥΛΑΡΩΞΑΝΗ,0,1
ΑΝΟΡΙΑ,0,1
ΑΝΟΥΣ,0,1
ΑΝΟΥΣΙΑ,0,1
ΑΝΡΙΑΝΑ,0,1
ΑΝΤΑΡΑΜ,0,1
ΑΝΤΕΛΑ,0,1
ΑΝΤΕΛΑΙΝΤΑ,0,1
ΑΝΤΕΛΙ,0,1
ΑΝΤΕΛΙΝΑ,0,1
ΑΝΤΕΝΑΙΝΤΑ,0,1
ΑΝΤΖΕΛΑ,0,1
ΑΝΤΖΕΛΑ-ΜΟΝΙΚΑ,0,1
ΑΝΤΖΕΛΕΛΑ,0,1
ΑΝΤΖΕΛΙΚΑ,0,1
ΑΝΤΖΕΛΙΝΑ,0,1
ΑΝΤΖΕΡΑ,0,1
ΑΝΤΙ,0,1
ΑΝΤΙΓΟΝΗ,0,1
ΑΝΤΙΓΟΝΗΧΡΙΣΤΙΝΑ,0,1
ΑΝΤΙΚΛΕΙΑ,0,1
ΑΝΤΙΚΛΗ,0,1
ΑΝΤΙΟΠΗ,0,1
ΑΝΤΟΑΝΕΤΑ,0,1
ΑΝΤΟΝΕΛΑ,0,1
ΑΝΤΟΝΕΤΑ,0,1
ΑΝΤΟΝΙΝΑ,0,1
ΑΝΤΟΥΑΝΕΤΑ,0,1
ΑΝΤΟΥΑΝΕΤΤΑ,0,1
ΑΝΤΡΕΑΝΑ,0,1
ΑΝΤΡΙΑΝΑ,0,1
ΑΝΤΣΙ,0,1
ΑΝΤΩΝΕΛΑ,0,1
ΑΝΤΩΝΕΛΛΑ,0,1
ΑΝΤΩΝΕΤΑ,0,1
ΑΝΤΩΝΕΤΤΑ,0,1
ΑΝΤΩΝΙΑ,0,1
ΑΝΤΩΝΙΑΘΕΟΦΙΛΗ,0,1
ΑΝΤΩΝΙΑΠΑΡΑΣΚΕΗ,0,1
ΑΝΤΩΝΙΑ-ΕΙΡΗΝΗ,0,1
ΑΝΤΩΝΙΑ-ΕΥΑΓΓΕΛΙΑ,0,1
ΑΝΤΩΝΙΑ-ΣΤΑΥΡΟΥΛΑ,0,1
ΑΝΤΩΝΙΟΣ,0,1
ΑΝΥΣΙΑ,0,1
ΑΝΥΦΕ,0,1
ΑΝΦΙΖΑ,0,1
ΑΝΦΙΣΑ,0,1
ΑΞΙΟΘΕΑ,0,1
ΑΞΙΟΘΕΑ-ΑΘΑΝΑΣΙΑ,0,1
ΑΟΥΡΕΛΑ,0,1
ΑΟΥΡΕΛΙΑ,0,1
ΑΟΥΡΟΡΑ,0,1
ΑΠΟΣΤΟΛΗ,0,1
ΑΠΟΣΤΟΛΙΑ,0,1
ΑΠΟΣΤΟΛΙΚΗ,0,1
ΑΠΟΣΤΟΛΙΝΑ,0,1
ΑΠΟΣΤΟΛΙΤΣΑ,0,1
ΑΠΟΣΤΟΛΟΣ,0,1
ΑΡΑΒΕΛΑ,0,1
ΑΡΑΒΕΛΛΑ,0,1
ΑΡΑΚΣΙΑ,0,1
ΑΡΑΛΙΑ,0,1
ΑΡΑΝΙΤΑ,0,1
ΑΡΑΞΙΑ,0,1
ΑΡΓΙΟΛΑ,0,1
ΑΡΓΥΡΗ,0,1
ΑΡΓΥΡΗ-ΜΑΡΙΑ,0,1
ΑΡΓΥΡΙΑ,0,1
ΑΡΓΥΡΙΟΣ,0,1
ΑΡΓΥΡΟΠΗ,0,1
ΑΡΓΥΡΟΥΛΑ,0,1
ΑΡΓΥΡΩ,0,1
ΑΡΓΥΡΩΕΛΠΙΣ,0,1
ΑΡΓΥΡΩΘΕΟΔΩΡΑ,0,1
ΑΡΓΥΡΩΜΑΡΙΝΑ,0,1
ΑΡΓΥΡΩ-ΕΥΑΝΘΙΑ,0,1
ΑΡΓΥΡΩ-ΦΑΙΔΡΑ,0,1
ΑΡΕΑΔΝΗ,0,1
ΑΡΕΤΗ,0,1
ΑΡΕΤΗΚΥΡΙΑΚΗ,0,1
ΑΡΕΤΗΠΑΡΑΣΚΕΥΗ,0,1
ΑΡΕΤΗ-ΜΠΡΙΓΚΙΤΑ,0,1
ΑΡΖΕΤΑ,0,1
ΑΡΙΑΔΝΗ,0,1
ΑΡΙΑΔΝΗΑΝΑΣΤΑΣΙ,0,1
ΑΡΙΑΔΝΗ-ΜΑΡΙΑ,0,1
ΑΡΙΑΝΑ,0,1
ΑΡΙΑΝΔΗ,0,1
ΑΡΙΑΝΘΗ,0,1
ΑΡΙΘΕΛΕΙΑ,0,1
ΑΡΙΝΑ,0,1
ΑΡΙΟΛΑ,0,1
ΑΡΙΣΤΕ,0,1
ΑΡΙΣΤΕΑ,0,1
ΑΡΙΣΤΕΑ-ΑΓΓΕΛΙΚΗ,0,1
ΑΡΙΣΤΕΑ-ΚΩΝΣΤΑΝΤΙΑ,0,1
ΑΡΙΣΤΕΙΤΣΑ,0,1
ΑΡΙΣΤΗ,0,1
ΑΡΙΣΤΗΚΩΝΣΤΑΝΤΙΝΑ,0,1
ΑΡΙΣΤΙΑ,0,1
ΑΡΙΣΤΟΖΩΗ,0,1
ΑΡΙΣΤΟΚΡΑΤ,0,1
ΑΡΙΣΤΟΝΙΚΗ,0,1
ΑΡΙΣΤΟΣ,0,1
ΑΡΙΣΤΟΤΕΛΗΣ,0,1
ΑΡΙΣΤΟΥΛΑ,0,1
ΑΡΚΑΔΙΑ,0,1
ΑΡΚΙΛΕ,0,1
ΑΡΜΑΝΟΥΣ,0,1
ΑΡΜΕΝΟΥΙ,0,1
ΑΡΜΙΝΕ,0,1
ΑΡΜΠΑΝΑ,0,1
ΑΡΜΠΕΝ,0,1
ΑΡΝΙΣΑ,0,1
ΑΡΝΤΙΑΝΑ,0,1
ΑΡΠΙΝΕ,0,1
ΑΡΡΕΑ,0,1
ΑΡΣΑΛΟΥΗΣ,0,1
ΑΡΣΕΝΑ,0,1
ΑΡΣΕΝΙΑ,0,1
ΑΡΣΙΝΟΗ,0,1
ΑΡΤΑ,0,1
ΑΡΤΕΜΗ,0,1
ΑΡΤΕΜΗΣ,0,1
ΑΡΤΕΜΗΣΙ,0,1
ΑΡΤΕΜΗΣΙΑ,0,1
ΑΡΤΕΜΙΑ,0,1
ΑΡΤΕΜΙΔΑ,0,1
ΑΡΤΕΜΙΣ,0,1
ΑΡΤΕΜΙΣΑΝΔΡΙΑΝΑ,0,1
ΑΡΤΕΜΙΣΡΙΧΑΝΑ,0,1
ΑΡΤΕΜΙΣ-ΚΩΝΣΤΑΝΤΙΝΑ,0,1
ΑΡΤΕΜΙΣ-ΣΟΥΛΤΑΝΑ,0,1
ΑΡΤΕΜΙΣΙ,0,1
ΑΡΤΕΜΙΣΙΑ,0,1
ΑΡΤΕΝΤΣΑ,0,1
ΑΡΤΙΝΕ,0,1
ΑΡΧΟΝΤΑ,0,1
ΑΡΧΟΝΤΗ,0,1
ΑΡΧΟΝΤΙΑ,0,1
ΑΡΧΟΝΤΟΥ,0,1
ΑΡΧΟΝΤΟΥΛΑ,0,1
ΑΡΧΟΝΤΩ,0,1
ΑΡΧΩΝΤΑ,0,1
ΑΣΑΝΑΝΙΚΗ,0,1
ΑΣΑΝΑ-ΝΙΚΗ,0,1
ΑΣΑΝΙΩ,0,1
ΑΣΑΝΩ,0,1
ΑΣΗΜΕΝΙΑ,0,1
ΑΣΗΜΕΝΙΑ-ΑΝΔΡΙΑΝΑ,0,1
ΑΣΗΜΕΝΙΑ-ΑΡΣΕΝΟΥΛΑ,0,1
ΑΣΗΜΗ,0,1
ΑΣΗΜΗΝΑ,0,1
ΑΣΗΜΙΝΑ,0,1
ΑΣΗΜΙΝΑ-ΛΥΔΙΑ,0,1
ΑΣΗΜΙΝΑ-ΣΥΡΜΩ,0,1
ΑΣΗΜΟΥΛΑ,0,1
ΑΣΗΜΩ,0,1
ΑΣΙΑ,0,1
ΑΣΙΕΝ,0,1
ΑΣΙΜΕΛΑ,0,1
ΑΣΙΜΕΝΙΑ,0,1
ΑΣΙΜΗΝΑ,0,1
ΑΣΙΡΙΑΝΑ,0,1
ΑΣΜΑΤ,0,1
ΑΣΜΙΚ,0,1
ΑΣΟΥΝΤΑ,0,1
ΑΣΠΑΣΙΑ,0,1
ΑΣΠΑΣΙΑΕΥΓΕΝΙΑ,0,1
ΑΣΣΑΝΙΩ,0,1
ΑΣΤΕΡΙΑ,0,1
ΑΣΤΕΡΟΠΗ,0,1
ΑΣΤΕΡΩ,0,1
ΑΣΤΡΙΤΑ,0,1
ΑΤΑΝΑΣΚΑ,0,1
ΑΤΖΙΚΕ,0,1
ΑΤΛΑΖΙΝΑ,0,1
ΑΤΛΑΖΩ,0,1
ΑΤΡΕΜΗΣΙΑ,0,1
ΑΥΓΕΡΙΝΗ,0,1
ΑΥΓΗ,0,1
ΑΥΓΙΤΣΑ,0,1
ΑΥΓΟΥΛΑ,0,1
ΑΥΓΟΥΣΤΑ,0,1
ΑΥΓΟΥΣΤΙΝΑ,0,1
ΑΥΘΕΝΤΙΑ,0,1
ΑΥΡΑ,0,1
ΑΥΡΗΛΙΑ,0,1
ΑΦΑΝΤΟΥΛΑ,0,1
ΑΦΕΔΡΙΑ,0,1
ΑΦΕΝΔΡΑ,0,1
ΑΦΕΝΤΗ,0,1
ΑΦΕΝΤΙΑ,0,1
ΑΦΕΝΤΙΝΑ,0,1
ΑΦΕΝΤΟΥΛ,0,1
ΑΦΕΝΤΟΥΛΑ,0,1
ΑΦΕΝΤΡΑ,0,1
ΑΦΕΡΔΙΤΑ,0,1
ΑΦΕΡΝΤΙΤΑ,0,1
ΑΦΕΤ,0,1
ΑΦΘΟΝΙΑ,0,1
ΑΦΙΖΕ,0,1
ΑΦΙΝΑ,0,1
ΑΦΟΔΙΤΗ,0,1
ΑΦΡΑΤΗ,0,1
ΑΦΡΟΔΙΤΗ,0,1
ΑΦΡΟΤΙΔΗ,0,1
ΑΦΡΟΥΛΑ,0,1
ΑΧΙΛΕΙΑ,0,1
ΑΧΙΛΛΕΑΣ,0,1
ΑΧΙΛΛΕΙΑ,0,1
ΑΧΙΛΛΕΥΣ,0,1
ΑΧΜΕΤ,0,1
ΒΑΓΓΕΛΗ,0,1
ΒΑΓΓΕΛΙ,0,1
ΒΑΓΓΕΛΙΤΣΑ,0,1
ΒΑΓΓΕΛΙΩ,0,1
ΒΑΓΙΑ,0,1
ΒΑΓΙΑΝΗ,0,1
ΒΑΗΤΣΑ,0,1
ΒΑΙΑ,0,1
ΒΑΙΑ-ΑΙΚΑΤΕΡΙΝΗ,0,1
ΒΑΙΑΝΗ,0,1
ΒΑΙΝΗ,0,1
ΒΑΙΤΣΑ,0,1
ΒΑΚΟΥΣΕ,0,1
ΒΑΛΑΝΤΩ,0,1
ΒΑΛΑΣΙΑ,0,1
ΒΑΛΑΣΙΑ-ΔΗΜΗΤΡΑ,0,1
ΒΑΛΕΝΔΙΝΑ,0,1
ΒΑΛΕΝΤΙΝ,0,1
ΒΑΛΕΝΤΙΝΑ,0,1
ΒΑΛΕΝΤΙΝΗ,0,1
ΒΑΛΕΝΤΥΝΑ,0,1
ΒΑΛΕΡΙΑ,0,1
ΒΑΛΙΑ,0,1
ΒΑΛΙΝΤΑ,0,1
ΒΑΛΜΠΟΝΑ,0,1
ΒΑΛΣΑΜΙΝΑ,0,1
ΒΑΛΣΑΜΙΝΗ,0,1
ΒΑΛΣΑΜΩ,0,1
ΒΑΝΑ,0,1
ΒΑΝΕΣΑ,0,1
ΒΑΝΘΙΕ,0,1
ΒΑΝΙΑ,0,1
ΒΑΝΟΥΗ,0,1
ΒΑΝΤΙΟΛΑ,0,1
ΒΑΡΑΒΑΡΑ,0,1
ΒΑΡΒΑΡΑ,0,1
ΒΑΡΒΑΡΑΒΕΡΑ,0,1
ΒΑΡΒΑΡΑ-ΒΑΣΙΛΙΚΗ,0,1
ΒΑΡΒΑΡΑ-ΕΛΕΝΗ,0,1
ΒΑΡΒΑΡΑ-ΜΑΓΔΑΛΗΝΗ,0,1
ΒΑΡΒΑΡΑ-ΝΙΚΗ,0,1
ΒΑΡΒΑΡΑ-ΧΡΙΣΤΙΝΑ,0,1
ΒΑΡΕΤΑ,0,1
ΒΑΡΙΑ,0,1
ΒΑΡΝΤΑΝΟΥΣ,0,1
ΒΑΡΣΑΜΕΛΗ-ΑΜΑΛΙΑ,0,1
ΒΑΡΣΑΜΩ,0,1
ΒΑΡΣΟΒΙΑ,0,1
ΒΑΡΤΟΥΧΗ,0,1
ΒΑΡΤΟΥΧΙ,0,1
ΒΑΡΥΤΙΜΗ,0,1
ΒΑΣΙΕ,0,1
ΒΑΣΙΛΑ,0,1
ΒΑΣΙΛΕΙΑ,0,1
ΒΑΣΙΛΕΙΑΣΤΕΛΛΑ,0,1
ΒΑΣΙΛΕΙΑ-ΒΑΣΙΛΙΚΗ,0,1
ΒΑΣΙΛΕΙΟΣ,0,1
ΒΑΣΙΛΙ,0,1
ΒΑΣΙΛΙΑΝΗ,0,1
ΒΑΣΙΛΙΕΙΟΣ,0,1
ΒΑΣΙΛΙΚΑ,0,1
ΒΑΣΙΛΙΚΗ,0,1
ΒΑΣΙΛΙΚΗΜΑΡΙΑ,0,1
ΒΑΣΙΛΙΚΗΑΙΚΑΤΕΡΙΝΗ,0,1
ΒΑΣΙΛΙΚΗΘΕΟΔΩΡΑ,0,1
ΒΑΣΙΛΙΚΗΜΑΡΙΑ,0,1
ΒΑΣΙΛΙΚΗΜΑΡΙΝΑ,0,1
ΒΑΣΙΛΙΚΗΣΟΥΛΤΑΝΑ,0,1
ΒΑΣΙΛΙΚΗΣΤΥΛΙΑΝΗ,0,1
ΒΑΣΙΛΙΚΗΧΑΙΔΩ,0,1
ΒΑΣΙΛΙΚΗ-ΑΓΓΕΛΙΚΗ,0,1
ΒΑΣΙΛΙΚΗ-ΔΗΜΗΤΡΑ,0,1
ΒΑΣΙΛΙΚΗ-ΛΗΤΩ,0,1
ΒΑΣΙΛΙΚΗ-ΜΑΡΙΑ,0,1
ΒΑΣΙΛΙΚΗ-ΡΑΦΑΕΛΑ,0,1
ΒΑΣΙΛΙΚΗ-ΤΡΥΦΩΝΙΑ,0,1
ΒΑΣΙΛΙΚΗ-ΦΑΝΟΥΡΙΑ,0,1
ΒΑΣΙΛΙΚΗ-ΧΡΥΣΟΒΑΛΑΝΤ,0,1
ΒΑΣΙΛΙΚΙΗ,0,1
ΒΑΣΙΛΙΚΟ,0,1
ΒΑΣΙΛΙΚΟΥΛΑ,0,1
ΒΑΣΙΛΙΣΣΑ,0,1
ΒΑΣΙΛΚΑ,0,1
ΒΑΣΙΛΚΗ,0,1
ΒΑΣΙΛΛΟ,0,1
ΒΑΣΙΛΟ,0,1
ΒΑΣΙΛΟΠΟΥΛ,0,1
ΒΑΣΙΛΟΠΟΥΛΑ,0,1
ΒΑΣΙΛΩ,0,1
ΒΑΣΛΙΓΙΕ,0,1
ΒΑΣΟΥΛΑ,0,1
ΒΑΣΣΩ,0,1
ΒΑΣΩ,0,1
ΒΑΧΑΡΟΥΛΑ,0,1
ΒΕΑΤΡΙΚΗ,0,1
ΒΕΑΤΡΙΚΗ-ΡΑΜΟΝΑ,0,1
ΒΕΖΙΡΕ,0,1
ΒΕΖΥΡΟΠΟ,0,1
ΒΕΛΙΚΑ,0,1
ΒΕΛΙΚΑ-ΚΡΑΣΤΕΒΑ,0,1
ΒΕΛΙΣΣΑΡΙΑ,0,1
ΒΕΛΙΤΣΚΑ,0,1
ΒΕΛΙΧΚΑ,0,1
ΒΕΛΚΟ,0,1
ΒΕΛΟΝΑ,0,1
ΒΕΝΕΡΑ,0,1
ΒΕΝΕΡΙΑ,0,1
ΒΕΝΕΤΑ,0,1
ΒΕΝΕΤΙΑ,0,1
ΒΕΝΕΤΙΑ-ΧΡΙΣΤΙΝΑ,0,1
ΒΕΝΕΤΟΥΛΑ,0,1
ΒΕΝΕΤΤΑ,0,1
ΒΕΝΕΤΩ,0,1
ΒΕΝΟΛΑ,0,1
ΒΕΡΑ,0,1
ΒΕΡΑΙΡΕΝΕ,0,1
ΒΕΡΓΙΝΑ,0,1
ΒΕΡΓΙΝΙΑ,0,1
ΒΕΡΓΙΝΟΥΣ,0,1
ΒΕΡΓΚΙΝΕ,0,1
ΒΕΡΓΟΥΛΑ,0,1
ΒΕΡΕ,0,1
ΒΕΡΖΙΝ,0,1
ΒΕΡΚΑ,0,1
ΒΕΡΟΙΑ,0,1
ΒΕΡΟΛΑΝΤΑ,0,1
ΒΕΡΟΝΙΚΑ,0,1
ΒΕΡΟΝΙΚΑ-ΠΑΡΑΣΚΕΥΗ,0,1
ΒΕΡΟΝΙΚΗ,0,1
ΒΕΡΟΝΙΚΗ-ΧΡΙΣΤΙΝΑ,0,1
ΒΕΡΡΑ,0,1
ΒΕΡΣΑΛΙΝΑ,0,1
ΒΕΡΩΝΗ,0,1
ΒΕΣΕΛΑ-ΓΚΕΟΡΓΚΙΕΒΑ,0,1
ΒΕΣΕΛΙΝΑ,0,1
ΒΕΣΕΛΚΑ,0,1
ΒΕΣΚΑ,0,1
ΒΕΣΣΕΛΙΝΑ,0,1
ΒΕΤΑ,0,1
ΒΕΤΙΝΑ,0,1
ΒΕΤΤΑ,0,1
ΒΗΘΛΕΕΜ,0,1
ΒΗΘΛΕΕΜ-ΔΕΣΠΟΙΝΑ,0,1
ΒΗΛΗ,0,1
ΒΗΣΣΑΡΙΑ,0,1
ΒΙΒΙΑΝΑ,0,1
ΒΙΕΡΡΑ,0,1
ΒΙΚΗ,0,1
ΒΙΚΤΟΡΙ,0,1
ΒΙΚΤΟΡΙΑ,0,1
ΒΙΚΤΩΡΙΑ,0,1
ΒΙΚΤΩΡΙΑ-ΘΕΟΔΩΡΑ,0,1
ΒΙΚΤΩΡΙΑ-ΜΑΝΤΑΛΕΝΑ,0,1
ΒΙΚΥ,0,1
ΒΙΛΔΑΝ,0,1
ΒΙΛΕΛΜΗΝΗ,0,1
ΒΙΛΕΛΜΙΝΗ,0,1
ΒΙΛΕΝΑ,0,1
ΒΙΛΙΑΝΑ,0,1
ΒΙΛΝΤΑΝ,0,1
ΒΙΛΤΑΝ,0,1
ΒΙΟΛΑ,0,1
ΒΙΟΛΑΝΤΙ,0,1
ΒΙΟΛΕΤΑ,0,1
ΒΙΟΛΕΤΤΑ,0,1
ΒΙΟΛΛΑ,0,1
ΒΙΟΛΛΤΣΑ,0,1
ΒΙΟΛΤΣΑ,0,1
ΒΙΟΡΑΛΝΤΑ,0,1
ΒΙΟΣΕ,0,1
ΒΙΡΓΙΝΑ,0,1
ΒΙΡΓΙΝΙΑ,0,1
ΒΙΡΓΙΝΙΑΜΑΡΙΑ,0,1
ΒΙΡΓΙΝΙΕ,0,1
ΒΙΤΑ,0,1
ΒΙΤΟΥΡΙΕ,0,1
ΒΛΑΔΙΜΗΡΟΣ,0,1
ΒΛΑΝΤΑΝΑ,0,1
ΒΛΑΣΙΑ,0,1
ΒΛΑΣΤΑ,0,1
ΒΛΑΧΟΥΛΑ,0,1
ΒΟΙΣΑΒΑ,0,1
ΒΟΛΦ,0,1
ΒΟΥΣΑΛΑ,0,1
ΒΡΑΝΚΙΤΣΑ,0,1
ΒΡΥΣΗΙΣ,0,1
ΒΣΙΛΙΚΗ,0,1
ΒΥΘΑΝΙΑ,0,1
ΒΥΡΩΝΙΑΠΑΡΘΕΝΟΠΗ,0,1
ΓΑΒΡΙΕΛΑ,0,1
ΓΑΒΡΙΕΛΑ-ΣΤΕΦΑΝΙΑ,0,1
ΓΑΒΡΙΕΛΛΑ,0,1
ΓΑΙΤΑΝΙΤΣΑ,0,1
ΓΑΛΑΚΤΙΑ,0,1
ΓΑΛΑΤΕΙΑ,0,1
ΓΑΛΑΤΗ,0,1
ΓΑΛΑΤΙΑ,0,1
ΓΑΛΑΤΙΑ-ΑΘΗΝΑ,0,1
ΓΑΛΑΤΡΙΑ,0,1
ΓΑΛΑΤΩ,0,1
ΓΑΛΗΝΗ,0,1
ΓΑΛΗΝΙΤΣΑ,0,1
ΓΑΛΙΝΑ,0,1
ΓΑΛΙΝΗ,0,1
ΓΑΡΙΦΑΛΙΑ,0,1
ΓΑΡΟΥΦΑΛΙΑ,0,1
ΓΑΡΟΥΦΑΛΛΙΑ,0,1
ΓΑΡΟΥΦΩ,0,1
ΓΑΡΥΦΑΛΙΑ,0,1
ΓΑΡΥΦΑΛΙΑ-ΑΦΡΟΔΙΤΗ,0,1
ΓΑΡΥΦΑΛΛΙΑ,0,1
ΓΕΒΡΓΙΑ,0,1
ΓΕΘΣΗΜΑΝΗ,0,1
ΓΕΘΣΗΜΑΝΗ-ΑΝΤΖΕΛΑ,0,1
ΓΕΛΕΝΑ,0,1
ΓΕΛΕΥΘΕΡΙΑ,0,1
ΓΕΝΟΒΕΒΑ,0,1
ΓΕΝΟΒΕΦΑ,0,1
ΓΕΡΑΚΙΝΑ,0,1
ΓΕΡΑΚΙΝΗ,0,1
ΓΕΡΙΟΛΑ,0,1
ΓΕΡΜΑΝΙΑ,0,1
ΓΕΡΜΙΛΑ,0,1
ΓΕΣΘ,0,1
ΓΕΣΘΗΜΑΝΗ,0,1
ΓΕΤΑ,0,1
ΓΕΩΡΓΙΑ,0,1
ΓΕΩΡΓΙΑΜΑΡΙΑ,0,1
ΓΕΩΡΓΙΑΑΝΤΙΓΟΝΗ,0,1
ΓΕΩΡΓΙΑΕΙΡΗΝΗ,0,1
ΓΕΩΡΓΙΑΜΑΡΙΑ,0,1
ΓΕΩΡΓΙΑΠΗΝΕΛΟΠΗ,0,1
ΓΕΩΡΓΙΑΣΟΦΙΑ,0,1
ΓΕΩΡΓΙΑ-ΑΙΚΑΤΕΡΙΝΗ,0,1
ΓΕΩΡΓΙΑ-ΔΑΝΑΗ,0,1
ΓΕΩΡΓΙΑ-ΔΙΟΝΥΣΙΑ,0,1
ΓΕΩΡΓΙΑ-ΕΙ,0,1
ΓΕΩΡΓΙΑ-ΕΥΣΕΒΙΑ,0,1
ΓΕΩΡΓΙΑ-ΖΑΦΕΙΡΩ,0,1
ΓΕΩΡΓΙΑ-ΜΑΡΙΑ,0,1
ΓΕΩΡΓΙΑ-ΠΑ,0,1
ΓΕΩΡΓΙΑ-ΡΑΦΑΗΛΙΑ,0,1
ΓΕΩΡΓΙΑ-ΣΤΕΛΛΑ,0,1
ΓΕΩΡΓΙΑΝΝΑ,0,1
ΓΕΩΡΓΙΕ,0,1
ΓΕΩΡΓΙΟΣ,0,1
ΓΕΩΡΓΟΥΛΑ,0,1
ΓΕΩΡΙΑ,0,1
ΓΙΑΖΓΚΟΥΛ,0,1
ΓΙΑΛΥΝΑ,0,1
ΓΙΑΝΑ,0,1
ΓΙΑΝΚΑ,0,1
ΓΙΑΝΝΑ,0,1
ΓΙΑΝΝΗΣ,0,1
ΓΙΑΝΝΙΝΑ,0,1
ΓΙΑΝΝΟΥΛ,0,1
ΓΙΑΝΝΟΥΛΑ,0,1
ΓΙΑΝΝΟΥΛΑ-ΑΝΝΑ,0,1
ΓΙΑΝΝΩ,0,1
ΓΙΑΝΟΒΕΦΑ,0,1
ΓΙΑΝΟΥΛΑ,0,1
ΓΙΑΝΤΒΙΓΚΑ,0,1
ΓΙΑΣΕΜΗ,0,1
ΓΙΑΣΜΙΝΑ,0,1
ΓΙΕΛΑ,0,1
ΓΙΕΝΤΙΑΝΑ,0,1
ΓΙΕΤΑ,0,1
ΓΙΛΔΙΣ,0,1
ΓΙΛΝΙΑΡ,0,1
ΓΙΛΝΤΙΖ,0,1
