Names,isMale,isFemale
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΑΧΙΛΛΕΑΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΓΕΩΡΓΙΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΔΑΥΙΔ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΔΙΑΜΑΝΤ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΘΩΜΑΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΙΑΚΩΒΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΙΩΑΝΝΗΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΛΑΖΑΡΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΜΑΡΙΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΑΙΣΙΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΑΝΑΓΙΩ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΑΝΑΓΙΩΤΗΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΑΡΑΣΚΕΥΑΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΩΓΩΝΑΤ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΡΑΦΑΗΛ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΣΙΛΟΥΑΝΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΣΤΑΜΑΤΙ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΣ-ΣΤΥΛΙΑΝ,1,0
ΚΩΝΣΤΑΝΤΙΝΟΥ,1,0
ΚΩΝΣΤΑΝΤΙΟΝΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΟΣ,1,0
ΚΩΝΣΤΑΝΤΙΣ,1,0
ΚΩΝΣΤΑΝΤΝΟΣ,1,0
ΚΩΝΣΤΑΝΤΟΣ,1,0
ΚΩΝΣΤΑΣ,1,0
ΚΩΝΣΤΑΣΝΤΙΝΟΣ,1,0
ΚΩΝΣΤΑΤΙΝΟΣ,1,0
ΚΩΝΣΤΝΤΙΝΟΣ,1,0
ΚΩΝΣΤΣΝΤΙΝΟΣ,1,0
ΚΩΝΤΑΝΤΙΝΟΣ,1,0
ΚΩΝΤΣΑΝΤΙΝΟΣ,1,0
ΚΩΣΤΑ,1,0
ΚΩΣΤΑΚ,1,0
ΚΩΣΤΑΚΗΣ,1,0
ΚΩΣΤΑΝΤΖΕ,1,0
ΚΩΣΤΑΝΤΙΝ,1,0
ΚΩΣΤΑΝΤΙΝΟΣ,1,0
ΚΩΣΤΑΣ,1,0
ΚΩΣΤΑΣ-ΠΕΡΙΚΛΗΣ,1,0
ΚΩΣΤΙΚΑ,1,0
ΚΩΤΣΟ,1,0
ΛΑ,1,0
ΛΑΒΕΛ,1,0
ΛΑΒΝΤΟΣ,1,0
ΛΑΒΝΤΡΙΜ,1,0
ΛΑΓΙΟΥΡΕΝΚ,1,0
ΛΑΔΕΝΗΣ,1,0
ΛΑΕΡΤΙ,1,0
ΛΑΖΑΡ,1,0
ΛΑΖΑΡΟΣ,1,0
ΛΑΖΑΡΟΣΛΑΡΡΥ,1,0
ΛΑΖΕΡ,1,0
ΛΑΖΟΣ,1,0
ΛΑΙΟΣ,1,0
ΛΑΛΙΟ,1,0
ΛΑΜΙΝΕ,1,0
ΛΑΜΠΗ,1,0
ΛΑΜΠΗΣ,1,0
ΛΑΜΠΙΜΠ,1,0
ΛΑΜΠΡΙΑΝΟΣ,1,0
ΛΑΜΠΡΙΝΑΚΗΣ,1,0
ΛΑΜΠΡΙΝΗ,1,0
ΛΑΜΠΡΙΝΟΣ,1,0
ΛΑΜΠΡΟ,1,0
ΛΑΜΠΡΟΣ,1,0
ΛΑΜΠΡΟΣ-ΔΗΜΗΤΡΙΟΣ,1,0
ΛΑΝΤΙ,1,0
ΛΑΟΚΡΑΤΗΣ,1,0
ΛΑΟΜΕΔΩΝ,1,0
ΛΑΟΥΡΑΝΤ,1,0
ΛΑΟΥΡΕΛ,1,0
ΛΑΟΥΡΕΝΣ,1,0
ΛΑΡΙΣΑ,1,0
ΛΑΣΑΓΚΙΟΡΓΚΙ,1,0
ΛΑΣΚΑΡΗΣ,1,0
ΛΑΣΚΟΣ,1,0
ΛΑΥΕ-ΑΜΑΝΤΟΥ,1,0
ΛΑΥΡΕΝΤΗΣ,1,0
ΛΑΥΡΕΝΤΙΟΣ,1,0
ΛΕΑΝΔΡΟΣ,1,0
ΛΕΑΝΔΡΟΣ-ΑΛΕΞΑΝΔΡΟΣ,1,0
ΛΕΑΝΤΡΙ,1,0
ΛΕΑΝΤΡΟ,1,0
ΛΕΒΑ,1,0
ΛΕΒΑΝ,1,0
ΛΕΒΑΝΤΗΣ,1,0
ΛΕΒΕΝΤ,1,0
ΛΕΒΟΝ,1,0
ΛΕΒΩΝ,1,0
ΛΕΚΑ,1,0
ΛΕΜΟΝΗΣ,1,0
ΛΕΜΟΝΙΑ,1,0
ΛΕΝΤΓΙΑΝ,1,0
ΛΕΝΤΙΑΝ,1,0
ΛΕΝΤΙΜ,1,0
ΛΕΝΤΙΟ,1,0
ΛΕΝΤΙΟΝ,1,0
ΛΕΝΤΙΟΥ,1,0
ΛΕΟΚΡΑΤΗΣ,1,0
ΛΕΟΝΑΡΔΟ,1,0
ΛΕΟΝΑΡΝΤ,1,0
ΛΕΟΝΑΡΝΤΟ,1,0
ΛΕΟΝΑΤ,1,0
ΛΕΟΝΕΛ,1,0
ΛΕΟΝΙΔΑ,1,0
ΛΕΟΝΤΑΡΗΣ,1,0
ΛΕΟΝΤΗΣ,1,0
ΛΕΟΝΤΙΝ,1,0
ΛΕΟΝΤΙΟΣ,1,0
ΛΕΟΝΤΙΟΣΑΠΟΣΤΟΛΟΣ,1,0
ΛΕΡΙ,1,0
ΛΕΥΚΗ,1,0
ΛΕΥΚΟΘΕΑ,1,0
ΛΕΥΤΕΡ,1,0
ΛΕΦΤΕΡ,1,0
ΛΕΩΝ,1,0
ΛΕΩΝΔΑΣ,1,0
ΛΕΩΝΙΔΑ,1,0
ΛΕΩΝΙΔΑΣ,1,0
ΛΕΩΝΙΔΑΣΕΥΑΓΓΕΛΟΣ,1,0
ΛΙΑΤΗΦ,1,0
ΛΙΒΕΡΙΟΣ,1,0
ΛΙΓΔΑΣ,1,0
ΛΙΛΙ,1,0
ΛΙΜΙΑΝΑ,1,0
ΛΙΜΟΣ,1,0
ΛΙΝΤΟΡ,1,0
ΛΙΟΒΑ,1,0
ΛΙΟΝΕ,1,0
ΛΙΟΥΜΙΝ,1,0
ΛΙΟΥΜΠΕΝ,1,0
ΛΙΟΥΜΠΟΒ,1,0
ΛΙΟΥΝΤΜΙΛ,1,0
ΛΙΡΙΑΝ,1,0
ΛΙΡΙΚΑ,1,0
ΛΙΡΙΜ,1,0
ΛΙΣΙΕΝ,1,0
ΛΙΩΒΑ,1,0
ΛΙΩΝΗΣ,1,0
ΛΛΑΜΒΙ,1,0
ΛΛΑΜΜΠΡΟ,1,0
ΛΟΒΑΝ,1,0
ΛΟΓΓΙΝΟΣ,1,0
ΛΟΓΟΘΕΤΗΣ,1,0
ΛΟΙΖΟΣ,1,0
ΛΟΙΝΤ,1,0
ΛΟΡΓΚΟΥΣ,1,0
ΛΟΡΕΝΚ,1,0
ΛΟΡΕΝΤΖΟ,1,0
ΛΟΡΕΝΤΣ,1,0
ΛΟΡΗ,1,0
ΛΟΡΟ,1,0
ΛΟΥ,1,0
ΛΟΥΑΝ,1,0
ΛΟΥΔΟΒΙΚΟΣΕΥΑΓΓΕΛΟΣ,1,0
ΛΟΥΖΙΜ,1,0
ΛΟΥΙΖΗΣ,1,0
ΛΟΥΙΖΟΣ,1,0
ΛΟΥΙΣ,1,0
ΛΟΥΙΣ-ΑΛΜΠ,1,0
ΛΟΥΙΤΖΙ,1,0
ΛΟΥΚΑ,1,0
ΛΟΥΚΑΣ,1,0
ΛΟΥΚΙΑ-ΜΕ,1,0
ΛΟΥΚΙΑΝΟΣ,1,0
ΛΟΥΛΕΖΙΜ,1,0
ΛΟΥΛΖΙΜ,1,0
ΛΟΥΛΟΥΔΑ,1,0
ΛΟΥΜΠΟΒ,1,0
ΛΟΥΝΤΡΑΝ,1,0
ΛΟΥΠΟ,1,0
ΛΟΥΠΣΟ,1,0
ΛΟΥΣΙΝΕ,1,0
ΛΟΥΤ,1,0
ΛΟΥΤΦΗ,1,0
ΛΟΥΤΦΙ,1,0
ΛΟΥΦΤΑΡ,1,0
ΛΟΥΦΤΕΤΑΡ,1,0
ΛΥΓΕΡΗ,1,0
ΛΥΓΕΡΟΣ,1,0
ΛΥΚΟΥΡΓΟΣ,1,0
ΛΥΜΠΕΡΗΣ,1,0
ΛΥΣΑΝΔΡΟ,1,0
ΛΥΣΑΝΔΡΟΣ,1,0
ΛΥΣΙΜΑΧΟ,1,0
ΛΥΣΙΜΑΧΟΣ,1,0
ΛΥΣΣΑΝΔΡΟΣ,1,0
ΛΥΣΣΙΜΑΧΟΣ,1,0
ΛΩΛΟΣ,1,0
ΜΑΓΔΑ,1,0
ΜΑΓΔΑΛΗΝΗ,1,0
ΜΑΓΚΑΜΑ,1,0
ΜΑΓΚΡΙΩΤΗΣ,1,0
ΜΑΖΑΡΑΚΗΣ,1,0
ΜΑΖΕΝ,1,0
ΜΑΖΧΑΡ,1,0
ΜΑΙΔΕΡ,1,0
ΜΑΙΚΛΔΙΑΜΑΝΤΗΣ,1,0
ΜΑΙΛΙΝΤ,1,0
ΜΑΙΟΣ,1,0
ΜΑΙΣ,1,0
ΜΑΙΣΤΡΟΣ-ΣΩΤΗΡΗΣ,1,0
ΜΑΚΑΡΙΟΣ,1,0
ΜΑΚΕΔΩΝ,1,0
ΜΑΚΗΣ,1,0
ΜΑΚΙΤ,1,0
ΜΑΚΡΙΝΑ,1,0
ΜΑΛΑΜΑΣ,1,0
ΜΑΛΑΜΑΣ-ΧΡΥΣΟΒΑΛΑΝΤΗΣ,1,0
ΜΑΛΑΜΑΤΕΝΙΑ,1,0
ΜΑΛΒΙΝΟΣ,1,0
ΜΑΛΙΚ,1,0
ΜΑΛΙΝΤΑ,1,0
ΜΑΛΚΧΑΖ,1,0
ΜΑΛΧΑΖ,1,0
ΜΑΛΧΑΖΗ,1,0
ΜΑΜΑΝΤΑΣ,1,0
ΜΑΜΑΝΤΟΣ,1,0
ΜΑΜΑΣ,1,0
ΜΑΜΟΥΚΑ,1,0
ΜΑΝΑΖΗΣ,1,0
ΜΑΝΑΣΗΣ,1,0
ΜΑΝΕΣΗΣ,1,0
ΜΑΝΘΟΣ,1,0
ΜΑΝΟΛ,1,0
ΜΑΝΟΛΗΣ,1,0
ΜΑΝΟΣ,1,0
ΜΑΝΟΥΕΛ,1,0
ΜΑΝΟΥΚ,1,0
ΜΑΝΟΥΣΑΝ,1,0
ΜΑΝΟΥΣΟΣ-ΓΕΩΡΓΙΟΣ,1,0
ΜΑΝΤΖΑΡΑΚΗΣ,1,0
ΜΑΝΤΖΙΟΥΡΑΝΗΣ-ΣΤΕΡΓΙΟΣ,1,0
ΜΑΝΤΙ,1,0
ΜΑΝΤΙΝΑ,1,0
ΜΑΝΩΛΗΣ,1,0
ΜΑΞΕΝΤΙΟΣ,1,0
ΜΑΞΙΜ,1,0
ΜΑΞΙΜΙΛΙΑΝΟΣ,1,0
ΜΑΞΙΜΟΣ,1,0
ΜΑΡΓΑΡΙΤ,1,0
ΜΑΡΓΑΡΙΤΑ,1,0
ΜΑΡΓΑΡΙΤΗΣ,1,0
ΜΑΡΓΑΡΙΤΗΣ-ΜΙΧΑΗΛ,1,0
ΜΑΡΓΙΑΜ,1,0
ΜΑΡΓΚΟ,1,0
ΜΑΡΗΣ,1,0
ΜΑΡΘΑ,1,0
ΜΑΡΙΑ,1,0
ΜΑΡΙΑ-ΕΛΕΝΗ,1,0
ΜΑΡΙΑ-ΜΑΓΔ,1,0
ΜΑΡΙΑΜ,1,0
ΜΑΡΙΑΝ,1,0
ΜΑΡΙΑΝ-ΚΡΙΣΤΙΑΝ,1,0
ΜΑΡΙΑΝΘΗ,1,0
ΜΑΡΙΑΝΘΙ,1,0
ΜΑΡΙΓΚΕΡ,1,0
ΜΑΡΙΓΚΛΕΝ,1,0
ΜΑΡΙΓΛΕΝ,1,0
ΜΑΡΙΓΟΥΛΑ,1,0
ΜΑΡΙΕΤΤΑ,1,0
ΜΑΡΙΚΑ,1,0
ΜΑΡΙΚΟ,1,0
ΜΑΡΙΝ,1,0
ΜΑΡΙΝΑ,1,0
ΜΑΡΙΝΓΚΛΕΝ,1,0
ΜΑΡΙΝΕ,1,0
ΜΑΡΙΝΟ,1,0
ΜΑΡΙΝΟΣ,1,0
ΜΑΡΙΝΟΣ-ΟΛΓΕΡΙΟΣ,1,0
ΜΑΡΙΟ,1,0
ΜΑΡΙΟΑΝΤΩΝΙΟΣ,1,0
ΜΑΡΙΟΣ,1,0
ΜΑΡΙΟΣΧΡΥΣΟΒΑΛΑΝΤΗΣ,1,0
ΜΑΡΙΟΣΑΛΦΟΝΣΟΑΝΤΩΝΙΟΣ,1,0
ΜΑΡΙΟΣΓΕΩΡΓΙΟΣ,1,0
ΜΑΡΙΟΣΔΙΟΜΙΔΗΣ,1,0
ΜΑΡΙΟΣΙΟΡΔΑΝΗΣ,1,0
ΜΑΡΙΟΣΡΑΦΑΗΛ,1,0
ΜΑΡΙΟΣ-ΒΑΣΙΛΕΙΟΣ,1,0
ΜΑΡΙΟΣ-ΓΕΩΡΓΙΟΣ,1,0
ΜΑΡΙΟΣ-ΚΟΜΝΗΝΟΣ-ΝΙΚΗ,1,0
ΜΑΡΙΟΣ-ΚΩΝΣΤΑΝΤΙΝΟΣ,1,0
ΜΑΡΙΟΣ-ΛΕΩΝΙΔΑΣ,1,0
ΜΑΡΙΟΣ-ΜΙΧΑΗΛ,1,0
ΜΑΡΙΟΣ-ΝΙΚΗΤΑΣ,1,0
ΜΑΡΙΟΣ-ΠΑΝΑΓΙΩΤΗΣ,1,0
ΜΑΡΙΟΣ-ΡΑΦΑΗΛ,1,0
ΜΑΡΙΟΥΣ,1,0
ΜΑΡΚ,1,0
ΜΑΡΚΕΛΛΟΣ,1,0
ΜΑΡΚΛΕΝ,1,0
ΜΑΡΚΟ,1,0
ΜΑΡΚΟΣ,1,0
ΜΑΡΚΟΣΚΩΝΣΤΑΝΤΙΝΟΣ,1,0
ΜΑΡΚΟΣΓΑΒΡΙΗΛ,1,0
ΜΑΡΚΟΣΔΗΜΗΤΡΙΟΣ,1,0
ΜΑΡΚΟΣΠΑΟΥΛ,1,0
ΜΑΡΚΟΣΧΡΗΣΤΟΣ,1,0
ΜΑΡΚΟΣ-ΕΜΜΑΝΟΥΗΛ,1,0
ΜΑΡΛΕΝ,1,0
ΜΑΡΟΥΔΑ,1,0
ΜΑΡΟΥΛΑ,1,0
ΜΑΡΣΕΛ,1,0
ΜΑΡΣΕΛΝΤ,1,0
ΜΑΡΣΙΔ,1,0
ΜΑΡΤΖΑΝ,1,0
ΜΑΡΤΙΝ,1,0
ΜΑΡΤΙΝ-ΛΑΝΤΙΣΛΑΟΥ,1,0
ΜΑΡΤΙΝΗΣ,1,0
ΜΑΡΤΙΝΝ,1,0
ΜΑΡΤΙΝΟΣ,1,0
ΜΑΡΤΙΟΣ,1,0
ΜΑΡΤΙΡΟΣ,1,0
ΜΑΡΤΟΣ,1,0
ΜΑΣΧΟΥΡ-ΙΩΑΝΝΗΣ,1,0
ΜΑΤΕΝΙΑ,1,0
ΜΑΤΕΟ,1,0
ΜΑΤΕΟΣ,1,0
ΜΑΤΕΟΥΣ,1,0
ΜΑΤΘΑΙΟΣ,1,0
ΜΑΤΙΝΑ,1,0
ΜΑΥΡΟΔΗΣ,1,0
ΜΑΥΡΟΕΙΔΗΣ,1,0
ΜΑΥΡΟΣ,1,0
ΜΑΥΡΟΥΔΗΣ,1,0
ΜΑΧΕΝΤΙΝ,1,0
ΜΑΧΜΟΥΝΤ,1,0
ΜΑΧΜΟΥΤ,1,0
ΜΑΧΡΑΜ-ΧΟΣΙΝ,1,0
ΜΓΚΕΡ,1,0
ΜΕΓΑΚΛΗΣ,1,0
ΜΕΓΑΡΧΗΣ,1,0
ΜΕΘΟΔΙΟΣ,1,0
ΜΕΛΑΝΔΡΟΣ,1,0
ΜΕΛΑΧΡΟΙΝΗ,1,0
ΜΕΛΕΤΙΟΣ,1,0
ΜΕΛΙΝΑ,1,0
ΜΕΛΙΟΣ,1,0
ΜΕΛΙΣΣΙΝΟΣ,1,0
ΜΕΛΝΤΙΑΝ,1,0
ΜΕΛΠΟΜΕΝΗ,1,0
ΜΕΛΣΗ,1,0
ΜΕΜΕΤ,1,0
ΜΕΜΕΤΡΙΤΒΑΝ,1,0
ΜΕΝΑΝΔΡΟΣ,1,0
ΜΕΝΕΛΑΟΣ,1,0
ΜΕΝΕΛΑΟΣ-ΓΕΩΡΓΙΟΣ,1,0
ΜΕΝΤΙ,1,0
ΜΕΝΤΟΡ,1,0
ΜΕΡΑΜΠ,1,0
ΜΕΡΑΜΠΙ,1,0
ΜΕΡΕΤ,1,0
ΜΕΡΚΟΥΡΙΟΣ,1,0
ΜΕΡΟΖ,1,0
ΜΕΡΟΥΖΑΝ,1,0
ΜΕΡΤΖΑΝΗΣ,1,0
ΜΕΣΟΥΤ,1,0
ΜΕΤΑΞΑΣ,1,0
ΜΕΤΑΞΟΥΛΑ,1,0
ΜΕΤΖΙΤ,1,0
ΜΕΤΗΝ,1,0
ΜΕΤΙΝ,1,0
ΜΕΧΜΕΤ,1,0
ΜΕΧΜΕΤΑΛΗ,1,0
ΜΕΧΤΙΚΟΥΛΙ,1,0
ΜΗΔΕΙΑ,1,0
ΜΗΛΤΙΑΔΗΣ,1,0
ΜΗΝΑΣ,1,0
ΜΗΝΑΣ-ΧΡΗΣΤΟΣ,1,0
ΜΗΤΑΚΟΣ,1,0
ΜΗΤΡΟΦΑΝΗΣ,1,0
ΜΗΤΡΟΦΑΝΟΣ,1,0
ΜΗΤΣΟΣ,1,0
ΜΙΓΔΑΛΗΣ,1,0
ΜΙΓΚΕΛ,1,0
ΜΙΓΚΡΑΝ,1,0
ΜΙΙΧΑΗΛ,1,0
ΜΙΚΑΕΛ,1,0
ΜΙΚΑΙΕΛ,1,0
ΜΙΚΑΙΛ,1,0
ΜΙΚΕΛ,1,0
ΜΙΚΕΛΙΑΝ,1,0
ΜΙΚΗΣ,1,0
ΜΙΚΛΟΒΑΝ,1,0
ΜΙΚΧΕΙΛ,1,0
ΜΙΛΑΝΤΙΝ,1,0
ΜΙΛΕΝ,1,0
ΜΙΛΕΝΚΟ,1,0
ΜΙΛΤΙΑΔΔΗΣ,1,0
ΜΙΛΤΙΑΔΗ,1,0
ΜΙΛΤΙΑΔΗΣ,1,0
ΜΙΛΤΙΑΔΗΣΓΑΒΡΙΗΛ,1,0
ΜΙΛΤΙΑΔΗΣ-ΚΩΝΣΤΑΝΤΙΝΟΣ,1,0
ΜΙΛΤΟΣ,1,0
ΜΙΜΗΣ,1,0
ΜΙΜΗΣ-ΜΩΥΣ,1,0
ΜΙΜΙΚΟΣ,1,0
ΜΙΝΑΣ,1,0
ΜΙΝΕΛΑ,1,0
ΜΙΝΟ,1,0
ΜΙΡΑΜΑΝ,1,0
ΜΙΡΑΣ,1,0
ΜΙΡΓΙΑΝ,1,0
ΜΙΡΓΚΕΝ,1,0
ΜΙΡΙΑΝ,1,0
ΜΙΡΟΝΑ,1,0
ΜΙΡΟΣΛΑΒ,1,0
ΜΙΡΣΙΝ,1,0
ΜΙΡΤΖΑΝ,1,0
ΜΙΡΤΣΕΑ,1,0
ΜΙΣΑΗΛ,1,0
ΜΙΣΕΛΤΕΟΝΤΟΡ,1,0
ΜΙΤΕΡ,1,0
ΜΙΤΙΑ,1,0
ΜΙΤΡΙ,1,0
ΜΙΤΣΟ,1,0
ΜΙΦΙΤ,1,0
ΜΙΦΤΑΡ,1,0
ΜΙΧΑΗΚ,1,0
ΜΙΧΑΗΛ,1,0
ΜΙΧΑΗΛΑΓΓΕΛΟΣ,1,0
ΜΙΧΑΗΛΙΩΑΝΝΗΣ,1,0
ΜΙΧΑΗΛΝΕΣΤΩΡ,1,0
ΜΙΧΑΗΛ-ΑΓΓΕΛΟΣ,1,0
ΜΙΧΑΗΛ-ΑΘΑΝΑΣΙΟΣ,1,0
ΜΙΧΑΗΛ-ΓΑΒΡΙΗΛ,1,0
ΜΙΧΑΗΛ-ΓΕΩΡΓΙΟΣ,1,0
ΜΙΧΑΗΛ-ΚΩΝΣΤΑΝΤΙΝΟΣ,1,0
ΜΙΧΑΗΛ-ΣΤΕΦΑΝΟΣ,1,0
ΜΙΧΑΗΛ-ΣΩΚΡΑΤΗΣ,1,0
ΜΙΧΑΗΛ-ΧΕΝΡΙ,1,0
ΜΙΧΑΙ,1,0
ΜΙΧΑΛ,1,0
ΜΙΧΑΛΑΚΗ,1,0
ΜΙΧΑΛΑΚΗΣ,1,0
ΜΙΧΑΛΑΚΙ,1,0
ΜΙΧΑΛΗΛ,1,0
ΜΙΧΑΛΗΣ,1,0
ΜΙΧΑΛΗΣΑΓΑΘΑΓΓΕΛΟΣ,1,0
ΜΙΧΑΛΛΑΚ,1,0
ΜΙΧΑΤ,1,0
ΜΙΧΕΙΛ,1,0
ΜΙΧΟ,1,0
ΜΙΧΟΣ,1,0
ΜΟΔΕΣΤΟΣ,1,0
ΜΟΝΙΚΑ,1,0
ΜΟΝΤΗ,1,0
ΜΟΝΤΙ,1,0
ΜΟΝΤΟΥ,1,0
ΜΟΡΔΟΧΑΙ,1,0
ΜΟΡΙΣ,1,0
ΜΟΡΦΗΣ,1,0
ΜΟΣΕΣ,1,0
ΜΟΣΧΟΠΟΥΛΟΣ,1,0
ΜΟΣΧΟΣ,1,0
ΜΟΣΧΟΣ-ΠΑΝΑΓΙΩΤΗ,1,0
ΜΟΥΑΡΕΜ,1,0
ΜΟΥΒΕΤΖΕΛ,1,0
ΜΟΥΖΑΦΕΡ,1,0
ΜΟΥΜΗΝ,1,0
ΜΟΥΜΙΝ,1,0
ΜΟΥΜΙΝΙΤΑ,1,0
ΜΟΥΝΙΡ,1,0
ΜΟΥΝΤΑΣΑΡ,1,0
ΜΟΥΡΑΤ,1,0
ΜΟΥΡΑΤΙΟΣ,1,0
ΜΟΥΡΙΕΛ-ΤΖΕΡΑΡΝΤ,1,0
ΜΟΥΡΜΑΝ,1,0
ΜΟΥΣΑ,1,0
ΜΟΥΣΕΓ,1,0
ΜΟΥΣΕΓΚ,1,0
ΜΟΥΣΕΝΤΙΝ,1,0
ΜΟΥΣΤΑΝ,1,0
ΜΟΥΣΤΑΦΑ,1,0
ΜΟΥΣΤΑΦΑΜΕΧΜΕΤ,1,0
ΜΟΥΣΤΑΦΑΣ,1,0
ΜΟΥΤΖΕΙΤ,1,0
ΜΟΥΧΑΡΕΜ,1,0
ΜΟΥΧΑΡΡΕΜ,1,0
ΜΟΧΑΜΑΝΤ,1,0
ΜΟΧΑΜΕΔ,1,0
ΜΟΧΑΜΕΝΤ,1,0
ΜΟΧΑΜΕΝΤ-ΓΚΑΖΙ,1,0
ΜΟΧΑΜΕΝΤ-ΖΑΧ,1,0
ΜΟΧΑΜΕΤ,1,0
ΜΟΧΑΜΜΑΝΤΝΑΖΙΡ,1,0
ΜΟΧΑΜΜΟΥΔ,1,0
ΜΠΑΓΙΑΖ,1,0
ΜΠΑΓΙΕΖΙΝΤ,1,0
ΜΠΑΓΚΡΑΤ,1,0
ΜΠΑΓΚΧΕΡ,1,0
ΜΠΑΙΡΑΜ,1,0
ΜΠΑΙΡΑΜΑΛΗ,1,0
ΜΠΑΙΡΑΜΑΛΗ,1,0
ΜΠΑΚΕΡ,1,0
ΜΠΑΚΙ,1,0
ΜΠΑΜΠΑΛΕ,1,0
ΜΠΑΜΠΚΕΝ,1,0
ΜΠΑΝΟΥΣ,1,0
ΜΠΑΡΓΙΑΜ,1,0
ΜΠΑΡΔΟΚ,1,0
ΜΠΑΡΙ,1,0
ΜΠΑΡΝΤ,1,0
ΜΠΑΡΝΤΙΛ,1,0
ΜΠΑΡΝΤΟΚ,1,0
ΜΠΑΡΝΤΧΟΥΛ,1,0
ΜΠΑΣΕΜ,1,0
ΜΠΑΣΙΛ,1,0
ΜΠΑΣΙΡ,1,0
ΜΠΑΣΚΙΜ,1,0
ΜΠΑΣΣΑΡ,1,0
ΜΠΑΣΧΚΙΜ,1,0
ΜΠΑΦΚΙΑ,1,0
ΜΠΑΧΡΑΜ,1,0
ΜΠΑΧΡΗ,1,0
ΜΠΑΧΡΙ,1,0
ΜΠΕΑΜΕ,1,0
ΜΠΕΑΜΙΝ,1,0
ΜΠΕΚΤΑΣ,1,0
ΜΠΕΚΤΖΕΤ,1,0
ΜΠΕΝΑΡΝΤ,1,0
ΜΠΕΝΙΑΜΙΝ,1,0
ΜΠΕΝΤΡΙ,1,0
ΜΠΕΡΝΑΡΝΤ,1,0
ΜΠΕΡΝΤ,1,0
ΜΠΕΣΗΜ,1,0
ΜΠΕΣΙΚΙ,1,0
ΜΠΕΣΙΜ,1,0
ΜΠΕΣΛΑΝ,1,0
ΜΠΕΣΝΙΚ,1,0
ΜΠΕΤΑΣ,1,0
ΜΠΕΧΡΗ,1,0
ΜΠΙΟΝΑΛΝΤ,1,0
ΜΠΙΡΟΛ,1,0
ΜΠΙΣΑΡΑ,1,0
ΜΠΛΕΝΤΑΡ,1,0
ΜΠΛΕΝΤΙ,1,0
ΜΠΛΕΡΙΜ,1,0
ΜΠΟΓΔΑΝ,1,0
ΜΠΟΙ,1,0
ΜΠΟΚΟΡΟΣΕ,1,0
ΜΠΟΡΗΣ,1,0
ΜΠΟΡΙΣ,1,0
ΜΠΟΡΙΣΑΒ,1,0
ΜΠΟΥΓΙΑΡ,1,0
ΜΠΟΥΚΟΥΡΟΣ,1,0
ΜΠΟΥΛΕΝΤ,1,0
ΜΠΟΥΡΧΑΝ,1,0
ΜΠΟΥΤΖΑΡ,1,0
ΜΠΡΑΧΗΜ,1,0
ΜΠΡΟΥΝΟ,1,0
ΜΥΚΕΡΕΜ,1,0
ΜΥΡΙΑΜ,1,0
ΜΥΡΙΑΝΘΗΣ,1,0
ΜΥΡΟ,1,0
ΜΥΡΣΙΝΗ,1,0
ΜΥΡΤΩ,1,0
ΜΥΡΩΔΗΣ,1,0
ΜΥΡΩΝ,1,0
ΜΥΦΙΤ,1,0
ΜΧΙΤΑΡ,1,0
ΜΩΑΜΕΘ,1,0
ΜΩΥΣΗΣ,1,0
ΜΩΧΙΑΣΙΝ,1,0
ΜΩΧΑΜΕΝΤ,1,0
ΜΩΧΑΜΕΤ,1,0
ΜΩΧΑΜΕΤΤΑΙΣΙΡ,1,0
ΜΩΧΑΡΕΜ,1,0
Ν,1,0
ΝΑΒΙΝΤ,1,0
ΝΑΖΜΗ,1,0
ΝΑΖΜΙ,1,0
ΝΑΖΜΙΕ,1,0
ΝΑΗΜ,1,0
ΝΑΘΑΝ,1,0
ΝΑΘΑΝΑΗΛ,1,0
ΝΑΙΛ,1,0
ΝΑΙΜ,1,0
ΝΑΙΡΑ,1,0
ΝΑΙΡΙ,1,0
ΝΑΙΤΙ,1,0
ΝΑΚΕ,1,0
ΝΑΚΟΣ,1,0
ΝΑΜΠΙΛ,1,0
ΝΑΝΤΕΖΝΑ,1,0
ΝΑΝΤΕΖΝΤΑ,1,0
ΝΑΝΤΕΡ,1,0
