,index,Names,isMale
1632,5675,ΓΚΟΥΛΝΑΖΗ,0
1633,5676,ΓΚΟΥΛΝΑΡΑ,0
1634,5677,ΓΚΟΥΛΣΑΡΑ,0
1635,5678,ΓΚΟΥΛΣΕΡΕΝ,0
1636,1115,ΓΚΟΥΜΠΑΤ,1
1637,5679,ΓΚΟΥΝΤΡΟΥ,0
1638,1116,ΓΚΟΥΡΑΜ,1
1639,1117,ΓΚΟΥΡΑΜΙ,1
1640,1118,ΓΚΟΥΡΗ,1
1641,1119,ΓΚΟΥΡΣΕΛ,1
1642,5680,ΓΚΟΥΤΣΑ,0
1643,5681,ΓΚΟΦΙΛΕ,0
1644,4177,ΓΚΡΑΖΙΝΑ,1
1645,5682,ΓΚΡΕΙΣΣΟΦΙΑ,0
1646,1120,ΓΚΡΕΜΕΣΛΑΒ,1
1647,5683,ΓΚΡΕΤΑ,0
1648,5684,ΓΚΡΕΤΤΑ,0
1649,1121,ΓΚΡΙΓΚΟΡΙ,1
1650,5685,ΓΚΡΙΣΕΛΝΤΑ,0
1651,5686,ΓΛΙΛΣΟΥΜ,0
1652,5687,ΓΛΥΚΕΡΙΑ,0
1653,5688,ΓΛΥΚΕΡΙΑΕΥΑΓΓΕΛΙΑ,0
1654,5689,ΓΛΥΚΕΡΙΑΧΡΙΣΤΙΝΑ,0
1655,5690,ΓΝΩΣΤΟΘΕΑ,0
1656,1122,ΓΟΡΑΝ,1
1657,1123,ΓΟΥΑΝΞΙΝ,1
1658,1124,ΓΟΥΑΝΤΖΙΕ,1
1659,1125,ΓΟΥΕΝ,1
1660,1126,ΓΟΥΙΛΙΑΜ,1
1661,1128,ΓΟΥΛΙΕΛΜΟΣ,1
1662,1129,ΓΟΥΡΙ,1
1663,1130,ΓΟΥΣΙΚΟΣ,1
1664,5691,ΓΡΑΜΜΑΤΑ,0
1665,5692,ΓΡΑΜΜΑΤΗ,0
1666,5693,ΓΡΑΜΜΑΤΙΑ,0
1667,1131,ΓΡΑΜΜΑΤΙΚΗ,1
1668,5694,ΓΡΑΜΜΑΤΙΚΗ,0
1669,5695,ΓΡΑΜΜΑΤΙΚΟΥΛΑ,0
1670,5696,ΓΡΑΜΜΑΤΙΝΑ,0
1671,5697,ΓΡΑΜΜΑΤΙΩ,0
1672,5698,ΓΡΑΜΜΑΤΟΥΛΑ,0
1673,5699,ΓΡΑΜΜΑΤΩ,0
1674,1132,ΓΡΑΜΜΑΤΩ,1
1675,5700,ΓΡΑΜΜΕΝΗ,0
1676,1133,ΓΡΑΜΜΕΝΟΣ,1
1677,1134,ΓΡΗΓΟΡ,1
1678,1138,ΓΡΗΓΟΡΙΟ,1
1679,5702,ΓΡΗΓΟΡΙΟΣ,0
1680,1142,ΓΡΗΓΟΡΝ,1
1681,5703,ΓΡΗΓΡΙΑ,0
1682,1143,ΓΡΙΓΟΡ,1
1683,5704,ΓΥΡΑΚΩ,0
1684,1144,ΓΩΡΓΙΟΣ,1
1685,1145,ΔΑΒΙΔ,1
1686,1146,ΔΑΓΚΛΗΣ,1
1687,5705,ΔΑΓΜΑΡΑ,0
1688,5706,ΔΑΔΑ,0
1689,5707,ΔΑΛΙ,0
1690,6123,ΔΑΛΙΔΑ,0
1691,1147,ΔΑΛΚΙΡΑΝ,1
1692,1148,ΔΑΜΑΣΚΗΝΗ,1
1693,5708,ΔΑΜΑΣΚΗΝΟΥΛΑ,0
1694,1149,ΔΑΜΑΣΚΟΣ,1
1695,5709,ΔΑΜΑΣΚΩ,0
1696,5710,ΔΑΜΙΑΝΗ,0
1697,1151,ΔΑΜΩΝ,1
1698,5712,ΔΑΝΑΗΝΙΚΟΛΕΤΤΑ,0
1699,5723,ΔΑΝΗ,0
1700,5724,ΔΑΝΙΕΛΑ,0
1701,5725,ΔΑΝΙΕΛΛΑ,0
1702,1152,ΔΑΝΙΗΛ,1
1703,5726,ΔΑΝΙΗΛ,0
1704,5727,ΔΑΝΙΛΔΑ,0
1705,5728,ΔΑΝΟΥΛΑ,0
1706,1153,ΔΑΡΙΟΣΔΗΜΗΤΡΙΟΣ,1
1707,1154,ΔΑΡΙΩΝ,1
1708,5729,ΔΑΣΩΝΑ,0
1709,5730,ΔΑΥΙΔΑ,0
1710,1157,ΔΑΦΝΗΣ,1
1711,5736,ΔΑΦΝΟΥ,0
1712,5737,ΔΑΦΝΟΥΛΑ,0
1713,5738,ΔΑΦΝΩ,0
1714,1158,ΔΓΗΜΗΤΡΙΟΣ,1
1715,5739,ΔΕΒΟΡΑ,0
1716,1159,ΔΕΜΗΣ,1
1717,5740,ΔΕΝΑΔΑ,0
1718,5741,ΔΕΟΔΩΡΑ,0
1719,5743,ΔΕΣΠΟΙΜΑ,0
1720,1160,ΔΕΣΠΟΙΝΑ,1
1721,5746,ΔΕΣΠΟΙΝΑΕΛΕΝΗ,0
1722,5747,ΔΕΣΠΟΙΝΑΕΛΕΥΘΕΡΙΑ,0
1723,1161,ΔΕΣΠΟΙΝΑΗΣΑΙΑ,1
1724,5748,ΔΕΣΠΟΙΝΑΙΩΑΝΝΑ,0
1725,5749,ΔΕΣΠΟΙΝΑΚΑΙΤΗ,0
1726,5745,ΔΕΣΠΟΙΝΑΜΑΡΙΑ,0
1727,5750,ΔΕΣΠΟΙΝΑΜΥΡΣΙΝΗ,0
1728,5763,ΔΕΣΠΟΝΑ,0
1729,5764,ΔΕΣΠΟΥΝΑ,0
1730,5765,ΔΕΣΠΩ,0
1731,1162,ΔΕΤΖΙΑ,1
1732,1163,ΔΗΜΑΚΗΣ,1
1733,1164,ΔΗΜΑΚΟΣ,1
1734,1165,ΔΗΜΑΣΗΣ,1
1735,1166,ΔΗΜΗΡΙΟΣ,1
1736,1167,ΔΗΜΗΤΕΡ,1
1737,1168,ΔΗΜΗΤΗΣ,1
1738,1169,ΔΗΜΗΤΙΟΣ,1
1739,1170,ΔΗΜΗΤΙΡΟΣ,1
1740,1171,ΔΗΜΗΤΡ,1
1741,1172,ΔΗΜΗΤΡΑ,1
1742,5767,ΔΗΜΗΤΡΑΑΛΙΚΗ,0
1743,5768,ΔΗΜΗΤΡΑΑΝΑΣΤΑΣΙΑ,0
1744,5769,ΔΗΜΗΤΡΑΕΥΔΟΞΙΑ,0
1745,1173,ΔΗΜΗΤΡΑΚΗ,1
1746,1174,ΔΗΜΗΤΡΑΚΗΣ,1
1747,5770,ΔΗΜΗΤΡΑΜΑΡΙΑ,0
1748,5771,ΔΗΜΗΤΡΑΜΑΡΙΑΝΘΗ,0
1749,1175,ΔΗΜΗΤΡΕΙΟΣ,1
1750,1176,ΔΗΜΗΤΡΗ,1
1751,5786,ΔΗΜΗΤΡΗΣ,0
1752,1180,ΔΗΜΗΤΡΙ,1
1753,5787,ΔΗΜΗΤΡΙΑ,0
1754,1181,ΔΗΜΗΤΡΙΑΔΗΣ,1
1755,5788,ΔΗΜΗΤΡΙΝΚΑ,0
1756,1182,ΔΗΜΗΤΡΙΟ,1
1757,5789,ΔΗΜΗΤΡΙΟΣ,0
1758,1184,ΔΗΜΗΤΡΙΟΣΔΑΒΙΔ,1
1759,1185,ΔΗΜΗΤΡΙΟΣΕΠΑΜΕΙΝΩΝΔΑΣ,1
1760,1186,ΔΗΜΗΤΡΙΟΣΕΥΣΤΡΑΤΙΟΣ,1
1761,1187,ΔΗΜΗΤΡΙΟΣΗΛΙΑΣ,1
1762,1188,ΔΗΜΗΤΡΙΟΣΘΕΟΦΑΝΗΣ,1
1763,1189,ΔΗΜΗΤΡΙΟΣΙΩΑΚΕΙΜ,1
1764,1190,ΔΗΜΗΤΡΙΟΣΚΥΡΙΑΚΟΣ,1
1765,1191,ΔΗΜΗΤΡΙΟΣΠΕΤΡΟΣ,1
1766,1192,ΔΗΜΗΤΡΙΟΣΣΤΑΥΡΟΣ,1
1767,1219,ΔΗΜΗΤΡΟΝΙΚΟΣ,1
1768,1220,ΔΗΜΗΤΡΟΣ,1
1769,5790,ΔΗΜΗΤΡΟΥΛ,0
1770,1221,ΔΗΜΗΤΡΟΥΛΑ,1
1771,1900,ΔΗΜΟ,1
1772,5792,ΔΗΜΟΚΛΕΙΑ,0
1773,1222,ΔΗΜΟΚΡΑΤΗΣ,1
1774,5793,ΔΗΜΟΚΡΑΤΙΑ,0
1775,5794,ΔΗΜΟΚΡΙΤΟΥΛΑ,0
1776,1224,ΔΗΜΟΚΩΣΤΑΣ,1
1777,1225,ΔΗΜΟΣ,1
1778,1226,ΔΗΜΟΣΘΕΝ,1
1779,5795,ΔΗΜΟΣΘΕΝΙΑ,0
1780,1228,ΔΗΜΟΥΛΑ,1
1781,5796,ΔΗΜΟΥΛΑ,0
1782,1229,ΔΗΜΤΡΙΟΣ,1
1783,1230,ΔΗΝΗΤΡΙΟΣ,1
1784,5797,ΔΙΑΒΟΡΑ,0
1785,1231,ΔΙΑΛΕΓΜΕΝΟΣ,1
1786,1232,ΔΙΑΛΕΚΤΗ,1
1787,5798,ΔΙΑΛΕΚΤΗ,0
1788,1233,ΔΙΑΛΕΧΤΗ,1
1789,5799,ΔΙΑΛΕΧΤΗ,0
1790,1234,ΔΙΑΛΕΧΤΟΣ,1
1791,2230,ΔΙΑΜΑΝΤ,1
1792,5800,ΔΙΑΜΑΝΤΑ,0
1793,5801,ΔΙΑΜΑΝΤΕΝ,0
1794,5802,ΔΙΑΜΑΝΤΕΝΙΑ,0
1795,5803,ΔΙΑΜΑΝΤΗ,0
1796,1235,ΔΙΑΜΑΝΤΗ,1
1797,1236,ΔΙΑΜΑΝΤΗΣ,1
1798,5804,ΔΙΑΜΑΝΤΙΑ,0
1799,1237,ΔΙΑΜΑΝΤΟΥΛΑ,1
1800,5805,ΔΙΑΜΑΝΤΟΥΛΑ,0
1801,5806,ΔΙΑΜΑΝΤΩ,0
1802,5807,ΔΙΑΜΑΝΤΩΠΕΤΡΟΥΛΑ,0
1803,5808,ΔΙΑΝΑ,0
1804,5809,ΔΙΑΝΕΙΡΑ,0
1805,1238,ΔΙΑΝΕΛΛΟΣ,1
1806,9757,ΔΙΑΝΤΙΝΑ,0
1807,5810,ΔΙΑΝΥΡΑ,0
1808,5811,ΔΙΑΣΕΜΗ,0
1809,5812,ΔΙΑΤΡΙΚΗ,0
1810,5813,ΔΙΑΦΕΝΤΟΥΛΑ,0
1811,1239,ΔΙΓΕΝΗΣ,1
1812,5814,ΔΙΚΑΙΑ,0
1813,5815,ΔΙΚΡΑΝΟΥΧΗ,0
1814,1240,ΔΙΜΙΤ,1
1815,5816,ΔΙΜΙΤΡΙΝΚΑ,0
1816,1241,ΔΙΝΥΟ,1
1817,1242,ΔΙΝΥΣΙΟΣ,1
1818,5817,ΔΙΝΩΡΑ,0
1819,1249,ΔΙΟΜΙΔΗΣ,1
1820,1250,ΔΙΟΝΙΣ,1
1821,1251,ΔΙΟΝΥΣ,1
1822,1252,ΔΙΟΝΥΣΗ,1
1823,1254,ΔΙΟΝΥΣΙΟ,1
1824,5819,ΔΙΟΝΥΣΟΥΛΑ,0
1825,1256,ΔΙΟΦΑΝΤΗΣ,1
1826,5820,ΔΟΛΟΡΕΖΑ,0
1827,5821,ΔΟΜΙΝΑ,0
1828,5822,ΔΟΜΙΝΙΚΗ,0
1829,5827,ΔΟΜΝΙΤΣΑ,0
1830,5828,ΔΟΝΑΡΑ,0
1831,1257,ΔΟΝΑΤΟΣ,1
1832,5829,ΔΟΞΑ,0
1833,1258,ΔΟΞΑΚΗΣ,1
1834,5830,ΔΟΞΗ,0
1835,1259,ΔΟΞΗΣ,1
1836,5831,ΔΟΡΑΤΑ,0
1837,1260,ΔΟΡΙΛΑΟΣ,1
1838,5832,ΔΟΡΟΘΕΑ,0
1839,5833,ΔΟΥΑΛΕΤΑ,0
1840,5834,ΔΟΥΚΑΙ,0
1841,5835,ΔΟΥΚΑΙΝΗ,0
1842,1261,ΔΟΥΚΑΣ,1
1843,1262,ΔΟΥΚΕΝΑ,1
1844,5836,ΔΟΥΚΕΝΗ,0
1845,5837,ΔΟΥΚΕΝΙΩ,0
1846,5838,ΔΟΥΚΙΣΣΑ,0
1847,5839,ΔΟΥΡΑΤΑ,0
1848,5840,ΔΟΧΤΙΝΙΩ,0
1849,1263,ΔΡΑΚΟΝΤΗΣ,1
1850,1264,ΔΡΑΚΟΣ,1
1851,1265,ΔΡΙΤΑΝ,1
1852,5842,ΔΡΟΣΙΛΗ,0
1853,5843,ΔΡΟΣΙΝΗ,0
1854,5844,ΔΡΟΣΟΠΟΥΛΑ,0
1855,1266,ΔΡΟΣΟΣ,1
1856,5845,ΔΡΟΣΟΥΛΑ,0
1857,1267,ΔΡΟΣΩ,1
1858,5846,ΔΡΣΠΟΙΝΑ,0
1859,5847,ΔΣΣΠΟΙΝΑ,0
1860,5848,ΔΩΡΑ,0
1861,1268,ΔΩΡΙ,1
1862,1269,ΔΩΡΟΘΕΑ,1
1863,5850,ΔΩΡΟΘΕΑΑΘΗΝΑ,0
1864,5851,ΔΩΡΟΘΕΑΜΑΡΙΑ,0
1865,1270,ΔΩΡΟΘΕΟΣ,1
1866,5854,ΔΩΡΟΠΗ,0
1867,5855,ΕΑΥΓΓΕΛΙΑ,0
1868,5856,ΕΒΑ,0
1869,5857,ΕΒΕΛΙΑΜΑΡΓΑΡΙΤΑ,0
1870,5858,ΕΒΕΛΙΝ,0
1871,5859,ΕΒΕΛΙΝΑ,0
1872,5860,ΕΒΕΛΙΝΕ,0
1873,5861,ΕΒΕΛΥΝ,0
1874,5862,ΕΒΕΛΥΝΑ,0
1875,1271,ΕΒΕΡΕΣΤ,1
1876,5863,ΕΒΙΛΟΝΑ,0
1877,1272,ΕΒΙΤΑ,1
1878,5864,ΕΒΙΤΑ,0
1879,5865,ΕΒΡΗΚΑ,0
1880,1273,ΕΒΡΙΚ,1
1881,5866,ΕΓΓΕΛΛΟΥΣΕ,0
1882,5867,ΕΓΙΣΑΜΠΕΤ,0
1883,1274,ΕΓΚΛΑΝΤΙΝ,1
1884,5868,ΕΓΚΛΑΝΤΙΝΑ,0
1885,5869,ΕΓΛΑΝΤΙΝΑ,0
1886,1275,ΕΔΙΟΝ,1
1887,5870,ΕΔΙΤΑ,0
1888,1276,ΕΔΜΟΝΔΟΣ,1
1889,1277,ΕΔΟΥΑΡΔ,1
1890,1278,ΕΔΟΥΑΡΔΟΣ,1
1891,1279,ΕΔΟΥΑΡΤ,1
1892,5871,ΕΔΤΖΟΛΑ,0
1893,5872,ΕΔΥΤΑ,0
1894,5874,ΕΕΥΘΥΜΙΑ,0
1895,5875,ΕΖΕΛΝΤΑ,0
1896,5876,ΕΖΜΕΡΑΛΝΤΑ,0
1897,5557,ΕΙ,0
1898,5877,ΕΙΛΙΚΡΙΝΕΙΑ,0
1899,5878,ΕΙΡΗΝΑ,0
1900,1285,ΕΙΡΗΝΗ,1
1901,5883,ΕΙΡΗΝΗΑΓΛΑΙΑ,0
1902,5884,ΕΙΡΗΝΗΑΝΑΣΤΑΣΙΑ,0
1903,5885,ΕΙΡΗΝΗΑΝΝΑ,0
1904,5880,ΕΙΡΗΝΗΓΕΩΡΓΙΑΑΝΝΑ,0
1905,5886,ΕΙΡΗΝΗΗΡΑ,0
1906,5887,ΕΙΡΗΝΗΘΕΟΔΩΡΑ,0
1907,5888,ΕΙΡΗΝΗΡΟΔΟΠΗ,0
1908,5889,ΕΙΡΗΝΗΣΩΤΗΡΙΑ,0
1909,5890,ΕΙΡΗΝΗΧΑΙΔΩ,0
1910,5891,ΕΙΡΗΝΗΧΡΥΣΟΒΑΛΑΝΤΗ,0
1911,5892,ΕΙΡΗΝΗΧΡΥΣΟΒΑΛΑΝΤΟΥ,0
1912,5931,ΕΙΡΗΝΟΥΛΑ,0
1913,1286,ΕΙΡΗΝΟΦΙΛΟΣ,1
1914,5932,ΕΙΣΟΔΙΑ,0
1915,5933,ΕΚΑ,0
1916,5935,ΕΚΑΤΕΡΙΝΑ,0
1917,5937,ΕΚΑΤΗ,0
1918,1287,ΕΚΟΥΡΑΝ,1
1919,1288,ΕΚΡΕΜ,1
1920,5938,ΕΚΡΙ,0
1921,1289,ΕΚΤΟΡ,1
1922,1290,ΕΚΤΟΡΑΣ,1
1923,1291,ΕΚΤΩΡ,1
1924,5939,ΕΛ,0
1925,1292,ΕΛ,1
1926,5940,ΕΛΑ,0
1927,5941,ΕΛΑΙΑ,0
1928,5942,ΕΛΑΙΝΤΑ,0
1929,5944,ΕΛΒΙΡΑΜΑΡΙΑ,0
1930,1294,ΕΛΒΙΣ,1
1931,1295,ΕΛΓΙΕΡ,1
1932,1296,ΕΛΓΚΟΥΤΖΑ,1
1933,6089,ΕΛΕ,0
1934,5947,ΕΛΕΑΝΑ,0
1935,5948,ΕΛΕΑΝΝΑ,0
1936,5949,ΕΛΕΚΤΡΑ,0
1937,5950,ΕΛΕΜΗ,0
1938,5951,ΕΛΕΝ,0
1939,1297,ΕΛΕΝΑ,1
1940,5953,ΕΛΕΝΑΥΟΡΔΑΝΟΒΑ,0
1941,5956,ΕΛΕΝΗΘΕΟΠΙΣΤΗ,0
1942,5957,ΕΛΕΝΗΚΥΡΙΑΚΗ,0
1943,5958,ΕΛΕΝΗΜΑΡΙΑ,0
1944,5959,ΕΛΕΝΗΜΑΡΙΑΜ,0
1945,5960,ΕΛΕΝΗΜΕΡΟΠΗ,0
1946,5961,ΕΛΕΝΗΜΠΑΣΙΜΑ,0
1947,5962,ΕΛΕΝΗΝΙΚΗ,0
1948,5963,ΕΛΕΝΗΠΑΡΑΣΚΕΥΗ,0
1949,5955,ΕΛΕΝΗΣΙΛΟΥΑΝΗ,0
1950,5964,ΕΛΕΝΗΣΟΦΙΑ,0
1951,5965,ΕΛΕΝΗΣΤΥΛΙΑΝΗ,0
1952,5966,ΕΛΕΝΗΤΡΙΑΝΤΑΦΥΛΛΙΑ,0
1953,6006,ΕΛΕΝΙ,0
1954,6007,ΕΛΕΝΙΔΑ,0
1955,1299,ΕΛΕΝΙΝΤ,1
1956,1300,ΕΛΕΝΙΤΣΑ,1
1957,6008,ΕΛΕΝΙΤΣΑ,0
1958,6009,ΕΛΕΝΚΑ,0
1959,1301,ΕΛΕΟΝ,1
1960,6010,ΕΛΕΟΝΑ,0
1961,6011,ΕΛΕΟΝΟΡΑ,0
1962,1302,ΕΛΕΟΝΩΡΑ,1
1963,6013,ΕΛΕΟΝΩΡΑΛΥΔΙΑ,0
1964,6016,ΕΛΕΟΥΣΑ,0
1965,6017,ΕΛΕΣΑΒΕΤ,0
1966,6018,ΕΛΕΤΤΡΑ,0
1967,1303,ΕΛΕΥΘΕΡΕΡΙΟΣ,1
1968,6019,ΕΛΕΥΘΕΡΙ,0
1969,1304,ΕΛΕΥΘΕΡΙ,1
1970,1305,ΕΛΕΥΘΕΡΙΑ,1
1971,6021,ΕΛΕΥΘΕΡΙΑΕΥΑΓΓ,0
1972,6022,ΕΛΕΥΘΕΡΙΑΝΕΚΤΑΡΙΑ,0
1973,6023,ΕΛΕΥΘΕΡΙΑΠΑΝΑΓΙΩΤΑ,0
1974,1306,ΕΛΕΥΘΕΡΙΟ,1
1975,6032,ΕΛΕΥΘΕΡΙΟΣ,0
1976,1308,ΕΛΕΥΘΕΡΙΟΣΣΠΥΡΙΔΩΝ,1
1977,6033,ΕΛΕΥΘΕΡΙΟΥ,0
1978,6034,ΕΛΕΩΝΟΡΑ,0
1979,6035,ΕΛΖΑ,0
1980,6036,ΕΛΖΒΙΕΤΑ,0
1981,6037,ΕΛΗΦ,0
1982,6038,ΕΛΙΑ,0
1983,6039,ΕΛΙΑΝΑ,0
1984,6040,ΕΛΙΑΝΕΕΛΙΣΑΜΠΕΤΜΑΡΙ,0
1985,6041,ΕΛΙΒΕΡΤΑ,0
1986,1309,ΕΛΙΕ,1
1987,6042,ΕΛΙΖΑ,0
1988,6043,ΕΛΙΖΑΒΕΤΑ,0
1989,6048,ΕΛΙΖΑΜΠΕΤΑ,0
1990,6049,ΕΛΙΖΕΤΑ,0
1991,1310,ΕΛΙΖΜΠΑΡ,1
1992,6050,ΕΛΙΝΑ,0
1993,6051,ΕΛΙΝΑΜΑΡΙΑ,0
1994,6052,ΕΛΙΝΤΑ,0
1995,1311,ΕΛΙΟΝ,1
1996,6053,ΕΛΙΟΝΑ,0
1997,1312,ΕΛΙΣ,1
1998,6054,ΕΛΙΣΑΒΒΕΤ,0
1999,1313,ΕΛΙΣΑΒΕΤ,1
2000,6064,ΕΛΙΣΑΒΕΤΑ,0
2001,6056,ΕΛΙΣΑΒΕΤΙΩΑΝΝΑ,0
2002,6057,ΕΛΙΣΑΒΕΤΧΑΡΙΣ,0
2003,6065,ΕΛΙΣΑΜΠΕΘ,0
2004,1314,ΕΛΙΣΕ,1
2005,1315,ΕΛΙΣΕΥΣ,1
2006,6066,ΕΛΙΣΟ,0
2007,6067,ΕΛΙΣΣΑΒΕ,0
2008,1316,ΕΛΙΣΣΑΒΕΤ,1
2009,6069,ΕΛΙΣΣΑΒΕΤΑΘΗΝΑ,0
2010,1317,ΕΛΙΣΣΑΙΟΣ,1
2011,6074,ΕΛΙΣΣΩ,0
2012,6075,ΕΛΙΣΩ,0
2013,6076,ΕΛΙΤΣΑ,0
2014,6077,ΕΛΙΦ,0
2015,6078,ΕΛΚΑ,0
2016,5853,ΕΛΚΕ,0
2017,6080,ΕΛΛΑ,0
2018,6081,ΕΛΛΑΔΑ,0
2019,1318,ΕΛΛΑΔΗΣ,1
2020,1319,ΕΛΛΑΔΙΟΣ,1
2021,6085,ΕΛΛΕΑΝΝΑ,0
2022,6086,ΕΛΛΕΝ,0
2023,1320,ΕΛΛΗ,1
2024,6094,ΕΛΛΗΝΙΔΑ,0
2025,6095,ΕΛΛΙΣΑΒΕΤ,0
2026,1321,ΕΛΛΙΣΑΒΕΤ,1
2027,6096,ΕΛΛΙΣΣΑΒΕΤ,0
2028,1322,ΕΛΜΑΖ,1
2029,6097,ΕΛΜΑΣ,0
2030,6098,ΕΛΜΙΡΑ,0
2031,6099,ΕΛΜΙΡΕ,0
2032,6100,ΕΛΝΤΑ,0
2033,1323,ΕΛΟΙ,1
2034,6101,ΕΛΟΝΑ,0
2035,1325,ΕΛΠΙΔΑ,1
2036,6103,ΕΛΠΙΔΑΑΘΑΝΑΣΙΑ,0
2037,6104,ΕΛΠΙΔΑΜΑΡΙΑ,0
2038,1326,ΕΛΠΙΔΙΟΣ,1
2039,1327,ΕΛΠΙΔΟΦΟΡΟΣ,1
2040,6105,ΕΛΠΙΔΩΡΑ,0
2041,1328,ΕΛΠΙΝΙΚΗ,1
2042,6106,ΕΛΠΙΝΙΚΗ,0
2043,1329,ΕΛΠΙΣ,1
2044,6107,ΕΛΠΙΣ,0
2045,6108,ΕΛΣΑ,0
2046,6109,ΕΛΣΑΒΕΤ,0
2047,1330,ΕΛΣΑΓΕΝΤ,1
2048,1331,ΕΛΣΑΓΙΕΝΤ,1
2049,6110,ΕΛΣΗ,0
2050,1332,ΕΛΣΙ,1
2051,1333,ΕΛΣΙΝΤ,1
2052,1334,ΕΛΣΟΝ,1
2053,1335,ΕΛΤΟΝ,1
2054,1336,ΕΛΥΘΕΡΙΟΣ,1
2055,6111,ΕΛΦΙΝΤΕ,0
2056,6112,ΕΛΦΡΙΝΤΕ,0
2057,6113,ΕΜΑ,0
2058,1337,ΕΜΑΝΟΗΛ,1
2059,1338,ΕΜΑΝΟΥΗΛ,1
2060,6114,ΕΜΕΛΝΤΑ,0
2061,6115,ΕΜΕΤΗ,0
2062,1342,ΕΜΖΑΡ,1
2063,1343,ΕΜΖΑΡΙ,1
2064,1344,ΕΜΙΓΚΕΝ,1
2065,1345,ΕΜΙΛ,1
2066,1346,ΕΜΙΛΓΙΑΝΟ,1
2067,6116,ΕΜΙΛΙΑ,0
2068,1347,ΕΜΙΛΙΑΝΟ,1
2069,6814,ΕΜΙΛΥ,0
2070,1348,ΕΜΙΝ,1
2071,6117,ΕΜΙΝΑ,0
2072,6118,ΕΜΙΝΕ,0
2073,1349,ΕΜΙΡΓΙΟΝ,1
2074,1350,ΕΜΙΡΙΑΝ,1
2075,6119,ΕΜΙΡΙΑΝΑ,0
2076,1351,ΕΜΙΡΤΖΑΝ,1
2077,6120,ΕΜΜΑ,0
2078,1352,ΕΜΜΑΛΟΥΗΛ,1
2079,1353,ΕΜΜΑΝΟΥΕΛ,1
2080,1354,ΕΜΜΑΝΟΥΗ,1
2081,6124,ΕΜΜΑΝΟΥΗΛ,0
2082,1356,ΕΜΜΑΝΟΥΗΛΑΛΕΞΙΟΣ,1
2083,6125,ΕΜΜΑΝΟΥΗΛΙ,0
2084,6126,ΕΜΜΑΝΟΥΗΛΙΑ,0
2085,1357,ΕΜΜΑΝΟΥΗΛΧΡΗΣΤΟΣ,1
2086,6127,ΕΜΜΕΛΙΑ,0
2087,1368,ΕΜΜΕΝΟΥΗΛ,1
2088,6128,ΕΜΜΜΑΝΟΥΗΛΙΑ,0
2089,6129,ΕΜΜΟΡΦΙΛΗ,0
2090,6130,ΕΜΝΟΣΤΙΑ,0
2091,6131,ΕΜΟΡΦΙΑ,0
2092,6132,ΕΜΟΡΦΙΛΗ,0
2093,6133,ΕΜΟΡΦΟΥΛΑ,0
2094,6134,ΕΜΟΡΦΥΛΗ,0
2095,6135,ΕΜΠΡΟΥ,0
2096,1369,ΕΜΡΑ,1
2097,1370,ΕΜΡΕ,1
2098,6136,ΕΜΡΟΥ,0
2099,1371,ΕΝΒΕΡ,1
2100,6137,ΕΝΒΕΡΙΕ,0
2101,6138,ΕΝΓΚΕΛΟΥΣΕ,0
2102,1372,ΕΝΔΡΕΑΣ,1
2103,1373,ΕΝΔΡΙ,1
2104,6139,ΕΝΕ,0
2105,1374,ΕΝΕΑ,1
2106,6140,ΕΝΕΓΙΑΝΤΑ,0
2107,6141,ΕΝΕΛΗ,0
2108,6142,ΕΝΕΝΗ,0
2109,1375,ΕΝΕΡΙΚ,1
2110,1376,ΕΝΕΣΤΙ,1
2111,6143,ΕΝΖΑ,0
2112,6144,ΕΝΖΕΛΙΝΑ,0
2113,6145,ΕΝΙ,0
2114,6146,ΕΝΙΝΤΑ,0
2115,1377,ΕΝΙΤ,1
2116,6147,ΕΝΚ,0
2117,6148,ΕΝΚΕΛΕΙΝΤΑ,0
2118,6149,ΕΝΚΕΛΕΝΤΑ,0
2119,6150,ΕΝΚΕΛΕΤΑ,0
2120,6151,ΕΝΚΕΛΝΤΑ,0
2121,6152,ΕΝΝΑΝΟΥΕΛΑ,0
2122,1378,ΕΝΝΑΝΟΥΗΛ,1
2123,1379,ΕΝΝΤΡΙ,1
2124,1380,ΕΝΡΙ,1
2125,1381,ΕΝΡΙΚ,1
2126,6153,ΕΝΡΙΚΕΤΑ,0
2127,6154,ΕΝΣΟΥΙΝΤΑ,0
2128,1386,ΕΝΤΓΚΟΡ,1
2129,6156,ΕΝΤΕΛΑ,0
2130,6157,ΕΝΤΖΗ,0
2131,6158,ΕΝΤΖΙ,0
2132,6159,ΕΝΤΗΓΕ,0
2133,1387,ΕΝΤΙ,1
2134,1388,ΕΝΤΙΓΚΕΛ,1
2135,6160,ΕΝΤΙΕ,0
2136,1389,ΕΝΤΙΚ,1
2137,1390,ΕΝΤΙΣΟΝ,1
2138,6161,ΕΝΤΙΤΑ,0
2139,6162,ΕΝΤΛΙΡΑ,0
2140,6163,ΕΝΤΜΙΡΑ,0
2141,1391,ΕΝΤΜΟΝ,1
2142,1392,ΕΝΤΜΟΝΤ,1
2143,1393,ΕΝΤΟΜΝΤ,1
2144,1394,ΕΝΤΟΝ,1
2145,1395,ΕΝΤΟΥΑΡΔΟΣ,1
2146,1396,ΕΝΤΟΥΑΡΝΤ,1
2147,1397,ΕΝΤΟΥΑΡΝΤΟ,1
