,index,Names,isMale
0,1,ΑΑΡΩΝ,1
1,3,ΑΒΑΓ,1
2,2,ΑΒΑΓΟΡΙ,1
3,4,ΑΒΑΙΣ,1
4,5,ΑΒΕΜΙΡ,1
5,6,ΑΒΕΡΚΙ,1
6,4562,ΑΒΕΡΣΑ,0
7,8,ΑΒΕΣΑΛΩΛ,1
8,9,ΑΒΕΣΑΛΩΜ,1
9,10,ΑΒΕΤ,1
10,4561,ΑΒΚΟΡ,0
11,11,ΑΒΝΙ,1
12,12,ΑΒΡ,1
13,4563,ΑΒΡΑΑΜ,0
14,14,ΑΒΡΑΑΜΘΩΜΑΣ,1
15,4564,ΑΒΡΟΒΑ,0
16,4565,ΑΒΡΟΚΟΜΗ,0
17,17,ΑΒΡΟΤΕΛΗ,1
18,18,ΑΒΤΑΝΔΙΛ,1
19,19,ΑΒΤΑΝΤΗΛ,1
20,20,ΑΒΤΑΝΤΙΛ,1
21,4566,ΑΓΑΒΝΗ,0
22,4567,ΑΓΑΘΑ,0
23,21,ΑΓΑΘΑΓΓΕΛΟ,1
24,22,ΑΓΑΘΑΓΓΕΛΟΣ,1
25,23,ΑΓΑΘΗ,1
26,4569,ΑΓΑΘΗΜΑΡΙΑ,0
27,24,ΑΓΑΘΟΚΛΕΙΑ,1
28,25,ΑΓΑΘΟΚΛΗΣ,1
29,4570,ΑΓΑΘΟΝΙΚΗ,0
30,26,ΑΓΑΘΟΣ,1
31,4571,ΑΓΑΘΟΥΛΑ,0
32,4572,ΑΓΑΘΩΛΕΙΑ,0
33,27,ΑΓΑΛΛΟΣ,1
34,28,ΑΓΑΜΕΜΝΩΝ,1
35,29,ΑΓΑΠΗ,1
36,4575,ΑΓΑΠΗΔΙΟΝΥΣΙΑ,0
37,4576,ΑΓΑΠΗΛΙΟΥΜΠΟΒ,0
38,4579,ΑΓΑΠΗΣ,0
39,4580,ΑΓΑΠΗΤΟΥΛΑ,0
40,4574,ΑΓΑΠΗΧΡΙΣΤΙΝΑ,0
41,4581,ΑΓΑΠΙΑ,0
42,31,ΑΓΑΠΙΟΣ,1
43,32,ΑΓΑΠΙΟΣΠΑΝΑΓΙΩΤΗΣ,1
44,4582,ΑΓΑΠΟΥΛΑ,0
45,4583,ΑΓΑΦΙΑ,0
46,4584,ΑΓΓΑΛΙΚΗ,0
47,33,ΑΓΓΕΛΑ,1
48,4585,ΑΓΓΕΛΑ,0
49,34,ΑΓΓΕΛΑΚΗ,1
50,35,ΑΓΓΕΛΑΚΗΣ,1
51,36,ΑΓΓΕΛΗΣ,1
52,4586,ΑΓΓΕΛΙΚΑ,0
53,37,ΑΓΓΕΛΙΚΗ,1
54,4588,ΑΓΓΕΛΙΚΗΣΟΦΙΑ,0
55,4589,ΑΓΓΕΛΙΚΗΧΡΙΣΤΙΝΑ,0
56,4600,ΑΓΓΕΛΙΚΙ,0
57,4601,ΑΓΓΕΛΙΝΑ,0
58,38,ΑΓΓΕΛΟ,1
59,39,ΑΓΓΕΛΟΠΑΝΑΓΗΣ,1
60,4602,ΑΓΓΕΛΟΣ,0
61,41,ΑΓΓΕΛΟΣΛΕΑΝΔΡΟΣ,1
62,42,ΑΓΓΕΛΟΣΜΙΧΑΗΛ,1
63,43,ΑΓΓΕΛΟΣΠΑΣΧΑΛΗΣ,1
64,4603,ΑΓΓΕΛΩ,0
65,4604,ΑΓΓΛΙΡΑ,0
66,48,ΑΓΕΨΙΜ,1
67,49,ΑΓΗΣ,1
68,50,ΑΓΗΣΙΛΑΟΣ,1
69,51,ΑΓΙΑΖ,1
70,52,ΑΓΙΟΠΟΥΛΟΣ,1
71,53,ΑΓΚΑΠΙΟΣ,1
72,54,ΑΓΚΙΜ,1
73,55,ΑΓΚΟ,1
74,56,ΑΓΚΟΠ,1
75,57,ΑΓΚΟΣΤΙΝ,1
76,4607,ΑΓΚΟΥΝΙΚ,0
77,58,ΑΓΚΡΟΝ,1
78,59,ΑΓΛΑΙΑ,1
79,60,ΑΓΝΗ,1
80,4612,ΑΓΝΗΣΑΒΒΟΥΛΑ,0
81,4613,ΑΓΝΟΘΕΑ,0
82,4614,ΑΓΝΟΥΛΑ,0
83,4615,ΑΓΟΡΑ,0
84,4616,ΑΓΟΡΑΣΤΗ,0
85,61,ΑΓΟΡΑΣΤΟΣ,1
86,4617,ΑΓΟΡΑΣΤΟΥΛ,0
87,62,ΑΓΟΡΗ,1
88,4621,ΑΓΟΡΙΤΣΑ,0
89,4622,ΑΓΟΡΟΥ,0
90,4623,ΑΓΟΡΟΥΛΑ,0
91,4624,ΑΓΟΡΩ,0
92,4625,ΑΓΟΥΝΙΚ,0
93,4627,ΑΓΡΑΦΙΝΑ,0
94,66,ΑΓΡΟΝ,1
95,4628,ΑΔΑΜΑΝΙΤΑ,0
96,4629,ΑΔΑΜΑΝΤΙ,0
97,70,ΑΔΑΜΑΝΤΙ,1
98,4630,ΑΔΑΜΑΝΤΙΑ,0
99,71,ΑΔΑΜΑΝΤΙΑ,1
100,4631,ΑΔΑΜΑΝΤΙΑΠΗΝΕΛΟΠΗ,0
101,4632,ΑΔΑΜΑΝΤΙΝΗΕΛΙΣΑΒΕΤ,0
102,75,ΑΔΑΜΟΣ,1
103,4633,ΑΔΕΛΑ,0
104,4634,ΑΔΕΛΑΙΔΑ,0
105,5946,ΑΔΕΛΛΑ,0
106,76,ΑΔΕΜ,1
107,77,ΑΔΜΙΡ,1
108,4635,ΑΔΝΡΟΜΑΧΗ,0
109,4636,ΑΔΡΙΑΝΑ,0
110,4637,ΑΔΡΙΑΝΗ,0
111,4638,ΑΔΡΙΑΝΝΑ,0
112,78,ΑΔΡΙΑΝΟΣ,1
113,80,ΑΔΡΙΑΤΙΚ,1
114,4639,ΑΔΡΟΝΙΚΗ,0
115,81,ΑΔΩΝΗΣ,1
116,82,ΑΔΩΝΙΣ,1
117,4640,ΑΕΛΕΥΘΕΡΙΑ,0
118,4641,ΑΕΛΙΤΑ,0
119,83,ΑΕΞΑΝΔΡΟΣ,1
120,4642,ΑΕΡΙΤΑ,0
121,84,ΑΖΑΡ,1
122,88,ΑΖΑΤ,1
123,89,ΑΖΗΜ,1
124,90,ΑΖΙΖ,1
125,4643,ΑΖΙΖΕ,0
126,4644,ΑΖΙΜΕ,0
127,91,ΑΖΙΣ,1
128,4645,ΑΖΝΙΒ,0
129,4646,ΑΖΝΙΦ,0
130,92,ΑΖΟΖ,1
131,4647,ΑΖΡΑ,0
132,4648,ΑΗΔΟΝΑ,0
133,4649,ΑΗΔΟΝΗ,0
134,93,ΑΗΔΟΝΗΣ,1
135,4650,ΑΗΔΟΝΙΤΣΑ,0
136,94,ΑΘΑ,1
137,95,ΑΘΑΝΑΣ,1
138,96,ΑΘΑΝΑΣΙΑ,1
139,4652,ΑΘΑΝΑΣΙΑΜΑΡΙΑ,0
140,4653,ΑΘΑΝΑΣΙΑΜΙΚΕΛΑ,0
141,4654,ΑΘΑΝΑΣΙΑΝΙΚΗ,0
142,4655,ΑΘΑΝΑΣΙΑΤΕΡΕΖΑ,0
143,4656,ΑΘΑΝΑΣΙΑΧΡΙΣΤΟΦΟΡΙΑ,0
144,97,ΑΘΑΝΑΣΙΟ,1
145,4661,ΑΘΑΝΑΣΙΟ,0
146,4662,ΑΘΑΝΑΣΙΟΣ,0
147,100,ΑΘΑΝΑΣΙΟΣΑΓΓΕΛΟΣ,1
148,101,ΑΘΑΝΑΣΙΟΣΓΕΩΡΓΙΟΣ,1
149,102,ΑΘΑΝΑΣΙΟΣΔΙΟΝΥΣΙΟΣ,1
150,103,ΑΘΑΝΑΣΙΟΣΕΛΕΥΘΕΡΙΟΣ,1
151,99,ΑΘΑΝΑΣΙΟΣΗΛΙΑΣ,1
152,104,ΑΘΑΝΑΣΙΟΣΚΛΕΟΒΟΥΛΟΣ,1
153,105,ΑΘΑΝΑΣΙΟΣΜΑΡΙΟΣ,1
154,106,ΑΘΑΝΑΣΙΟΣΝΙΚΟΛΑΟΣ,1
155,107,ΑΘΑΝΑΣΙΟΣΧΡΗΣΤΟΣ,1
156,4663,ΑΘΑΝΑΣΟΥΛΑ,0
157,120,ΑΘΑΝΣΙΟΣ,1
158,121,ΑΘΗΝΑ,1
159,4665,ΑΘΗΝΑΑΝΘΗ,0
160,4666,ΑΘΗΝΑΒΑΣΙΛΙΚΗ,0
161,122,ΑΘΗΝΑΓΟΡΑΣ,1
162,123,ΑΘΗΝΑΙΟΣ,1
163,4678,ΑΘΗΝΑΙΣ,0
164,4667,ΑΘΗΝΑΜΑΡΙΑ,0
165,124,ΑΘΗΝΟΓΕΝΗΣ,1
166,125,ΑΘΗΝΟΔΩΡΟΣ,1
167,4679,ΑΘΗΝΟΥΛΑ,0
168,4680,ΑΘΗΝΟΥΛΛΑ,0
169,126,ΑΘΙΑΝΟΣ,1
170,127,ΑΘΝΑΣΙΟΣ,1
171,4681,ΑΙΑΚΑΤΕΡΙΝΗ,0
172,4682,ΑΙΑΚΤΕΡΙΝΗ,0
173,4683,ΑΙΑΝΔΗ,0
174,128,ΑΙΑΣ,1
175,130,ΑΙΒΑΝ,1
176,131,ΑΙΓΚΟΥΣ,1
177,132,ΑΙΓΛΗ,1
178,4684,ΑΙΔΗΝ,0
179,4685,ΑΙΔΟΝΗ,0
180,4686,ΑΙΙΚΑΤΕΡΙΝΗ,0
181,133,ΑΙΚ,1
182,134,ΑΙΚΑΖ,1
183,4687,ΑΙΚΑΝΟΥΣ,0
184,4689,ΑΙΚΑΤΕΡ,0
185,135,ΑΙΚΑΤΕΡΙ,1
186,4691,ΑΙΚΑΤΕΡΙΝ,0
187,4693,ΑΙΚΑΤΕΡΙΝΑΟΥΡΑΝΙΑ,0
188,4701,ΑΙΚΑΤΕΡΙΝΗΑΛΕΞΑΝΔΡΑ,0
189,4702,ΑΙΚΑΤΕΡΙΝΗΑΝΝΑ,0
190,4703,ΑΙΚΑΤΕΡΙΝΗΕΛΕΝΗ,0
191,4704,ΑΙΚΑΤΕΡΙΝΗΚΑΣΣΙΑΝΗ,0
192,4705,ΑΙΚΑΤΕΡΙΝΗΜΑΡΙΑΝΘΗ,0
193,4706,ΑΙΚΑΤΕΡΙΝΗΡΑΦΑΗΛΙΑ,0
194,4727,ΑΙΚΑΤΕΡΝΗ,0
195,4728,ΑΙΚΑΤΡΙΝΗ,0
196,141,ΑΙΚΟΥΣ,1
197,142,ΑΙΜΑΝ,1
198,4729,ΑΙΜΗΛΙΑ,0
199,143,ΑΙΜΗΛΙΟΣ,1
200,4730,ΑΙΜΙΛΙ,0
201,4731,ΑΙΜΙΛΙΑ,0
202,144,ΑΙΜΙΛΙΑΝ,1
203,145,ΑΙΜΙΛΙΑΝΟΣ,1
204,4732,ΑΙΜΙΛΙΙΑ,0
205,146,ΑΙΜΙΛΙΟ,1
206,4733,ΑΙΝΤΑ,0
207,150,ΑΙΝΤΕΝ,1
208,151,ΑΙΝΤΙΝ,1
209,152,ΑΙΝΤΟΒΑΝ,1
210,153,ΑΙΡΓΙΕ,1
211,154,ΑΙΡΙΝΤΙΝ,1
212,4734,ΑΙΣΕ,0
213,155,ΑΙΣΕ,1
214,4735,ΑΙΣΕΓΚΙΟΥΛ,0
215,4736,ΑΙΣΕΛ,0
216,4737,ΑΙΣΕΛΑΝΑΣΤΑΣΙΑ,0
217,4738,ΑΙΣΣΕ,0
218,156,ΑΙΣΧΙΛΟΣ,1
219,4739,ΑΙΤΕΝ,0
220,157,ΑΙΤΙΝ,1
221,158,ΑΚΑ,1
222,4740,ΑΚΑΛΙΝΑ,0
223,159,ΑΚΑΝ,1
224,4741,ΑΚΑΤΕΡΙΝΗ,0
225,160,ΑΚΗΣ,1
226,161,ΑΚΙΝΔΥΝΟΣ,1
227,162,ΑΚΛΙΒΙΑΔΗΣ,1
228,168,ΑΚΟΜΠ,1
229,169,ΑΚΟΠ,1
230,170,ΑΚΟΥΙΦ,1
231,171,ΑΚΡΑΜ,1
232,4745,ΑΚΡΙΒΗ,0
233,172,ΑΚΡΙΒΟΣ,1
234,4746,ΑΚΡΙΒΟΥΛΑ,0
235,4747,ΑΚΡΙΒΩ,0
236,173,ΑΚΡΙΤΑΣ,1
237,4748,ΑΚΤΗ,0
238,174,ΑΚΤΙΣ,1
239,4749,ΑΚΤΟΥΛΑ,0
240,175,ΑΚΥΛΑΣ,1
241,4750,ΑΚΥΛΙΝΑ,0
242,176,ΑΚΥΛΛΑΣ,1
243,177,ΑΚΧΤΑΡ,1
244,179,ΑΛΑΑ,1
245,4751,ΑΛΑΞΑΝΔΡΑ,0
246,180,ΑΛΑΞΑΝΔΡΟΣ,1
247,4752,ΑΛΒΑΡΝΤ,0
248,4753,ΑΛΒΕΝΑ,0
249,181,ΑΛΒΕΡΤΟΣ,1
250,182,ΑΛΒΙ,1
251,183,ΑΛΒΙΝΑ,1
252,4754,ΑΛΒΙΝΑ,0
253,4755,ΑΛΒΙΡΑ,0
254,184,ΑΛΓΕΝΤ,1
255,4756,ΑΛΓΚΡΕΤΑ,0
256,4757,ΑΛΕΑ,0
257,4758,ΑΛΕΒΤΙΝΑ,0
258,4759,ΑΛΕΙΝΑ,0
259,4760,ΑΛΕΚΑ,0
260,185,ΑΛΕΚΟ,1
261,186,ΑΛΕΚΟΣ,1
262,187,ΑΛΕΚΣΑΝ,1
263,188,ΑΛΕΚΣΑΝΔΕΡ,1
264,189,ΑΛΕΚΣΙ,1
265,190,ΑΛΕΛΕΞΑΝΔΡΟΣ,1
266,191,ΑΛΕΞ,1
267,4761,ΑΛΕΞΑΑΝΔΡΑ,0
268,192,ΑΛΕΞΑΝ,1
269,4762,ΑΛΕΞΑΝ,0
270,193,ΑΛΕΞΑΝΔΕΡ,1
271,194,ΑΛΕΞΑΝΔΡ,1
272,195,ΑΛΕΞΑΝΔΡΑ,1
273,4764,ΑΛΕΞΑΝΔΡΑΑΝΝΑ,0
274,4765,ΑΛΕΞΑΝΔΡΑΜΑΡΙΑ,0
275,196,ΑΛΕΞΑΝΔΡΕ,1
276,4776,ΑΛΕΞΑΝΔΡΟΣ,0
277,199,ΑΛΕΞΑΝΔΡΟΣΑΘΑΝΑΣΙΟΣ,1
278,200,ΑΛΕΞΑΝΔΡΟΣΑΝΑΣΤΑΣΙΟ,1
279,201,ΑΛΕΞΑΝΔΡΟΣΘΕΟΔΩΡΟΣ,1
280,202,ΑΛΕΞΑΝΔΡΟΣΘΕΟΦΙΛΟΣ,1
281,203,ΑΛΕΞΑΝΔΡΟΣΙΩΑΝΝΗΣ,1
282,204,ΑΛΕΞΑΝΔΡΟΣΙΩΣΗΦ,1
283,205,ΑΛΕΞΑΝΔΡΟΣΚΩΝΣΤΑΝΤΙΝΟΣ,1
284,206,ΑΛΕΞΑΝΔΡΟΣΜΑΡΙΝΟΣ,1
285,207,ΑΛΕΞΑΝΔΡΟΣΠΑΝΑΓΙΩΤΗΣ,1
286,4777,ΑΛΕΞΑΝΡΑ,0
287,239,ΑΛΕΞΑΝΡΟΣ,1
288,240,ΑΛΕΞΑΝΤΑΡ,1
289,241,ΑΛΕΞΑΝΤΕΡ,1
290,242,ΑΛΕΞΑΝΤΡ,1
291,4778,ΑΛΕΞΑΝΤΡΑ,0
292,243,ΑΛΕΞΑΝΤΡΟΣ,1
293,244,ΑΛΕΞΑΝΤΡΟΥ,1
294,245,ΑΛΕΞΕΙ,1
295,246,ΑΛΕΞΗ,1
296,247,ΑΛΕΞΗΣ,1
297,4779,ΑΛΕΞΙ,0
298,248,ΑΛΕΞΙΑ,1
299,4780,ΑΛΕΞΙΑ,0
300,250,ΑΛΕΞΙΟΣΓΕΩΡΓΙΟΣ,1
301,251,ΑΛΕΞΙΟΣΛΑΖΑΡΟΣ,1
302,252,ΑΛΕΞΙΟΣΜΑΡΚΟΣ,1
303,4781,ΑΛΕΞΟΥΛΑ,0
304,4782,ΑΛΕΞΩ,0
305,255,ΑΛΕΣΙΟ,1
306,4783,ΑΛΕΤΑ,0
307,4784,ΑΛΕΦ,0
308,4785,ΑΛΕΦΤΙΝΑ,0
309,256,ΑΛΗ,1
310,257,ΑΛΗΟΣΜΑΝ,1
311,258,ΑΛΗΣ,1
312,4786,ΑΛΙΕ,0
313,260,ΑΛΙΚΗ,1
314,4788,ΑΛΙΚΗΕΙΡΗΝΗ,0
315,261,ΑΛΙΜΑΝ,1
316,4795,ΑΛΙΝΑ,0
317,4796,ΑΛΙΝΕ,0
318,4798,ΑΛΙΝΤΑ,0
319,4799,ΑΛΙΟΝΑ,0
320,4800,ΑΛΙΟΥΜΠΙΝΑ,0
321,4801,ΑΛΙΣ,0
322,4803,ΑΛΙΣΑ,0
323,4804,ΑΛΙΣΙΑ,0
324,4805,ΑΛΙΤΣΕ,0
325,262,ΑΛΚΕΤ,1
326,4806,ΑΛΚΕΤΑ,0
327,263,ΑΛΚΕΤΑΣ,1
328,4807,ΑΛΚΗΣΤΗ,0
329,4808,ΑΛΚΗΣΤΙΣ,0
330,267,ΑΛΚΙ,1
331,268,ΑΛΚΙΒΙΑΔ,1
332,269,ΑΛΚΙΒΙΑΔΗΣ,1
333,4809,ΑΛΚΙΘΕΑ,0
334,4810,ΑΛΚΙΝΟΗ,0
335,270,ΑΛΚΙΝΟΟΣ,1
336,4811,ΑΛΚΙΝΤΑ,0
337,4812,ΑΛΚΙΟΝΗ,0
338,4813,ΑΛΚΙΣΤΗ,0
339,4814,ΑΛΚΙΣΤΗΣΜΕΛΠΟΜΕΝΗ,0
340,271,ΑΛΚΜΗΝΗ,1
341,4815,ΑΛΚΜΗΝΗ,0
342,4816,ΑΛΚΜΙΝΗ,0
343,4817,ΑΛΚΥΝΟΗ,0
344,4818,ΑΛΚΥΟΝΗ,0
345,272,ΑΛΚΥΩΝ,1
346,4819,ΑΛΚΥΩΝΗ,0
347,4820,ΑΛΛΑ,0
348,273,ΑΛΛΕΛΙΚΗ,1
349,274,ΑΛΛΕΞΑΝΔΡΟΣ,1
350,275,ΑΛΜΑ,1
351,4822,ΑΛΜΑΜΕΝΑ,0
352,276,ΑΛΜΗΡ,1
353,4823,ΑΛΜΙΡΑ,0
354,2405,ΑΛΜΠ,1
355,277,ΑΛΜΠΑΝ,1
356,4824,ΑΛΜΠΑΝΑ,0
357,278,ΑΛΜΠΕΡ,1
358,279,ΑΛΜΠΕΡΤ,1
359,280,ΑΛΜΠΙ,1
360,4825,ΑΛΜΠΙΝΑ,0
361,4826,ΑΛΝΤΑ,0
362,291,ΑΛΝΤΕΙΝ,1
363,281,ΑΛΝΤΙ,1
364,4827,ΑΛΝΤΙΟΝΑ,0
365,282,ΑΛΝΤΟ,1
366,4828,ΑΛΟΥΕΤΑ,0
367,178,ΑΛΤΖΑΜΑΛ,1
368,283,ΑΛΤΙΝ,1
369,4829,ΑΛΤΙΝΑ,0
370,284,ΑΛΤΙΝΑ,1
371,4830,ΑΛΦΙΡΑ,0
372,2042,ΑΛΦΡ,1
373,285,ΑΛΦΡΕΝΤ,1
374,286,ΑΛΧΑΣΣΑΝΕ,1
375,4831,ΑΜΑΛ,0
376,287,ΑΜΑΛΙΑ,1
377,4833,ΑΜΑΛΙΑΑΝΝΑ,0
378,4834,ΑΜΑΛΙΑΓΕΩΡΓΙΑ,0
379,4835,ΑΜΑΛΙΑΜΑΡΓΑΡΙΤΑ,0
380,288,ΑΜΑΝΑΤΙΟΣ,1
381,290,ΑΜΑΝΤ,1
382,289,ΑΜΑΝΤΑΛΝΤΕΙΝ,1
383,2320,ΑΜΑΝΤΟΥ,1
384,4842,ΑΜΑΡΙΛΝΤΑ,0
385,292,ΑΜΑΡΙΛΝΤΟ,1
386,4843,ΑΜΑΡΥΛΙΣ,0
387,4844,ΑΜΑΡΥΛΛΙΣ,0
388,4846,ΑΜΑΣΤΑΣΙΑ,0
389,4847,ΑΜΕΛΑ,0
390,4848,ΑΜΕΛΙΑ,0
391,4849,ΑΜΕΝΤΑ,0
392,4850,ΑΜΕΡΙΣΟΥΔΑ,0
393,296,ΑΜΕΤ,1
394,297,ΑΜΕΤΡΙΤΒΑΝ,1
395,298,ΑΜΙΝ,1
396,4851,ΑΜΙΝΑ,0
397,4852,ΑΜΙΡΑ,0
398,299,ΑΜΙΡΑΝ,1
399,300,ΑΜΜΑΡ,1
400,301,ΑΜΝΤΑΛΑ,1
401,303,ΑΜΠΑΖ,1
402,304,ΑΜΠΑΡΤΣΟΥΜ,1
403,4853,ΑΜΠΕ,0
404,309,ΑΜΠΕΣΙ,1
405,310,ΑΜΠΙΤΗΝ,1
406,311,ΑΜΠΝΤΑΛΛΑ,1
407,312,ΑΜΠΝΤΕΛΡΑΧΜΑΝ,1
408,313,ΑΜΠΝΤΟΥΛ,1
409,307,ΑΜΠΝΤΟΥΛΑΜΕΡ,1
410,315,ΑΜΠΝΤΟΥΛΑΧ,1
411,314,ΑΜΠΝΤΟΥΛΚΑΝΤΙΡ,1
412,316,ΑΜΠΟΥΜΠΑΚΕΡ,1
413,317,ΑΜΠΡΑΜ,1
414,318,ΑΜΠΡΑΡ,1
415,319,ΑΜΠΤΑΛΑ,1
416,4854,ΑΜΥΓΔΑΛΗ,0
417,4855,ΑΜΥΓΔΑΛΙΑ,0
418,320,ΑΜΥΓΔΑΛΙΑ,1
419,4856,ΑΜΥΓΔΑΛΙΤΣΑ,0
420,321,ΑΜΥΝΤΑΣ,1
421,4857,ΑΜΥΡΣΑ,0
422,322,ΑΜΦΙΘΕΑ,1
423,4858,ΑΜΦΙΘΕΑ,0
424,4859,ΑΜΦΙΛΟΧΙΑ,0
425,323,ΑΜΦΙΛΟΧΙΟΣ,1
426,324,ΑΜΦΙΛΟΧΟΣ,1
427,4860,ΑΜΦΙΣΑ,0
428,4861,ΑΜΦΙΤΡΙΤΗ,0
429,4862,ΑΜΦΡΙΤΡΙΤΗ,0
430,2907,ΑΝ,1
431,4864,ΑΝΑΑΝΙ,0
432,325,ΑΝΑΓΝΩΣΤΗΣ,1
433,4867,ΑΝΑΓΝΩΣΤΟΥΛΑ,0
434,326,ΑΝΑΔΟΧΟΣ,1
435,4868,ΑΝΑΙΔΑ,0
436,4869,ΑΝΑΙΝΤΑ,0
437,327,ΑΝΑΙΤ,1
438,4870,ΑΝΑΙΤ,0
439,328,ΑΝΑΚΡΕΩΝ,1
440,4871,ΑΝΑΜΠΕΛΑ,0
441,329,ΑΝΑΝΙΑΑ,1
442,330,ΑΝΑΝΙΑΣ,1
443,331,ΑΝΑΝΙΑΣΑΛΕΞΑΝΔΡΟΣ,1
444,6347,ΑΝΑΡΓΥΡΙΑ,0
445,333,ΑΝΑΣΑΤΑΣΙΟΣ,1
446,6812,ΑΝΑΣΤ,0
447,334,ΑΝΑΣΤ,1
448,335,ΑΝΑΣΤΑ,1
449,4872,ΑΝΑΣΤΑ,0
450,336,ΑΝΑΣΤΑΑΣΙΟ,1
451,4873,ΑΝΑΣΤΑΣ,0
452,337,ΑΝΑΣΤΑΣΗΣ,1
453,4874,ΑΝΑΣΤΑΣΙ,0
454,338,ΑΝΑΣΤΑΣΙ,1
455,339,ΑΝΑΣΤΑΣΙΑ,1
456,4876,ΑΝΑΣΤΑΣΙΑΑΝΔΡΙΑΝΑ,0
457,4877,ΑΝΑΣΤΑΣΙΑΑΝΤΙΓΟΝΗ,0
458,4878,ΑΝΑΣΤΑΣΙΑΒΑΓΙΑ,0
459,4879,ΑΝΑΣΤΑΣΙΑΜΑΡΙΑ,0
460,4880,ΑΝΑΣΤΑΣΙΑΜΑΡΚΕΛΑ,0
461,4881,ΑΝΑΣΤΑΣΙΑΠΑΝΑΓΙΩΤΑ,0
462,4912,ΑΝΑΣΤΑΣΙΑΣ,0
463,4882,ΑΝΑΣΤΑΣΙΑΧΡΙΣΤΙΝΑ,0
464,4883,ΑΝΑΣΤΑΣΙΑΧΡΥΣΟΥΛΑ,0
465,340,ΑΝΑΣΤΑΣΙΟ,1
466,341,ΑΝΑΣΤΑΣΙΟΙΣ,1
467,343,ΑΝΑΣΤΑΣΙΟΣΑΛΕΞΑΝΔΡΟΣ,1
468,344,ΑΝΑΣΤΑΣΙΟΣΘΕΟΦΙΛΟΣ,1
469,345,ΑΝΑΣΤΑΣΙΟΣΠΑΝΑΓΙΩΤΗΣ,1
470,346,ΑΝΑΣΤΑΣΙΟΣΧΡΙΣΤΟ,1
471,4914,ΑΝΑΣΤΑΣΤΑΣΙΑ,0
472,357,ΑΝΑΣΤΑΣΤΑΣΙΟΣ,1
473,358,ΑΝΑΣΤΑΣΤΙΟΣ,1
474,4915,ΑΝΑΣΤΗ,0
475,4916,ΑΝΑΣΤΣΤΑΣΙΑ,0
476,4917,ΑΝΑΣΥΑΣΙΑ,0
477,4918,ΑΝΑΤΟΛ,0
478,359,ΑΝΑΤΟΛΗ,1
479,360,ΑΝΑΤΟΛΗΣ,1
480,361,ΑΝΑΤΟΛΙ,1
481,362,ΑΝΑΤΟΛΙΟΣ,1
482,363,ΑΝΑΤΟΛΥ,1
483,4920,ΑΝΑΧΙΤ,0
484,364,ΑΝΒΑΡ,1
485,4921,ΑΝΓΕΛΑ,0
486,4922,ΑΝΓΖΕΛΑ,0
487,365,ΑΝΓΚΕΛ,1
488,366,ΑΝΓΚΕΛΟ,1
489,4923,ΑΝΓΚΙΕ,0
490,4924,ΑΝΔΟΝΕΤΑ,0
491,367,ΑΝΔΡΑΣ,1
492,368,ΑΝΔΡΕΑ,1
493,4928,ΑΝΔΡΕΑΝΗ,0
494,370,ΑΝΔΡΕΑΣΓΕΩΡΓΙΟΣ,1
495,371,ΑΝΔΡΕΑΣΜΑΡΙΟΣ,1
496,372,ΑΝΔΡΕΑΣΠΑΝΑΓΙΩΤΗΣ,1
497,373,ΑΝΔΡΕΑΣΣΤΑΥΡΟΣ,1
498,374,ΑΝΔΡΕΑΣΧΕΛΜΟΥΤ,1
499,4929,ΑΝΔΡΕΟΥΛΛΑ,0
500,4930,ΑΝΔΡΙΑ,0
501,4943,ΑΝΔΡΙΑΝΝΑ,0
502,385,ΑΝΔΡΙΑΝΟΣ,1
503,4944,ΑΝΔΡΙΑΝΟΥΛΑ,0
504,384,ΑΝΔΡΙΑΝΦΡΑΝΤΖΙΣΚ,1
505,386,ΑΝΔΡΙΚΟΣ,1
506,387,ΑΝΔΡΙΥ,1
507,388,ΑΝΔΡΟΓΙΑΝΝΗΣ,1
508,389,ΑΝΔΡΟΚΛΗΣ,1
509,390,ΑΝΔΡΟΜΑΧΗ,1
510,4946,ΑΝΔΡΟΜΑΧΗΚΥΡΑΝ,0
511,4947,ΑΝΔΡΟΜΑΧΗΠΑΝΑΓΙΩΤΑ,0
512,391,ΑΝΔΡΟΝΙΚ,1
513,392,ΑΝΔΡΟΝΙΚΗ,1
514,4951,ΑΝΔΡΟΝΙΚΗΜΑΡΙΑ,0
515,4954,ΑΝΔΡΟΥΛΑ,0
516,4955,ΑΝΔΡΟΥΛΛΑ,0
517,4956,ΑΝΕΖΑ,0
518,4957,ΑΝΕΛΙΑ,0
519,4958,ΑΝΕΣΙΑ,0
520,396,ΑΝΕΣΤΗ,1
521,398,ΑΝΕΣΤΗΣΧΡΗΣΤΟΣ,1
522,4959,ΑΝΕΤΑ,0
523,4960,ΑΝΕΤΤΑ,0
524,4961,ΑΝΕΤΩ,0
525,4962,ΑΝΖΕΖΑ,0
526,4963,ΑΝΖΕΛΑ,0
527,4964,ΑΝΖΕΛΙΑ,0
528,4965,ΑΝΖΕΛΙΚΑ,0
529,399,ΑΝΖΙΚ,1
530,4966,ΑΝΗΚΑ,0
531,4967,ΑΝΗΦΕ,0
532,4968,ΑΝΘΕΟΠΗ,0
533,4970,ΑΝΘΗΑΓΓΕΛΙΚΗ,0
534,400,ΑΝΘΗΜΟΣ,1
535,401,ΑΝΘΙΑ,1
