,Names,isMale
1275,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1269,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1268,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1267,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1266,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1265,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1264,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1263,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1271,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1270,ΚΩΝΣΤΑΝΤΙΝΟΣ,1
1279,ΚΩΣΤΑΣ,1
1281,ΛΑΖΑΡΟΣ,1
1280,ΛΑΖΑΡΟΣ,0
1282,ΛΑΜΠΡΙΝΗ,0
1283,ΛΑΜΠΡΙΝΗ,0
1284,ΛΑΜΠΡΟΣ,1
1285,ΛΑΟΥΡΑ,0
1286,ΛΑΡΙΣΑ,0
1288,ΛΕΑΝΔΡΟΣ,1
1287,ΛΕΑΝΔΡΟΣ,0
1289,ΛΕΜΟΝΙΑ,0
1290,ΛΕΝΑ,0
1291,ΛΕΥΚΗ,0
1292,ΛΕΥΚΟΘΕΑ,0
1293,ΛΕΩΝΙΔΑΣ,1
1294,ΛΙΛΙ,0
1295,ΛΙΛΙΑ,0
1297,ΛΙΛΙΑΝΑ,0
1296,ΛΙΛΙΑΝΑ,0
1298,ΛΙΟΥΜΠΟΒ,0
1299,ΛΙΡΙΚΑ,0
1300,ΛΟΥΙΖΑ,0
1301,ΛΟΥΙΣ,1
1302,ΛΟΥΙΤΖΙ,0
1305,ΛΟΥΚΑΣ,0
1304,ΛΟΥΚΑΣ,1
1303,ΛΟΥΚΑΣ,1
1306,ΛΟΥΚΙΑ,0
1307,ΛΟΥΚΙΑ,0
1308,ΛΟΥΛΕΖΙΜ,0
1309,ΛΟΥΛΟΥΔΑ,0
1310,ΛΟΥΣΙΑ,0
1311,ΛΟΥΣΙΝΕ,0
1312,ΛΥΓΕΡΗ,0
1313,ΛΥΔΙΑ,0
1315,ΛΥΔΙΑ,0
1314,ΛΥΔΙΑ,0
1316,ΛΥΔΙΑ,0
1317,ΛΥΔΙΑ,0
1318,ΜΑΓΔΑ,0
1319,ΜΑΓΔΑΛΕΝΑ,0
1320,ΜΑΓΔΑΛΗΝΗ,0
1321,ΜΑΓΔΑΛΗΝΗ,0
1322,ΜΑΓΔΑΛΗΝΗ,0
1323,ΜΑΓΔΑΛΗΝΗ,0
1324,ΜΑΓΔΑΛΗΝΗ,0
1325,ΜΑΓΔΑΛΗΝΗ,0
1326,ΜΑΓΔΑΛΗΝΗ,0
1327,ΜΑΓΔΑΛΙΝΗ,0
1328,ΜΑΓΚΝΤΑΛΕΝΑ,0
1330,ΜΑΙΡΗ,0
1331,ΜΑΙΡΗ,0
1329,ΜΑΙΡΗ,0
1332,ΜΑΚΑΡΙΟΣ,1
1333,ΜΑΚΡΙΝΑ,0
1334,ΜΑΚΡΙΝΑ,0
1335,ΜΑΛΑΜΑΣ,1
1336,ΜΑΛΑΜΑΤΕΝΙΑ,0
1338,ΜΑΛΑΜΑΤΗ,0
1339,ΜΑΛΑΜΑΤΗ,0
1337,ΜΑΛΑΜΑΤΗ,0
1340,ΜΑΛΒΙΝΑ,0
1341,ΜΑΛΙΝΤΑ,0
1342,ΜΑΡΓΑΡΙΤ,0
1347,ΜΑΡΓΑΡΙΤΑ,0
1346,ΜΑΡΓΑΡΙΤΑ,0
1344,ΜΑΡΓΑΡΙΤΑ,0
1343,ΜΑΡΓΑΡΙΤΑ,0
1345,ΜΑΡΓΑΡΙΤΑ,0
1348,ΜΑΡΓΑΡΙΤΗΣ,1
1350,ΜΑΡΘΑ,0
1349,ΜΑΡΘΑ,0
1352,ΜΑΡΙ,0
1351,ΜΑΡΙ,0
1472,ΜΑΡΙΑ,0
1473,ΜΑΡΙΑ,0
1474,ΜΑΡΙΑ,0
1475,ΜΑΡΙΑ,0
1476,ΜΑΡΙΑ,0
1477,ΜΑΡΙΑ,0
1413,ΜΑΡΙΑ,0
1471,ΜΑΡΙΑ,0
1470,ΜΑΡΙΑ,0
1469,ΜΑΡΙΑ,0
1468,ΜΑΡΙΑ,0
1467,ΜΑΡΙΑ,0
1466,ΜΑΡΙΑ,0
1478,ΜΑΡΙΑ,0
1479,ΜΑΡΙΑ,0
1421,ΜΑΡΙΑ,0
1426,ΜΑΡΙΑ,0
1425,ΜΑΡΙΑ,0
1424,ΜΑΡΙΑ,0
1423,ΜΑΡΙΑ,0
1422,ΜΑΡΙΑ,0
1419,ΜΑΡΙΑ,0
1420,ΜΑΡΙΑ,0
1418,ΜΑΡΙΑ,0
1465,ΜΑΡΙΑ,0
1417,ΜΑΡΙΑ,0
1416,ΜΑΡΙΑ,0
1415,ΜΑΡΙΑ,0
1414,ΜΑΡΙΑ,0
1480,ΜΑΡΙΑ,0
1464,ΜΑΡΙΑ,0
1353,ΜΑΡΙΑ,0
1461,ΜΑΡΙΑ,0
1429,ΜΑΡΙΑ,0
1430,ΜΑΡΙΑ,0
1431,ΜΑΡΙΑ,0
1432,ΜΑΡΙΑ,0
1433,ΜΑΡΙΑ,0
1434,ΜΑΡΙΑ,0
1412,ΜΑΡΙΑ,0
1435,ΜΑΡΙΑ,0
1436,ΜΑΡΙΑ,0
1437,ΜΑΡΙΑ,0
1438,ΜΑΡΙΑ,0
1439,ΜΑΡΙΑ,0
1440,ΜΑΡΙΑ,0
1441,ΜΑΡΙΑ,0
1462,ΜΑΡΙΑ,0
1443,ΜΑΡΙΑ,0
1446,ΜΑΡΙΑ,0
1447,ΜΑΡΙΑ,0
1448,ΜΑΡΙΑ,0
1450,ΜΑΡΙΑ,0
1451,ΜΑΡΙΑ,0
1452,ΜΑΡΙΑ,0
1453,ΜΑΡΙΑ,0
1454,ΜΑΡΙΑ,0
1455,ΜΑΡΙΑ,0
1456,ΜΑΡΙΑ,0
1457,ΜΑΡΙΑ,0
1458,ΜΑΡΙΑ,0
1459,ΜΑΡΙΑ,0
1460,ΜΑΡΙΑ,0
1445,ΜΑΡΙΑ,0
1411,ΜΑΡΙΑ,0
1427,ΜΑΡΙΑ,0
1409,ΜΑΡΙΑ,0
1370,ΜΑΡΙΑ,0
1371,ΜΑΡΙΑ,0
1372,ΜΑΡΙΑ,0
1373,ΜΑΡΙΑ,0
1374,ΜΑΡΙΑ,0
1375,ΜΑΡΙΑ,0
1376,ΜΑΡΙΑ,0
1377,ΜΑΡΙΑ,0
1378,ΜΑΡΙΑ,0
1379,ΜΑΡΙΑ,0
1380,ΜΑΡΙΑ,0
1381,ΜΑΡΙΑ,0
1382,ΜΑΡΙΑ,0
1383,ΜΑΡΙΑ,0
1384,ΜΑΡΙΑ,0
1385,ΜΑΡΙΑ,0
1386,ΜΑΡΙΑ,0
1369,ΜΑΡΙΑ,0
1387,ΜΑΡΙΑ,0
1368,ΜΑΡΙΑ,0
1366,ΜΑΡΙΑ,0
1463,ΜΑΡΙΑ,1
1449,ΜΑΡΙΑ,1
1444,ΜΑΡΙΑ,1
1442,ΜΑΡΙΑ,1
1428,ΜΑΡΙΑ,0
1354,ΜΑΡΙΑ,0
1355,ΜΑΡΙΑ,0
1356,ΜΑΡΙΑ,0
1357,ΜΑΡΙΑ,0
1358,ΜΑΡΙΑ,0
1359,ΜΑΡΙΑ,0
1360,ΜΑΡΙΑ,0
1361,ΜΑΡΙΑ,0
1362,ΜΑΡΙΑ,0
1363,ΜΑΡΙΑ,0
1364,ΜΑΡΙΑ,0
1365,ΜΑΡΙΑ,0
1367,ΜΑΡΙΑ,0
1410,ΜΑΡΙΑ,0
1388,ΜΑΡΙΑ,0
1390,ΜΑΡΙΑ,0
1400,ΜΑΡΙΑ,0
1399,ΜΑΡΙΑ,0
1398,ΜΑΡΙΑ,0
1397,ΜΑΡΙΑ,0
1396,ΜΑΡΙΑ,0
1403,ΜΑΡΙΑ,0
1404,ΜΑΡΙΑ,0
1405,ΜΑΡΙΑ,0
1406,ΜΑΡΙΑ,0
1407,ΜΑΡΙΑ,0
1389,ΜΑΡΙΑ,0
1408,ΜΑΡΙΑ,0
1395,ΜΑΡΙΑ,0
1401,ΜΑΡΙΑ,0
1402,ΜΑΡΙΑ,0
1391,ΜΑΡΙΑ,0
1392,ΜΑΡΙΑ,0
1394,ΜΑΡΙΑ,0
1393,ΜΑΡΙΑ,0
1481,ΜΑΡΙΑΕΛΕΝΗ,0
1483,ΜΑΡΙΑΜ,0
1482,ΜΑΡΙΑΜ,0
1484,ΜΑΡΙΑΝ,1
1485,ΜΑΡΙΑΝΑ,0
1487,ΜΑΡΙΑΝΑ,0
1486,ΜΑΡΙΑΝΑ,0
1490,ΜΑΡΙΑΝΘΗ,0
1489,ΜΑΡΙΑΝΘΗ,0
1488,ΜΑΡΙΑΝΘΗ,0
1491,ΜΑΡΙΑΝΝΑ,0
1492,ΜΑΡΙΓΟΥΛΑ,0
1493,ΜΑΡΙΕΤΤΑ,0
1494,ΜΑΡΙΚΑ,0
1495,ΜΑΡΙΛΥΝ,0
1501,ΜΑΡΙΝΑ,0
1500,ΜΑΡΙΝΑ,0
1499,ΜΑΡΙΝΑ,0
1497,ΜΑΡΙΝΑ,0
1496,ΜΑΡΙΝΑ,0
1498,ΜΑΡΙΝΑ,0
1502,ΜΑΡΙΝΕ,0
1504,ΜΑΡΙΝΟΣ,1
1503,ΜΑΡΙΝΟΣ,0
1512,ΜΑΡΙΟΣ,1
1516,ΜΑΡΙΟΣ,1
1523,ΜΑΡΙΟΣ,1
1522,ΜΑΡΙΟΣ,1
1521,ΜΑΡΙΟΣ,1
1520,ΜΑΡΙΟΣ,1
1519,ΜΑΡΙΟΣ,1
1518,ΜΑΡΙΟΣ,1
1517,ΜΑΡΙΟΣ,1
1515,ΜΑΡΙΟΣ,1
1513,ΜΑΡΙΟΣ,1
1505,ΜΑΡΙΟΣ,1
1506,ΜΑΡΙΟΣ,1
1507,ΜΑΡΙΟΣ,1
1508,ΜΑΡΙΟΣ,1
1509,ΜΑΡΙΟΣ,1
1510,ΜΑΡΙΟΣ,1
1511,ΜΑΡΙΟΣ,1
1514,ΜΑΡΙΟΣ,1
1524,ΜΑΡΙΟΥΣ,1
1525,ΜΑΡΚ,1
1527,ΜΑΡΚΕΛΛΑ,0
1526,ΜΑΡΚΕΛΛΑ,0
1528,ΜΑΡΚΟΣ,1
1529,ΜΑΡΚΟΣ,1
1530,ΜΑΡΚΟΣ,1
1531,ΜΑΡΟΥΔΑ,0
1532,ΜΑΡΟΥΛΑ,0
1533,ΜΑΡΣΕΛΑ,0
1534,ΜΑΡΤΙΝ,1
1535,ΜΑΡΤΙΝΑ,0
1536,ΜΑΡΩ,0
1537,ΜΑΤΕΝΙΑ,0
1538,ΜΑΤΙΝΑ,0
1540,ΜΕΛΑΧΡΟΙΝΗ,0
1539,ΜΕΛΑΧΡΟΙΝΗ,0
1541,ΜΕΛΙΝΑ,0
1542,ΜΕΛΙΝΑ,0
1544,ΜΕΛΙΝΑ,0
1543,ΜΕΛΙΝΑ,0
1545,ΜΕΛΠΟΜΕΝΗ,0
1546,ΜΕΝΕΛΑΟΣ,1
1547,ΜΗΔΕΙΑ,0
1550,ΜΗΝΑΣ,1
1549,ΜΗΝΑΣ,1
1548,ΜΗΝΑΣ,1
1551,ΜΙΚΑΕΛ,1
1552,ΜΙΛΤΙΑΔΗΣ,1
1553,ΜΙΛΤΟΣ,0
1554,ΜΙΜΗΣ,1
1555,ΜΙΡΕΛΑ,0
1556,ΜΙΧΑΕΛΑ,0
1557,ΜΙΧΑΕΛΑ,0
1558,ΜΙΧΑΕΛΑ,0
1559,ΜΙΧΑΕΛΑ,0
1560,ΜΙΧΑΕΛΑ,0
1562,ΜΙΧΑΗΛ,1
1561,ΜΙΧΑΗΛ,1
1575,ΜΙΧΑΗΛ,1
1563,ΜΙΧΑΗΛ,1
1573,ΜΙΧΑΗΛ,1
1572,ΜΙΧΑΗΛ,1
1571,ΜΙΧΑΗΛ,1
1574,ΜΙΧΑΗΛ,1
1568,ΜΙΧΑΗΛ,1
1567,ΜΙΧΑΗΛ,1
1566,ΜΙΧΑΗΛ,1
1565,ΜΙΧΑΗΛ,1
1564,ΜΙΧΑΗΛ,1
1569,ΜΙΧΑΗΛ,1
1570,ΜΙΧΑΗΛ,0
1576,ΜΙΧΑΙ,1
1577,ΜΟΔΕΣΤΟΣ,1
1579,ΜΟΝΙΚΑ,0
1578,ΜΟΝΙΚΑ,0
1580,ΜΟΣΧΟΣ,1
1581,ΜΟΥΣΑ,0
1582,ΜΟΧΑΜΕΝΤ,1
1583,ΜΟΧΑΜΕΝΤ,1
1584,ΜΠΑΙΡΑΜΑΛΗ,1
1585,ΜΥΡΟΦΟΡΑ,0
1586,ΜΥΡΟΦΟΡΑ,0
1587,ΜΥΡΣΙΝΗ,0
1588,ΜΥΡΣΙΝΗ,0
1589,ΜΥΡΣΙΝΗ,0
1592,ΜΥΡΤΩ,0
1591,ΜΥΡΤΩ,0
1593,ΜΥΡΤΩ,0
1590,ΜΥΡΤΩ,0
1594,ΜΥΡΤΩ,0
1595,ΝΑ,0
1596,ΝΑΖΗ,0
1597,ΝΑΖΜΙΕ,0
1598,ΝΑΙΡΑ,0
1599,ΝΑΝΤΕΖΝΑ,0
1600,ΝΑΝΤΕΖΝΤΑ,0
1601,ΝΑΝΤΕΖΝΤΑ,0
1602,ΝΑΟΥΜΑ,0
1605,ΝΑΤΑΛΙΑ,0
1604,ΝΑΤΑΛΙΑ,0
1603,ΝΑΤΑΛΙΑ,0
1606,ΝΑΤΕΛΑ,0
1607,ΝΑΤΖΙΕ,0
1608,ΝΑΤΙΑ,0
1610,ΝΑΥΣΙΚΑ,0
1609,ΝΑΥΣΙΚΑ,0
1614,ΝΕΚΤΑΡΙΑ,0
1615,ΝΕΚΤΑΡΙΑ,0
1611,ΝΕΚΤΑΡΙΑ,0
1613,ΝΕΚΤΑΡΙΑ,0
1612,ΝΕΚΤΑΡΙΑ,0
1618,ΝΕΚΤΑΡΙΟΣ,1
1616,ΝΕΚΤΑΡΙΟΣ,1
1617,ΝΕΚΤΑΡΙΟΣ,1
1619,ΝΕΚΤΑΡΙΟΣ,1
1620,ΝΕΛΛΗ,0
1621,ΝΕΡΑΝΤΖΑ,0
1623,ΝΕΦΕΛΗ,0
1622,ΝΕΦΕΛΗ,0
1624,ΝΙΑ,0
1631,ΝΙΚΗ,0
1630,ΝΙΚΗ,0
1628,ΝΙΚΗ,0
1627,ΝΙΚΗ,0
1626,ΝΙΚΗ,0
1629,ΝΙΚΗ,1
1625,ΝΙΚΗ,0
1633,ΝΙΚΗΤΑΣ,1
1632,ΝΙΚΗΤΑΣ,1
1644,ΝΙΚΟΛΑΟΣ,1
1635,ΝΙΚΟΛΑΟΣ,1
1654,ΝΙΚΟΛΑΟΣ,0
1660,ΝΙΚΟΛΑΟΣ,0
1661,ΝΙΚΟΛΑΟΣ,1
1659,ΝΙΚΟΛΑΟΣ,1
1658,ΝΙΚΟΛΑΟΣ,1
1657,ΝΙΚΟΛΑΟΣ,1
1655,ΝΙΚΟΛΑΟΣ,1
1653,ΝΙΚΟΛΑΟΣ,1
1652,ΝΙΚΟΛΑΟΣ,1
1634,ΝΙΚΟΛΑΟΣ,1
1650,ΝΙΚΟΛΑΟΣ,1
1649,ΝΙΚΟΛΑΟΣ,1
1651,ΝΙΚΟΛΑΟΣ,1
1647,ΝΙΚΟΛΑΟΣ,1
1636,ΝΙΚΟΛΑΟΣ,1
1637,ΝΙΚΟΛΑΟΣ,1
1648,ΝΙΚΟΛΑΟΣ,1
1639,ΝΙΚΟΛΑΟΣ,1
1640,ΝΙΚΟΛΑΟΣ,1
1638,ΝΙΚΟΛΑΟΣ,1
1642,ΝΙΚΟΛΑΟΣ,1
1643,ΝΙΚΟΛΑΟΣ,1
1645,ΝΙΚΟΛΑΟΣ,1
1646,ΝΙΚΟΛΑΟΣ,1
1641,ΝΙΚΟΛΑΟΣ,1
1656,ΝΙΚΟΛΑΟΣ,1
1662,ΝΙΚΟΛΑΣ,1
1666,ΝΙΚΟΛΕΤΑ,0
1665,ΝΙΚΟΛΕΤΑ,0
1664,ΝΙΚΟΛΕΤΑ,0
1663,ΝΙΚΟΛΕΤΑ,0
1669,ΝΙΚΟΛΕΤΤΑ,0
1667,ΝΙΚΟΛΕΤΤΑ,0
1668,ΝΙΚΟΛΕΤΤΑ,0
1670,ΝΙΚΟΛΙΝΑ,0
1671,ΝΙΚΟΛΙΤΣΑ,0
1672,ΝΙΚΟΣ,1
1673,ΝΙΝΕΛΙ,0
1674,ΝΙΝΟ,0
1675,ΝΟΡΜΑ,0
1676,ΝΟΥΓΚΖΑΡ,0
1677,ΝΤΑΛΙ,0
1678,ΝΤΑΝΙΕΛ,1
1680,ΝΤΑΝΙΕΛ,0
1679,ΝΤΑΝΙΕΛ,1
1681,ΝΤΑΝΙΕΛΑ,0
1682,ΝΤΑΝΟΥΤΑ,0
1683,ΝΤΑΡΙΚΟ,0
1684,ΝΤΕΝΙΣ,0
1685,ΝΤΙΑΝΑ,0
1687,ΝΤΙΑΝΑ,0
1686,ΝΤΙΑΝΑ,0
1688,ΝΤΙΝΑ,0
1689,ΞΑΝΘΙΠΗ,0
1691,ΞΑΝΘΙΠΠΗ,0
1690,ΞΑΝΘΙΠΠΗ,0
1692,ΞΑΝΘΟΥΛΑ,0
1694,ΞΕΝΙΑ,0
1693,ΞΕΝΙΑ,0
1695,ΞΕΝΟΦΩΝ,1
1697,ΟΔΥΣΣΕΑΣ,1
1696,ΟΔΥΣΣΕΑΣ,1
1703,ΟΛΓΑ,0
1702,ΟΛΓΑ,0
1701,ΟΛΓΑ,0
1700,ΟΛΓΑ,0
1699,ΟΛΓΑ,0
1698,ΟΛΓΑ,0
1704,ΟΛΥΜΠΙΑ,0
1705,ΟΛΥΜΠΙΑ,0
1707,ΟΛΥΜΠΙΑ,0
1706,ΟΛΥΜΠΙΑ,0
1708,ΟΞΑΝΑ,0
1709,ΟΡΦΕΑΣ,1
1710,ΟΥΛΒΙΕ,0
1711,ΟΥΡΑΝΙΑ,0
1712,ΟΥΡΑΝΙΑ,0
1713,ΠΑΓΩΝΑ,0
1714,ΠΑΓΩΝΑ,0
1715,ΠΑΓΩΝΑ,0
1716,ΠΑΓΩΝΑ,0
1717,ΠΑΙΣΙΟΣ,1
1718,ΠΑΝΑΓΙΩ,0
1719,ΠΑΝΑΓΙΩΤ,0
1725,ΠΑΝΑΓΙΩΤΑ,0
1727,ΠΑΝΑΓΙΩΤΑ,0
1726,ΠΑΝΑΓΙΩΤΑ,0
1720,ΠΑΝΑΓΙΩΤΑ,0
1721,ΠΑΝΑΓΙΩΤΑ,0
1722,ΠΑΝΑΓΙΩΤΑ,0
1723,ΠΑΝΑΓΙΩΤΑ,0
1724,ΠΑΝΑΓΙΩΤΑ,0
1729,ΠΑΝΑΓΙΩΤΑ,0
1728,ΠΑΝΑΓΙΩΤΑ,0
1730,ΠΑΝΑΓΙΩΤΗ,1
1731,ΠΑΝΑΓΙΩΤΗ,1
1753,ΠΑΝΑΓΙΩΤΗΣ,1
1752,ΠΑΝΑΓΙΩΤΗΣ,1
1735,ΠΑΝΑΓΙΩΤΗΣ,1
1738,ΠΑΝΑΓΙΩΤΗΣ,1
1737,ΠΑΝΑΓΙΩΤΗΣ,1
1736,ΠΑΝΑΓΙΩΤΗΣ,1
1747,ΠΑΝΑΓΙΩΤΗΣ,0
1734,ΠΑΝΑΓΙΩΤΗΣ,1
1733,ΠΑΝΑΓΙΩΤΗΣ,1
1732,ΠΑΝΑΓΙΩΤΗΣ,1
1739,ΠΑΝΑΓΙΩΤΗΣ,1
1741,ΠΑΝΑΓΙΩΤΗΣ,1
1740,ΠΑΝΑΓΙΩΤΗΣ,1
1743,ΠΑΝΑΓΙΩΤΗΣ,1
1744,ΠΑΝΑΓΙΩΤΗΣ,1
1745,ΠΑΝΑΓΙΩΤΗΣ,1
1746,ΠΑΝΑΓΙΩΤΗΣ,1
1748,ΠΑΝΑΓΙΩΤΗΣ,1
1749,ΠΑΝΑΓΙΩΤΗΣ,1
1750,ΠΑΝΑΓΙΩΤΗΣ,1
1751,ΠΑΝΑΓΙΩΤΗΣ,1
1742,ΠΑΝΑΓΙΩΤΗΣ,1
1754,ΠΑΝΤΕΛΕΗΜΩ,1
1755,ΠΑΝΤΕΛΗΣ,1
1756,ΠΑΝΤΕΛΗΣ,1
1757,ΠΑΝΩΡΑΙΑ,0
1758,ΠΑΝΩΡΑΙΑ,0
1759,ΠΑΟΥΛΙΝΑ,0
1760,ΠΑΡ,0
1761,ΠΑΡΑΣΚΕΥ,0
1762,ΠΑΡΑΣΚΕΥΑ,0
1764,ΠΑΡΑΣΚΕΥΑΣ,1
1765,ΠΑΡΑΣΚΕΥΑΣ,1
1766,ΠΑΡΑΣΚΕΥΑΣ,1
1768,ΠΑΡΑΣΚΕΥΑΣ,1
1767,ΠΑΡΑΣΚΕΥΑΣ,0
1763,ΠΑΡΑΣΚΕΥΑΣ,1
1770,ΠΑΡΑΣΚΕΥΗ,0
1776,ΠΑΡΑΣΚΕΥΗ,0
1775,ΠΑΡΑΣΚΕΥΗ,0
1774,ΠΑΡΑΣΚΕΥΗ,0
1773,ΠΑΡΑΣΚΕΥΗ,0
1769,ΠΑΡΑΣΚΕΥΗ,0
1772,ΠΑΡΑΣΚΕΥΗ,0
1771,ΠΑΡΑΣΚΕΥΗ,0
1777,ΠΑΡΑΣΚΕΥΟΥΛΑ,0
1778,ΠΑΡΑΣΧΟΣ,0
1780,ΠΑΡΘΕΝΑ,0
1779,ΠΑΡΘΕΝΑ,0
1781,ΠΑΡΘΕΝΑ,0
1782,ΠΑΡΘΕΝΑ,0
1783,ΠΑΡΙΣ,1
1784,ΠΑΣΧΑΛΗΣ,1
1785,ΠΑΣΧΑΛΙΑ,0
1786,ΠΑΣΧΑΛΙΝΑ,0
1787,ΠΑΥΛΙΝΑ,0
1788,ΠΑΥΛΟΣ,1
1789,ΠΑΥΛΟΣ,1
1791,ΠΑΥΛΟΣ,1
1792,ΠΑΥΛΟΣ,1
1793,ΠΑΥΛΟΣ,1
1794,ΠΑΥΛΟΣ,1
1795,ΠΑΥΛΟΣ,1
1796,ΠΑΥΛΟΣ,1
1790,ΠΑΥΛΟΣ,0
1798,ΠΕΛΑΓΙΑ,0
1799,ΠΕΛΑΓΙΑ,0
1797,ΠΕΛΑΓΙΑ,0
1800,ΠΕΡΙΚΛΗΣ,1
1801,ΠΕΡΙΚΛΗΣ,1
1802,ΠΕΡΙΚΛΗΣ,1
1803,ΠΕΡΙΚΛΗΣ,1
1804,ΠΕΡΙΣΤΕΡΑ,0
1805,ΠΕΡΜΙΝ,0
1806,ΠΕΡΣΕΦΩΝΗ,0
1807,ΠΕΤΕΡ,1
1809,ΠΕΤΡΙΝΑ,0
1808,ΠΕΤΡΙΝΑ,0
1810,ΠΕΤΡΟΣ,0
1812,ΠΕΤΡΟΣ,1
1814,ΠΕΤΡΟΣ,1
1813,ΠΕΤΡΟΣ,1
1811,ΠΕΤΡΟΣ,1
1816,ΠΕΤΡΟΥ,1
1815,ΠΕΤΡΟΥ,1
1818,ΠΕΤΡΟΥΛΑ,0
1817,ΠΕΤΡΟΥΛΑ,0
1821,ΠΗΝΕΛΟΠΗ,0
1820,ΠΗΝΕΛΟΠΗ,0
1819,ΠΗΝΕΛΟΠΗ,0
1823,ΠΗΝΕΛΟΠΗ,0
1822,ΠΗΝΕΛΟΠΗ,1
1824,ΠΟΛΥΔΩΡΟΣ,1
1826,ΠΟΛΥΚΑΡΠΟΣ,1
1825,ΠΟΛΥΚΑΡΠΟΣ,1
1827,ΠΟΛΥΞΕΝΗ,0
1828,ΠΟΛΥΞΕΝΗ,0
1829,ΠΟΛΥΧΡΟΝΗΣ,1
1830,ΠΟΛΥΧΡΟΝΙΑ,0
1831,ΠΟΥΛΧΕΡΙΑ,0
1835,ΠΡΟΔΡΟΜΟΣ,1
1833,ΠΡΟΔΡΟΜΟΣ,1
1832,ΠΡΟΔΡΟΜΟΣ,0
1834,ΠΡΟΔΡΟΜΟΣ,1
1836,ΠΥΘΑΓΟΡΑΣ,1
1837,ΠΩΛΙΝΑ,0
1838,ΡΑΙΦ,1
1839,ΡΑΛΙΩ,0
1847,ΡΑΦΑΕΛΑ,0
1841,ΡΑΦΑΕΛΑ,0
1842,ΡΑΦΑΕΛΑ,0
1843,ΡΑΦΑΕΛΑ,0
1844,ΡΑΦΑΕΛΑ,0
1845,ΡΑΦΑΕΛΑ,0
1846,ΡΑΦΑΕΛΑ,0
1848,ΡΑΦΑΕΛΑ,0
1840,ΡΑΦΑΕΛΑ,0
1849,ΡΑΦΑΕΛΛΑ,0
1857,ΡΑΦΑΗΛ,0
1874,ΡΑΦΑΗΛ,1
1876,ΡΑΦΑΗΛ,1
1871,ΡΑΦΑΗΛ,1
1872,ΡΑΦΑΗΛ,1
1875,ΡΑΦΑΗΛ,1
1850,ΡΑΦΑΗΛ,1
1851,ΡΑΦΑΗΛ,1
1852,ΡΑΦΑΗΛ,1
1853,ΡΑΦΑΗΛ,1
1854,ΡΑΦΑΗΛ,1
1873,ΡΑΦΑΗΛ,1
1856,ΡΑΦΑΗΛ,1
1858,ΡΑΦΑΗΛ,1
1859,ΡΑΦΑΗΛ,1
1860,ΡΑΦΑΗΛ,1
1855,ΡΑΦΑΗΛ,1
1862,ΡΑΦΑΗΛ,1
1863,ΡΑΦΑΗΛ,1
1864,ΡΑΦΑΗΛ,1
1865,ΡΑΦΑΗΛ,1
1866,ΡΑΦΑΗΛ,1
1867,ΡΑΦΑΗΛ,1
1868,ΡΑΦΑΗΛ,1
1869,ΡΑΦΑΗΛ,1
1870,ΡΑΦΑΗΛ,1
1861,ΡΑΦΑΗΛ,1
1886,ΡΑΦΑΗΛΙΑ,0
1885,ΡΑΦΑΗΛΙΑ,0
1884,ΡΑΦΑΗΛΙΑ,0
1887,ΡΑΦΑΗΛΙΑ,0
1878,ΡΑΦΑΗΛΙΑ,0
1881,ΡΑΦΑΗΛΙΑ,0
1880,ΡΑΦΑΗΛΙΑ,0
1879,ΡΑΦΑΗΛΙΑ,0
1877,ΡΑΦΑΗΛΙΑ,0
1882,ΡΑΦΑΗΛΙΑ,0
1888,ΡΑΦΑΗΛΙΑ,0
1883,ΡΑΦΑΗΛΙΑ,0
1889,ΡΑΧΗΛ,0
1890,ΡΕΑ,0
1891,ΡΕΒΒΕΚΑ,0
1892,ΡΕΒΕΚΚΑ,0
1893,ΡΕΒΕΚΚΑ,0
1894,ΡΕΝΑΤΕ,0
1896,ΡΙΖΟΣ,1
1895,ΡΙΖΟΣ,1
1897,ΡΟΔΑΝΘΗ,0
1898,ΡΟΔΟΠΗ,0
1900,ΡΟΖΑ,1
1899,ΡΟΖΑ,0
1901,ΡΟΖΑ,0
1902,ΡΟΖΑ,0
1903,ΡΟΖΙΝΑ,0
1904,ΡΟΜ,1
1906,ΡΟΜΠΕΡΤ,1
1905,ΡΟΜΠΕΡΤ,0
1908,ΡΩΞΑΝΗ,0
1907,ΡΩΞΑΝΗ,0
1910,ΣΑΒΒΑΣ,0
1909,ΣΑΒΒΑΣ,1
1911,ΣΑΒΒΑΤΩ,0
1912,ΣΑΡΑΝΤΩ,0
1913,ΣΑΡΡΑ,0
1914,ΣΑΣΑ,0
1916,ΣΕΒΑΣΤΗ,0
1917,ΣΕΒΑΣΤΗ,0
1918,ΣΕΒΑΣΤΗ,0
1919,ΣΕΒΑΣΤΗ,0
1915,ΣΕΒΑΣΤΗ,1
1920,ΣΕΒΑΣΤΙΑΝΟΣ,1
