,full_name_1,full_name_2,broken_name,gender
130,Αιτωλία,Αιτωλία,Αι-τω-λία,Female
131,Ακάκιος,Ακάκιε,Α-κά-κι-ος,Male
132,Ακίνδυνη,Ακίνδυνη,Α-κίν-δυ-νη,Female
133,Ακίνδυνος,Ακίνδυνε,Α-κίν-δυ-νος,Male
134,Ακριβή,Ακριβή,Α-κρι-βή,Female
135,Ακυλήνη,Ακυλήνη,Α-κυ-λή-νη,Female
136,Ακυλίνα,Ακυλίνα,Α-κυ-λί-να,Female
137,Ακυλίνη,Ακυλίνη,Α-κυ-λί-νη,Female
138,Ακύλας,Ακύλα,Α-κύ-λας,Male
139,Αλέκα,Αλέκα,Α-λέ-κα,Female
140,Αλέκος,Αλέκο,Α-λέ-κος,Male
141,Αλέξα,Αλέξα,Α-λέ-ξα,Female
142,Αλέξανδρος,Αλέξανδρε,Α-λέ-ξαν-δρος,Male
143,Αλέξαντρος,Αλέξαντρε,Α-λέ-ξα-ντρος,Male
144,Αλέξης,Αλέξη,Α-λέ-ξης,Male
145,Αλέξιος,Αλέξιε,Α-λέ-ξι-ος,Male
146,Αλίκη,Αλίκη,Α-λί-κη,Female
147,Αλβέρτος,Αλβέρτο,Αλ-βέρ-τος,Male
148,Αλεξάνδρα,Αλεξάνδρα,Α-λε-ξάν-δρα,Female
149,Αλεξάντρα,Αλεξάντρα,Α-λε-ξά-ντρα,Female
150,Αλεξία,Αλεξία,Α-λε-ξία,Female
151,Αλεξανδρα,Αλεξανδρα,Α-λε-ξαν-δρα,Female
152,Αλκίνοος,Αλκίνοε,Αλ-κί-νο-ος,Male
153,Αλκιβιάδης,Αλκιβιάδη,Αλ-κι-βιά-δης,Male
154,Αλκμήνη,Αλκμήνη,Αλ-κμή-νη,Female
155,Αλυπία,Αλυπία,Α-λυ-πία,Female
156,Αλφαίος,Αλφαίο,Αλ-φαί-ος,Male
157,Αλφρέδος,Αλφρέδο,Αλ-φρέ-δος,Male
158,Αλύπιος,Αλύπιε,Α-λύ-πι-ος,Male
159,Αμάντα,Αμάντα,Α-μά-ντα,Female
160,Αμέρσα,Αμέρσα,Α-μέρ-σα,Female
161,Αμέρσσα,Αμέρσσα,Α-μέρ-σσα,Female
162,Αμαλία,Αμαλία,Α-μα-λία,Female
163,Αμβροσία,Αμβροσία,Αμ-βρο-σία,Female
164,Αμβρόσης,Αμβρόση,Αμ-βρό-σης,Male
165,Αμβρόσιος,Αμβρόσιε,Αμ-βρό-σι-ος,Male
166,Αμελί,Αμελί,Α-με-λί,Female
167,Αμερισούδα,Αμερισούδα,Α-με-ρι-σού-δα,Female
168,Αμερσούδα,Αμερσούδα,Α-μερ-σού-δα,Female
169,Αμπλία,Αμπλία,Α-μπλία,Female
170,Αμπλίος,Αμπλίο,Α-μπλί-ος,Male
171,Αμφιλοχία,Αμφιλοχία,Αμ-φι-λο-χία,Female
172,Αμφιλόχιος,Αμφιλόχιε,Αμ-φι-λό-χι-ος,Male
173,Αμφιτρίτη,Αμφιτρίτη,Αμ-φι-τρί-τη,Female
174,Ανάργυρη,Ανάργυρη,Α-νάρ-γυ-ρη,Female
175,Ανάργυρος,Ανάργυρε,Α-νάρ-γυ-ρος,Male
176,Ανέζα,Ανέζα,Α-νέ-ζα,Female
177,Ανέστης,Ανέστη,Α-νέ-στης,Male
178,Ανέτα,Ανέτα,Α-νέ-τα,Female
179,Ανίτα,Ανίτα,Α-νί-τα,Female
180,Ανανίας,Ανανία,Α-να-νίας,Male
181,Αναξίμανδρος,Αναξίμανδρε,Α-να-ξί-μαν-δρος,Male
182,Αναξιμένης,Αναξιμένη,Α-να-ξι-μέ-νης,Male
183,Αναργυρούλα,Αναργυρούλα,Α-ναρ-γυ-ρού-λα,Female
184,Αναστάσης,Αναστάση,Α-να-στά-σης,Male
185,Αναστάσιος,Αναστάσιε,Α-να-στά-σι-ος,Male
186,Αναστασία,Αναστασία,Α-να-στα-σία,Female
187,Ανατολή,Ανατολή,Α-να-το-λή,Female
188,Ανατόλιος,Ανατόλιε,Α-να-τό-λι-ος,Male
189,Ανδρέας,Ανδρέα,Αν-δρέ-ας,Male
190,Ανδρίκος,Ανδρίκο,Αν-δρί-κος,Male
191,Ανδριάνα,Ανδριάνα,Αν-δριά-να,Female
192,Ανδριάννα,Ανδριάννα,Αν-δριά-ννα,Female
193,Ανδριανή,Ανδριανή,Αν-δρια-νή,Female
194,Ανδριαννή,Ανδριαννή,Αν-δρια-ννή,Female
195,Ανδροκλής,Ανδροκλής,Αν-δρο-κλής,Male
196,Ανδρομάχη,Ανδρομάχη,Αν-δρο-μά-χη,Female
197,Ανδρομέδα,Ανδρομέδα,Αν-δρο-μέ-δα,Female
198,Ανδρονίκη,Ανδρονίκη,Αν-δρο-νί-κη,Female
199,Ανδρούλα,Ανδρούλα,Αν-δρού-λα,Female
200,Ανδρόμαχος,Ανδρόμαχε,Αν-δρό-μα-χος,Male
201,Ανδρόνικος,Ανδρόνικε,Αν-δρό-νι-κος,Male
202,Ανεζούλα,Ανεζούλα,Α-νε-ζού-λα,Female
203,Ανεμπόδιστη,Ανεμπόδιστη,Α-νε-μπό-δι-στη,Female
204,Ανεμπόδιστος,Ανεμπόδιστε,Α-νε-μπό-δι-στος,Male
205,Ανθή,Ανθή,Αν-θή,Female
206,Ανθούλα,Ανθούλα,Αν-θού-λα,Female
207,Ανθούσα,Ανθούσα,Αν-θού-σα,Female
208,Αννέτα,Αννέτα,Αν-νέ-τα,Female
209,Αννίτα,Αννίτα,Αν-νί-τα,Female
210,Ανναμαρία,Ανναμαρία,Αν-να-μα-ρία,Female
211,Ανναμπέλλα,Ανναμπέλλα,Αν-να-μπέλ-λα,Female
212,Αννούλα,Αννούλα,Αν-νού-λα,Female
213,Αντίγονος,Αντίγονε,Α-ντί-γο-νος,Male
214,Αντίπας,Αντίπα,Α-ντί-πας,Male
215,Αντιγόνη,Αντιγόνη,Α-ντι-γό-νη,Female
216,Αντιόπη,Αντιόπη,Α-ντι-ό-πη,Female
217,Αντρέας,Αντρέα,Α-ντρέ-ας,Male
218,Αντρίκος,Αντρίκο,Α-ντρί-κος,Male
219,Αντριάνα,Αντριάνα,Α-ντριά-να,Female
220,Αντριάννα,Αντριάννα,Α-ντριά-ννα,Female
221,Αντωνάκης,Αντωνάκη,Α-ντω-νά-κης,Male
222,Αντωνάκος,Αντωνάκο,Α-ντω-νά-κος,Male
223,Αντωνία,Αντωνία,Α-ντω-νία,Female
224,Αντωνούλα,Αντωνούλα,Α-ντω-νού-λα,Female
225,Αντύπας,Αντύπα,Α-ντύ-πας,Male
226,Αντώνας,Αντώνα,Α-ντώ-νας,Male
227,Αντώνης,Αντώνη,Α-ντώ-νης,Male
228,Αντώνιος,Αντώνιε,Α-ντώ-νι-ος,Male
229,Ανυσία,Ανυσία,Α-νυ-σία,Female
230,Ανύσιος,Ανύσιε,Α-νύ-σι-ος,Male
231,Απέλλης,Απέλλη,Α-πέλ-λης,Male
232,Απελλής,Απελλής,Α-πελ-λής,Male
233,Απολλωνία,Απολλωνία,Α-πολ-λω-νία,Female
234,Αποστολία,Αποστολία,Α-πο-στο-λία,Female
235,Αποστολίνα,Αποστολίνα,Α-πο-στο-λί-να,Female
236,Αποστόλης,Αποστόλη,Α-πο-στό-λης,Male
237,Απόλλων,Απόλλων,Α-πόλ-λων,Male
238,Απόλλωνας,Απόλλωνα,Α-πόλ-λω-νας,Male
239,Απόστολος,Απόστολε,Α-πό-στο-λος,Male
240,Αρίσταρχος,Αρίσταρχε,Α-ρί-σταρ-χος,Male
241,Αρίστη,Αρίστη,Α-ρί-στη,Female
242,Αρίστος,Αρίστο,Α-ρί-στος,Male
243,Αραβέλα,Αραβέλα,Α-ρα-βέ-λα,Female
244,Αργυρή,Αργυρή,Αρ-γυ-ρή,Female
245,Αργυρούλα,Αργυρούλα,Αρ-γυ-ρού-λα,Female
246,Αργυρώ,Αργυρώ,Αρ-γυ-ρώ,Female
247,Αργύρης,Αργύρη,Αρ-γύ-ρης,Male
248,Αργύριος,Αργύριε,Αρ-γύ-ρι-ος,Male
249,Αρειανός,Αρειανέ,Α-ρειανός,Male
250,Αρετή,Αρετή,Α-ρε-τή,Female
251,Αρετούσα,Αρετούσα,Α-ρε-τού-σα,Female
252,Αρθούρος,Αρθούρο,Αρ-θού-ρος,Male
253,Αριάδνη,Αριάδνη,Α-ριά-δνη,Female
254,Αριάνα,Αριάνα,Α-ριά-να,Female
255,Αριανός,Αριανέ,Α-ρια-νός,Male
256,Αριστέα,Αριστέα,Α-ρι-στέ-α,Female
257,Αριστέας,Αριστέα,Α-ρι-στέ-ας,Male
258,Αριστίνα,Αριστίνα,Α-ρι-στί-να,Female
259,Αριστίων,Αριστίων,Α-ρι-στί-ων,Male
260,Αριστίωνας,Αριστίωνα,Α-ρι-στί-ω-νας,Male
261,Αριστείδης,Αριστείδη,Α-ρι-στεί-δης,Male
262,Αριστοβούλη,Αριστοβούλη,Α-ρι-στο-βού-λη,Female
263,Αριστοκλέας,Αριστοκλέα,Α-ρι-στο-κλέ-ας,Male
264,Αριστοκλής,Αριστοκλής,Α-ρι-στο-κλής,Male
265,Αριστομένης,Αριστομένη,Α-ρι-στο-μέ-νης,Male
266,Αριστοτέλης,Αριστοτέλη,Α-ρι-στο-τέ-λης,Male
267,Αριστούλα,Αριστούλα,Α-ρι-στού-λα,Female
268,Αριστόβουλος,Αριστόβουλε,Α-ρι-στό-βου-λος,Male
269,Αριστόκλεος,Αριστόκλεε,Α-ρι-στό-κλε-ος,Male
270,Αρκάδα,Αρκάδα,Αρ-κά-δα,Female
271,Αρκάδης,Αρκάδη,Αρ-κά-δης,Male
272,Αρκάδιος,Αρκάδιε,Αρ-κά-δι-ος,Male
273,Αρκαδία,Αρκαδία,Αρ-κα-δία,Female
274,Αρμονία,Αρμονία,Αρ-μο-νία,Female
275,Αρμόδης,Αρμόδη,Αρ-μό-δης,Male
276,Αρμόδιος,Αρμόδιε,Αρ-μό-δι-ος,Male
277,Αρρειανός,Αρρειανέ,Αρ-ρειανός,Male
278,Αρριανή,Αρριανή,Αρ-ρια-νή,Female
279,Αρριανός,Αρριανέ,Αρ-ρια-νός,Male
280,Αρσένης,Αρσένη,Αρ-σέ-νης,Male
281,Αρσένιος,Αρσένιε,Αρ-σέ-νι-ος,Male
282,Αρσίνα,Αρσίνα,Αρ-σί-να,Female
283,Αρσενία,Αρσενία,Αρ-σε-νία,Female
284,Αρσινόη,Αρσινόη,Αρ-σι-νόη,Female
285,Αρχέλαος,Αρχέλαε,Αρ-χέ-λα-ος,Male
286,Αρχοντή,Αρχοντή,Αρ-χο-ντή,Female
287,Αρχοντής,Αρχοντής,Αρ-χο-ντής,Male
288,Αρχοντία,Αρχοντία,Αρ-χο-ντία,Female
289,Αρχοντίων,Αρχοντίων,Αρ-χο-ντί-ων,Male
290,Αρχοντίωνας,Αρχοντίωνα,Αρ-χο-ντί-ω-νας,Male
291,Αρχοντούλα,Αρχοντούλα,Αρ-χο-ντού-λα,Female
292,Αρχόντισσα,Αρχόντισσα,Αρ-χό-ντισ-σα,Female
293,Αρχόντω,Αρχόντω,Αρ-χό-ντω,Female
294,Ασημάκης,Ασημάκη,Α-ση-μά-κης,Male
295,Ασημίνα,Ασημίνα,Α-ση-μί-να,Female
296,Ασκληπιάδα,Ασκληπιάδα,Α-σκλη-πιά-δα,Female
297,Ασκληπιάς,Ασκληπιάς,Α-σκλη-πιάς,Male
298,Ασκληπιός,Ασκληπιέ,Α-σκλη-πι-ός,Male
299,Ασπασία,Ασπασία,Α-σπα-σία,Female
300,Αστέρης,Αστέρη,Α-στέ-ρης,Male
301,Αστέριος,Αστέριε,Α-στέ-ρι-ος,Male
302,Αστέρω,Αστέρω,Α-στέ-ρω,Female
303,Αστερία,Αστερία,Α-στε-ρία,Female
304,Αστερινή,Αστερινή,Α-στε-ρι-νή,Female
305,Αστερινός,Αστερινέ,Α-στε-ρι-νός,Male
306,Αστρινή,Αστρινή,Α-στρι-νή,Female
307,Αστρινός,Αστρινέ,Α-στρι-νός,Male
308,Αστρούλα,Αστρούλα,Α-στρού-λα,Female
309,Αυγέρας,Αυγέρα,Αυ-γέ-ρας,Male
310,Αυγέρης,Αυγέρη,Αυ-γέ-ρης,Male
311,Αυγέρου,Αυγέρου,Αυ-γέ-ρου,Female
312,Αυγή,Αυγή,Αυ-γή,Female
313,Αυγίτης,Αυγίτη,Αυ-γί-της,Male
314,Αυγερινός,Αυγερινέ,Αυ-γε-ρι-νός,Male
315,Αυγερού,Αυγερού,Αυ-γε-ρού,Female
316,Αυγουστίνα,Αυγουστίνα,Αυ-γου-στί-να,Female
317,Αυγουστίνος,Αυγουστίνο,Αυ-γου-στί-νος,Male
318,Αυγούλα,Αυγούλα,Αυ-γού-λα,Female
319,Αυγούστα,Αυγούστα,Αυ-γού-στα,Female
320,Αυξέντης,Αυξέντη,Αυ-ξέ-ντης,Male
321,Αυξέντιος,Αυξέντιε,Αυ-ξέ-ντι-ος,Male
322,Αυξεντία,Αυξεντία,Αυ-ξε-ντία,Female
323,Αυξεντούλα,Αυξεντούλα,Αυ-ξε-ντού-λα,Female
324,Αφθονία,Αφθονία,Α-φθο-νία,Female
325,Αφθόνιος,Αφθόνιε,Α-φθό-νι-ος,Male
326,Αφροδίσιος,Αφροδίσιε,Α-φρο-δί-σι-ος,Male
327,Αφροδίτη,Αφροδίτη,Α-φρο-δί-τη,Female
328,Αφροδισία,Αφροδισία,Α-φρο-δι-σία,Female
329,Αχίλειος,Αχίλειε,Α-χί-λει-ος,Male
330,Αχίλιος,Αχίλιε,Α-χί-λι-ος,Male
331,Αχίλλειος,Αχίλλειε,Α-χίλ-λει-ος,Male
332,Αχίλλιος,Αχίλλιε,Α-χίλ-λι-ος,Male
333,Αχιλλέας,Αχιλλέα,Α-χιλ-λέ-ας,Male
334,Αχιλλεύς,Αχιλλεύς,Α-χιλ-λεύς,Male
335,Αχμέτ,Αχμέτ,Α-χμέτ,Male
336,Αύγουστος,Αύγουστε,Αύ-γου-στος,Male
337,Αύρα,Αύρα,Αύ-ρα,Female
338,Βάγγος,Βάγγο,Βάγ-γος,Male
339,Βάγια,Βάγια,Βά-για,Female
340,Βάια,Βάια,Βάι-α,Female
341,Βάιος,Βάιο,Βάι-ος,Male
342,Βάκχη,Βάκχη,Βάκ-χη,Female
343,Βάκχος,Βάκχο,Βάκ-χος,Male
344,Βάλια,Βάλια,Βά-λια,Female
345,Βάλιος,Βάλιε,Βά-λι-ος,Male
346,Βάσια,Βάσια,Βά-σια,Female
347,Βάσος,Βάσο,Βά-σος,Male
348,Βάσω,Βάσω,Βά-σω,Female
349,Βέρα,Βέρα,Βέ-ρα,Female
350,Βέτα,Βέτα,Βέ-τα,Female
351,Βέτη,Βέτη,Βέ-τη,Female
352,Βέττη,Βέττη,Βέτ-τη,Female
353,Βήλη,Βήλη,Βή-λη,Female
354,Βίβιαν,Βίβιαν,Βί-βιαν,Male
355,Βίβος,Βίβο,Βί-βος,Male
356,Βίκτορας,Βίκτορα,Βί-κτο-ρας,Male
357,Βίκτωρ,Βίκτωρ,Βί-κτωρ,Male
358,Βίκτωρας,Βίκτωρα,Βί-κτω-ρας,Male
359,Βίκυ,Βίκυ,Βί-κυ,Female
360,Βίλια,Βίλια,Βί-λια,Female
361,Βαία,Βαία,Βαί-α,Female
362,Βαγγέλης,Βαγγέλη,Βαγ-γέ-λης,Male
363,Βαγγελίτσα,Βαγγελίτσα,Βαγ-γε-λί-τσα,Female
364,Βαγγελιώ,Βαγγελιώ,Βαγ-γε-λι-ώ,Female
365,Βακχία,Βακχία,Βακ-χία,Female
366,Βαλάντα,Βαλάντα,Βα-λά-ντα,Female
367,Βαλάντης,Βαλάντη,Βα-λά-ντης,Male
368,Βαλάντιος,Βαλάντιε,Βα-λά-ντι-ος,Male
369,Βαλάντος,Βαλάντο,Βα-λά-ντος,Male
370,Βαλάντω,Βαλάντω,Βα-λά-ντω,Female
371,Βαλέρια,Βαλέρια,Βα-λέ-ρια,Female
372,Βαλέριος,Βαλέριε,Βα-λέ-ρι-ος,Male
373,Βαλεντίνα,Βαλεντίνα,Βα-λε-ντί-να,Female
374,Βαλεντίνη,Βαλεντίνη,Βα-λε-ντί-νη,Female
375,Βαλεντίνο,Βαλεντίνο,Βα-λε-ντί-νο,Male
376,Βαλεντίνος,Βαλεντίνο,Βα-λε-ντί-νος,Male
377,Βαλεντίων,Βαλεντίων,Βα-λε-ντί-ων,Male
378,Βαλεριάνα,Βαλεριάνα,Βα-λε-ριά-να,Female
379,Βαλεριανός,Βαλεριανέ,Βα-λε-ρια-νός,Male
380,Βαλσάμω,Βαλσάμω,Βαλ-σά-μω,Female
381,Βαλσαμία,Βαλσαμία,Βαλ-σα-μία,Female
382,Βαρβάρα,Βαρβάρα,Βαρ-βά-ρα,Female
383,Βαρβάρω,Βαρβάρω,Βαρ-βά-ρω,Female
384,Βαρβαρίτσα,Βαρβαρίτσα,Βαρ-βα-ρί-τσα,Female
385,Βαρβαρούλα,Βαρβαρούλα,Βαρ-βα-ρού-λα,Female
386,Βαρθολομαίος,Βαρθολομαίο,Βαρ-θο-λο-μαί-ος,Male
387,Βαρνάβας,Βαρνάβα,Βαρ-νά-βας,Male
388,Βαρσάμης,Βαρσάμη,Βαρ-σά-μης,Male
389,Βαρσάμω,Βαρσάμω,Βαρ-σά-μω,Female
390,Βαρσαμία,Βαρσαμία,Βαρ-σα-μία,Female
391,Βαρσιμαίος,Βαρσιμαίο,Βαρ-σι-μαί-ος,Male
392,Βασίλας,Βασίλα,Βα-σί-λας,Male
393,Βασίλειος,Βασίλειε,Βα-σί-λει-ος,Male
394,Βασίλης,Βασίλη,Βα-σί-λης,Male
395,Βασίλισσα,Βασίλισσα,Βα-σί-λισ-σα,Female
396,Βασιλίνα,Βασιλίνα,Βα-σι-λί-να,Female
397,Βασιλεία,Βασιλεία,Βα-σι-λεία,Female
398,Βασιλική,Βασιλική,Βα-σι-λι-κή,Female
399,Βασούλα,Βασούλα,Βα-σού-λα,Female
400,Βεατρίκη,Βεατρίκη,Βε-α-τρί-κη,Female
401,Βελισάριος,Βελισάριε,Βε-λι-σά-ρι-ος,Male
402,Βενέδικτος,Βενέδικτε,Βε-νέ-δι-κτος,Male
403,Βενέτιος,Βενέτιε,Βε-νέ-τι-ος,Male
404,Βενεδίκτη,Βενεδίκτη,Βε-νε-δί-κτη,Female
405,Βενεδικτίνα,Βενεδικτίνα,Βε-νε-δι-κτί-να,Female
406,Βενεδικτίνη,Βενεδικτίνη,Βε-νε-δι-κτί-νη,Female
407,Βενετία,Βενετία,Βε-νε-τία,Female
408,Βενιαμίν,Βενιαμίν,Βε-νια-μίν,Male
409,Βενιζέλος,Βενιζέλο,Βε-νι-ζέ-λος,Male
410,Βερίνα,Βερίνα,Βε-ρί-να,Female
411,Βερίνη,Βερίνη,Βε-ρί-νη,Female
412,Βερενίκη,Βερενίκη,Βε-ρε-νί-κη,Female
413,Βερονίκη,Βερονίκη,Βε-ρο-νί-κη,Female
414,Βερούλα,Βερούλα,Βε-ρού-λα,Female
415,Βερούλη,Βερούλη,Βε-ρού-λη,Female
416,Βερόνικα,Βερόνικα,Βε-ρό-νι-κα,Female
417,Βηθεσδά,Βηθεσδά,Βη-θεσ-δά,Female
418,Βηθλεέμ,Βηθλεέμ,Βη-θλε-έμ,Female
419,Βησσαρία,Βησσαρία,Βησ-σα-ρία,Female
420,Βησσαρίων,Βησσαρίων,Βησ-σα-ρί-ων,Male
421,Βησσαρίωνας,Βησσαρίωνα,Βησ-σα-ρί-ω-νας,Male
422,Βιβή,Βιβή,Βι-βή,Female
423,Βιβιάνα,Βιβιάνα,Βι-βιά-να,Female
424,Βιβιανή,Βιβιανή,Βι-βια-νή,Female
425,Βιβιανός,Βιβιανέ,Βι-βια-νός,Male
426,Βικέντης,Βικέντη,Βι-κέ-ντης,Male
427,Βικέντιος,Βικέντιε,Βι-κέ-ντι-ος,Male
428,Βικεντία,Βικεντία,Βι-κε-ντία,Female
429,Βικτορία,Βικτορία,Βι-κτο-ρία,Female
430,Βικτωρία,Βικτωρία,Βι-κτω-ρία,Female
431,Βιολέτα,Βιολέτα,Βι-ο-λέ-τα,Female
432,Βιργινία,Βιργινία,Βιρ-γι-νία,Female
433,Βλάσης,Βλάση,Βλά-σης,Male
434,Βλάσιος,Βλάσιε,Βλά-σι-ος,Male
435,Βλάσος,Βλάσο,Βλά-σος,Male
436,Βλαδίμηρος,Βλαδίμηρε,Βλα-δί-μη-ρος,Male
437,Βλαντίμηρος,Βλαντίμηρε,Βλα-ντί-μη-ρος,Male
438,Βλασία,Βλασία,Βλα-σία,Female
439,Βλασούλα,Βλασούλα,Βλα-σού-λα,Female
440,Βούλα,Βούλα,Βού-λα,Female
441,Βρασίδας,Βρασίδα,Βρα-σί-δας,Male
442,Γάσπαρης,Γάσπαρη,Γά-σπα-ρης,Male
443,Γέρακας,Γέρακα,Γέ-ρα-κας,Male
444,Γαβρίλα,Γαβρίλα,Γα-βρί-λα,Female
445,Γαβρίλης,Γαβρίλη,Γα-βρί-λης,Male
446,Γαβρίλος,Γαβρίλο,Γα-βρί-λος,Male
447,Γαβριέλα,Γαβριέλα,Γα-βρι-έ-λα,Female
448,Γαβριήλ,Γαβριήλ,Γα-βρι-ήλ,Male
449,Γαβριηλίτσα,Γαβριηλίτσα,Γα-βρι-η-λί-τσα,Female
450,Γαβριλίτσα,Γαβριλίτσα,Γα-βρι-λί-τσα,Female
451,Γαλάτεια,Γαλάτεια,Γα-λά-τεια,Female
452,Γαλάτης,Γαλάτη,Γα-λά-της,Male
453,Γαλάτια,Γαλάτια,Γα-λά-τια,Female
454,Γαλάτιος,Γαλάτιε,Γα-λά-τι-ος,Male
455,Γαλήνη,Γαλήνη,Γα-λή-νη,Female
456,Γαλακτία,Γαλακτία,Γα-λα-κτία,Female
457,Γαλακτίων,Γαλακτίων,Γα-λα-κτί-ων,Male
458,Γαλακτίωνας,Γαλακτίωνα,Γα-λα-κτί-ω-νας,Male
459,Γαλατία,Γαλατία,Γα-λα-τία,Female
460,Γαλατεία,Γαλατεία,Γα-λα-τεία,Female
461,Γαληνός,Γαληνέ,Γα-λη-νός,Male
462,Γαριφαλιά,Γαριφαλιά,Γα-ρι-φα-λιά,Female
463,Γαρυφαλλιά,Γαρυφαλλιά,Γα-ρυ-φαλ-λιά,Female
464,Γεδεών,Γεδεών,Γε-δε-ών,Male
465,Γενάδιος,Γενάδιε,Γε-νά-δι-ος,Male
466,Γενέθλιος,Γενέθλιε,Γε-νέ-θλι-ος,Male
467,Γενεβιέβη,Γενεβιέβη,Γε-νε-βι-έ-βη,Female
468,Γεννάδιος,Γεννάδιε,Γεν-νά-δι-ος,Male
469,Γενοβέφα,Γενοβέφα,Γε-νο-βέ-φα,Female
470,Γεράκης,Γεράκη,Γε-ρά-κης,Male
471,Γεράσιμος,Γεράσιμε,Γε-ρά-σι-μος,Male
472,Γερακίνα,Γερακίνα,Γε-ρα-κί-να,Female
473,Γερασιμούλα,Γερασιμούλα,Γε-ρα-σι-μού-λα,Female
474,Γερβάσιος,Γερβάσιε,Γερ-βά-σι-ος,Male
475,Γερβασία,Γερβασία,Γερ-βα-σία,Female
476,Γερμανός,Γερμανέ,Γερ-μα-νός,Male
477,Γερτρούδη,Γερτρούδη,Γερ-τρού-δη,Female
478,Γερόντιος,Γερόντιε,Γε-ρό-ντι-ος,Male
479,Γερώνυμος,Γερώνυμε,Γε-ρώ-νυ-μος,Male
480,Γεσθημανή,Γεσθημανή,Γε-σθη-μα-νή,Female
481,Γεωργής,Γεωργής,Γε-ωρ-γής,Male
482,Γεωργία,Γεωργία,Γε-ωρ-γία,Female
483,Γεωργιάννα,Γεωργιάννα,Γε-ωρ-γιά-ννα,Female
484,Γεωργούλα,Γεωργούλα,Γε-ωρ-γού-λα,Female
485,Γεώργιος,Γεώργιε,Γε-ώρ-γι-ος,Male
486,Γιάγκος,Γιάγκο,Γιά-γκος,Male
487,Γιάννα,Γιάννα,Γιά-ννα,Female
488,Γιάννης,Γιάννη,Γιά-ννης,Male
489,Γιαννούλα,Γιαννούλα,Για-ννού-λα,Female
490,Γιασεμή,Γιασεμή,Για-σε-μή,Female
491,Γιασμίνα,Γιασμίνα,Για-σμί-να,Female
492,Γιολάντα,Γιολάντα,Γι-ο-λά-ντα,Female
493,Γιολανός,Γιολανέ,Γι-ο-λα-νός,Male
494,Γιουβενάλης,Γιουβενάλη,Γι-ου-βε-νά-λης,Male
495,Γιουλία,Γιουλία,Γι-ου-λία,Female
496,Γιουλίτα,Γιουλίτα,Γι-ου-λί-τα,Female
497,Γιουλίτη,Γιουλίτη,Γι-ου-λί-τη,Female
498,Γιουλίτσα,Γιουλίτσα,Γι-ου-λί-τσα,Female
499,Γιουλίττα,Γιουλίττα,Γι-ου-λίτ-τα,Female
500,Γιουλίττη,Γιουλίττη,Γι-ου-λίτ-τη,Female
501,Γιουλιανός,Γιουλιανέ,Γι-ου-λια-νός,Male
502,Γιουνία,Γιουνία,Γι-ου-νία,Female
503,Γιουστίνα,Γιουστίνα,Γι-ου-στί-να,Female
504,Γιουστίνη,Γιουστίνη,Γι-ου-στί-νη,Female
505,Γιούλα,Γιούλα,Γι-ού-λα,Female
506,Γιούλη,Γιούλη,Γι-ού-λη,Female
507,Γιούστα,Γιούστα,Γι-ού-στα,Female
508,Γιωργία,Γιωργία,Γι-ωρ-γία,Female
509,Γιώργης,Γιώργη,Γι-ώρ-γης,Male
510,Γιώργος,Γιώργο,Γι-ώρ-γος,Male
511,Γιώτα,Γιώτα,Γι-ώ-τα,Female
512,Γιώτης,Γιώτη,Γι-ώ-της,Male
513,Γκάσπαρος,Γκάσπαρε,Γκά-σπα-ρος,Male
514,Γκασπάρ,Γκασπάρ,Γκα-σπάρ,Male
515,Γλαφυρή,Γλαφυρή,Γλα-φυ-ρή,Female
516,Γλαφυρούλα,Γλαφυρούλα,Γλα-φυ-ρού-λα,Female
517,Γλαφυρός,Γλαφυρέ,Γλα-φυ-ρός,Male
518,Γλαφύρα,Γλαφύρα,Γλα-φύ-ρα,Female
519,Γλαύκος,Γλαύκο,Γλαύ-κος,Male
520,Γλυκέριος,Γλυκέριε,Γλυ-κέ-ρι-ος,Male
521,Γλυκερία,Γλυκερία,Γλυ-κε-ρία,Female
522,Γλυκερός,Γλυκερέ,Γλυ-κε-ρός,Male
523,Γλυκός,Γλυκέ,Γλυ-κός,Male
524,Γλύκων,Γλύκων,Γλύ-κων,Male
525,Γοργίας,Γοργία,Γορ-γίας,Male
526,Γρηγορία,Γρηγορία,Γρη-γο-ρία,Female
527,Γρηγόρης,Γρηγόρη,Γρη-γό-ρης,Male
528,Γρηγόριος,Γρηγόριε,Γρη-γό-ρι-ος,Male
529,Γωγώ,Γωγώ,Γω-γώ,Female
530,Γόλης,Γόλη,Γό-λης,Male
531,Γόνη,Γόνη,Γό-νη,Female
532,Δάμων,Δάμων,Δά-μων,Male
533,Δάμωνας,Δάμωνα,Δά-μω-νας,Male
534,Δάνα,Δάνα,Δά-να,Female
535,Δάνης,Δάνη,Δά-νης,Male
536,Δάρα,Δάρα,Δά-ρα,Female
537,Δάρω,Δάρω,Δά-ρω,Female
538,Δάφνη,Δάφνη,Δάφ-νη,Female
539,Δάφνης,Δάφνη,Δάφ-νης,Male
540,Δέσποινα,Δέσποινα,Δέ-σποι-να,Female
541,Δέσπω,Δέσπω,Δέ-σπω,Female
542,Δήμητρα,Δήμητρα,Δή-μη-τρα,Female
543,Δήμος,Δήμο,Δή-μος,Male
544,Δίας,Δία,Δίας,Male
545,Δίκαιος,Δίκαιε,Δί-και-ος,Male
