,full_name_1,full_name_2,broken_name,gender
1080,Ιουβενάλιος,Ιουβενάλιε,Ι-ου-βε-νά-λι-ος,Male
1081,Ιουβεναλία,Ιουβεναλία,Ι-ου-βε-να-λία,Female
1082,Ιουλία,Ιουλία,Ι-ου-λία,Female
1083,Ιουλίτα,Ιουλίτα,Ι-ου-λί-τα,Female
1084,Ιουλίτη,Ιουλίτη,Ι-ου-λί-τη,Female
1085,Ιουλίτσα,Ιουλίτσα,Ι-ου-λί-τσα,Female
1086,Ιουλίττα,Ιουλίττα,Ι-ου-λίτ-τα,Female
1087,Ιουλίττη,Ιουλίττη,Ι-ου-λίτ-τη,Female
1088,Ιουλιανή,Ιουλιανή,Ι-ου-λια-νή,Female
1089,Ιουλιανός,Ιουλιανέ,Ι-ου-λια-νός,Male
1090,Ιουνία,Ιουνία,Ι-ου-νία,Female
1091,Ιουστίνα,Ιουστίνα,Ι-ου-στί-να,Female
1092,Ιουστίνη,Ιουστίνη,Ι-ου-στί-νη,Female
1093,Ιουστίνος,Ιουστίνο,Ι-ου-στί-νος,Male
1094,Ιουστινιανός,Ιουστινιανέ,Ι-ου-στι-νια-νός,Male
1095,Ιούλιος,Ιούλιε,Ι-ού-λι-ος,Male
1096,Ιούστα,Ιούστα,Ι-ού-στα,Female
1097,Ιπποκράτης,Ιπποκράτη,Ιπ-πο-κρά-της,Male
1098,Ιππολύτα,Ιππολύτα,Ιπ-πο-λύ-τα,Female
1099,Ιππολύτη,Ιππολύτη,Ιπ-πο-λύ-τη,Female
1100,Ιππόλυτος,Ιππόλυτε,Ιπ-πό-λυ-τος,Male
1101,Ισίδωρος,Ισίδωρε,Ι-σί-δω-ρος,Male
1102,Ισαάκ,Ισαάκ,Ι-σα-άκ,Male
1103,Ισαβέλα,Ισαβέλα,Ι-σα-βέ-λα,Female
1104,Ισιδώρα,Ισιδώρα,Ι-σι-δώ-ρα,Female
1105,Ισμήνη,Ισμήνη,Ι-σμή-νη,Female
1106,Ισμαήλ,Ισμαήλ,Ι-σμαήλ,Male
1107,Ισμαήλης,Ισμαήλη,Ι-σμαή-λης,Male
1108,Ισμαήλος,Ισμαήλο,Ι-σμαή-λος,Male
1109,Ισοκράτης,Ισοκράτη,Ι-σο-κρά-της,Male
1110,Ιφιγένεια,Ιφιγένεια,Ι-φι-γέ-νεια,Female
1111,Ιωάννα,Ιωάννα,Ι-ω-άν-να,Female
1112,Ιωάννης,Ιωάννη,Ι-ω-άν-νης,Male
1113,Ιωακείμ,Ιωακείμ,Ι-ω-α-κείμ,Male
1114,Ιωανίκιος,Ιωανίκιε,Ι-ω-α-νί-κι-ος,Male
1115,Ιωαννίκιος,Ιωαννίκιε,Ι-ω-αν-νί-κι-ος,Male
1116,Ιωβία,Ιωβία,Ι-ω-βία,Female
1117,Ιωνάς,Ιωνάς,Ι-ω-νάς,Male
1118,Ιωνία,Ιωνία,Ι-ω-νία,Female
1119,Ιωσήφ,Ιωσήφ,Ι-ω-σήφ,Male
1120,Ιωσηφίνα,Ιωσηφίνα,Ι-ω-ση-φί-να,Female
1121,Ιόλη,Ιόλη,Ι-ό-λη,Female
1122,Ιώβ,Ιώβ,Ι-ώβ,Male
1123,Ιώβη,Ιώβη,Ι-ώ-βη,Female
1124,Κάκι,Κάκι,Κά-κι,Male
1125,Κάλη,Κάλη,Κά-λη,Female
1126,Κάλι,Κάλι,Κά-λι,Male
1127,Κάλια,Κάλια,Κά-λια,Female
1128,Κάλλι,Κάλλι,Κάλ-λι,Male
1129,Κάρολος,Κάρολε,Κά-ρο-λος,Male
1130,Κάσης,Κάση,Κά-σης,Male
1131,Κάσιος,Κάσιε,Κά-σι-ος,Male
1132,Κάσος,Κάσο,Κά-σος,Male
1133,Κάσσης,Κάσση,Κάσ-σης,Male
1134,Κάσσιος,Κάσσιε,Κάσ-σι-ος,Male
1135,Κάσσος,Κάσσο,Κάσ-σος,Male
1136,Κάσσυ,Κάσσυ,Κάσ-συ,Female
1137,Κάστορας,Κάστορα,Κά-στο-ρας,Male
1138,Κάστορης,Κάστορη,Κά-στο-ρης,Male
1139,Κάστωρ,Κάστωρ,Κά-στωρ,Male
1140,Κάτια,Κάτια,Κά-τια,Female
1141,Κάχι,Κάχι,Κά-χι,Male
1142,Κέλλυ,Κέλλυ,Κέλ-λυ,Female
1143,Κέλσα,Κέλσα,Κέλ-σα,Female
1144,Κέλση,Κέλση,Κέλ-ση,Female
1145,Κέλσια,Κέλσια,Κέλ-σια,Female
1146,Κέλσιος,Κέλσιε,Κέλ-σι-ος,Male
1147,Κέρκυρα,Κέρκυρα,Κέρ-κυ-ρα,Female
1148,Κήρυκος,Κήρυκε,Κή-ρυ-κος,Male
1149,Κίκα,Κίκα,Κί-κα,Female
1150,Κίμων,Κίμων,Κί-μων,Male
1151,Κίμωνας,Κίμωνα,Κί-μω-νας,Male
1152,Κίρκη,Κίρκη,Κίρ-κη,Female
1153,Κίτσα,Κίτσα,Κί-τσα,Female
1154,Καίτη,Καίτη,Καί-τη,Female
1155,Καθολική,Καθολική,Κα-θο-λι-κή,Female
1156,Καλή,Καλή,Κα-λή,Female
1157,Καλία,Καλία,Κα-λία,Female
1158,Καλίδα,Καλίδα,Κα-λί-δα,Female
1159,Καλίς,Καλίς,Κα-λίς,Male
1160,Καλλίµαχος,Καλλίµαχε,Καλ-λί-µα-χος,Male
1161,Καλλία,Καλλία,Καλ-λία,Female
1162,Καλλίδα,Καλλίδα,Καλ-λί-δα,Female
1163,Καλλίνικος,Καλλίνικε,Καλ-λί-νι-κος,Male
1164,Καλλίς,Καλλίς,Καλ-λίς,Male
1165,Καλλίστη,Καλλίστη,Καλ-λί-στη,Female
1166,Καλλίστρατος,Καλλίστρατε,Καλ-λί-στρα-τος,Male
1167,Καλλινίκης,Καλλινίκη,Καλ-λι-νί-κης,Male
1168,Καλλιοπία,Καλλιοπία,Καλ-λι-ο-πία,Female
1169,Καλλιρρόη,Καλλιρρόη,Καλ-λιρ-ρόη,Female
1170,Καλλιρόη,Καλλιρόη,Καλ-λι-ρόη,Female
1171,Καλλισθένη,Καλλισθένη,Καλ-λι-σθέ-νη,Female
1172,Καλλισθένης,Καλλισθένη,Καλ-λι-σθέ-νης,Male
1173,Καλλιστράτη,Καλλιστράτη,Καλ-λι-στρά-τη,Female
1174,Καλλιστράτης,Καλλιστράτη,Καλ-λι-στρά-της,Male
1175,Καλλιόπη,Καλλιόπη,Καλ-λι-ό-πη,Female
1176,Καλομοίρα,Καλομοίρα,Κα-λο-μοί-ρα,Female
1177,Καλοτίνα,Καλοτίνα,Κα-λο-τί-να,Female
1178,Καλυψώ,Καλυψώ,Κα-λυ-ψώ,Female
1179,Κανέλα,Κανέλα,Κα-νέ-λα,Female
1180,Κανέλος,Κανέλο,Κα-νέ-λος,Male
1181,Καρπός,Καρπέ,Καρ-πός,Male
1182,Κασία,Κασία,Κα-σία,Female
1183,Κασιανή,Κασιανή,Κα-σια-νή,Female
1184,Κασιανός,Κασιανέ,Κα-σια-νός,Male
1185,Κασσάνδρα,Κασσάνδρα,Κασ-σάν-δρα,Female
1186,Κασσία,Κασσία,Κασ-σία,Female
1187,Κασσιανή,Κασσιανή,Κασ-σια-νή,Female
1188,Κασσιανός,Κασσιανέ,Κασ-σια-νός,Male
1189,Κατίνα,Κατίνα,Κα-τί-να,Female
1190,Κατερίνα,Κατερίνα,Κα-τε-ρί-να,Female
1191,Κατερινάκι,Κατερινάκι,Κα-τε-ρι-νά-κι,Male
1192,Κεκίλια,Κεκίλια,Κε-κί-λια,Female
1193,Κερκύρα,Κερκύρα,Κερ-κύ-ρα,Female
1194,Κιάρα,Κιάρα,Κιά-ρα,Female
1195,Κιαράν,Κιαράν,Κια-ράν,Male
1196,Κική,Κική,Κι-κή,Female
1197,Κικίλια,Κικίλια,Κι-κί-λια,Female
1198,Κικίτσα,Κικίτσα,Κι-κί-τσα,Female
1199,Κλάρα,Κλάρα,Κλά-ρα,Female
1200,Κλέαρχος,Κλέαρχε,Κλέ-αρ-χος,Male
1201,Κλήμης,Κλήμη,Κλή-μης,Male
1202,Κλαίρη,Κλαίρη,Κλαί-ρη,Female
1203,Κλαύδια,Κλαύδια,Κλαύ-δια,Female
1204,Κλεάνθη,Κλεάνθη,Κλε-άν-θη,Female
1205,Κλεάνθης,Κλεάνθη,Κλε-άν-θης,Male
1206,Κλειώ,Κλειώ,Κλει-ώ,Female
1207,Κλεμεντίνα,Κλεμεντίνα,Κλε-με-ντί-να,Female
1208,Κλεμεντίνη,Κλεμεντίνη,Κλε-με-ντί-νη,Female
1209,Κλεομένης,Κλεομένη,Κλε-ο-μέ-νης,Male
1210,Κλεονίκη,Κλεονίκη,Κλε-ο-νί-κη,Female
1211,Κλεονίκω,Κλεονίκω,Κλε-ο-νί-κω,Female
1212,Κλεοπάκης,Κλεοπάκη,Κλε-ο-πά-κης,Male
1213,Κλεοπάτρα,Κλεοπάτρα,Κλε-ο-πά-τρα,Female
1214,Κλεοπία,Κλεοπία,Κλε-ο-πία,Female
1215,Κλεόνικος,Κλεόνικε,Κλε-ό-νι-κος,Male
1216,Κλεόπας,Κλεόπα,Κλε-ό-πας,Male
1217,Κλεόπιος,Κλεόπιε,Κλε-ό-πι-ος,Male
1218,Κλημεντίνα,Κλημεντίνα,Κλη-με-ντί-να,Female
1219,Κλημεντίνη,Κλημεντίνη,Κλη-με-ντί-νη,Female
1220,Κλό,Κλό,Κλό,Female
1221,Κλόντια,Κλόντια,Κλό-ντια,Female
1222,Κλώντια,Κλώντια,Κλώ-ντια,Female
1223,Κομνηνός,Κομνηνέ,Κο-μνη-νός,Male
1224,Κορίνα,Κορίνα,Κο-ρί-να,Female
1225,Κορίνος,Κορίνο,Κο-ρί-νος,Male
1226,Κοραλία,Κοραλία,Κο-ρα-λία,Female
1227,Κορνήλα,Κορνήλα,Κορ-νή-λα,Female
1228,Κορνήλης,Κορνήλη,Κορ-νή-λης,Male
1229,Κορνήλιος,Κορνήλιε,Κορ-νή-λι-ος,Male
1230,Κορνήλος,Κορνήλο,Κορ-νή-λος,Male
1231,Κορνηλία,Κορνηλία,Κορ-νη-λία,Female
1232,Κοσμάς,Κοσμάς,Κο-σμάς,Male
1233,Κρήνη,Κρήνη,Κρή-νη,Female
1234,Κρήσκης,Κρήσκη,Κρή-σκης,Male
1235,Κρίστα,Κρίστα,Κρί-στα,Female
1236,Κρίστη,Κρίστη,Κρί-στη,Female
1237,Κρίτων,Κρίτων,Κρί-των,Male
1238,Κρατερός,Κρατερέ,Κρα-τε-ρός,Male
1239,Κρηνιώ,Κρηνιώ,Κρη-νι-ώ,Female
1240,Κριστιάνα,Κριστιάνα,Κρι-στιά-να,Female
1241,Κρονία,Κρονία,Κρο-νία,Female
1242,Κρονίος,Κρονίο,Κρο-νί-ος,Male
1243,Κρονίων,Κρονίων,Κρο-νί-ων,Male
1244,Κρονίωνας,Κρονίωνα,Κρο-νί-ω-νας,Male
1245,Κρουστάλλω,Κρουστάλλω,Κρου-στάλ-λω,Female
1246,Κρουστάλω,Κρουστάλω,Κρου-στά-λω,Female
1247,Κρουσταλένια,Κρουσταλένια,Κρου-στα-λέ-νια,Female
1248,Κρυστάλλω,Κρυστάλλω,Κρυ-στάλ-λω,Female
1249,Κρυσταλία,Κρυσταλία,Κρυ-στα-λία,Female
1250,Κρυσταλλία,Κρυσταλλία,Κρυ-σταλ-λία,Female
1251,Κρόνος,Κρόνο,Κρό-νος,Male
1252,Κυβέλη,Κυβέλη,Κυ-βέ-λη,Female
1253,Κυνθία,Κυνθία,Κυν-θία,Female
1254,Κυπαρισσία,Κυπαρισσία,Κυ-πα-ρισ-σία,Female
1255,Κυπριανή,Κυπριανή,Κυ-πρια-νή,Female
1256,Κυπριανός,Κυπριανέ,Κυ-πρια-νός,Male
1257,Κυρά,Κυρά,Κυ-ρά,Female
1258,Κυράτσα,Κυράτσα,Κυ-ρά-τσα,Female
1259,Κυράτση,Κυράτση,Κυ-ρά-τση,Female
1260,Κυράτσω,Κυράτσω,Κυ-ρά-τσω,Female
1261,Κυρήνη,Κυρήνη,Κυ-ρή-νη,Female
1262,Κυρίλλα,Κυρίλλα,Κυ-ρίλ-λα,Female
1263,Κυρίλλη,Κυρίλλη,Κυ-ρίλ-λη,Female
1264,Κυρατσούδα,Κυρατσούδα,Κυ-ρα-τσού-δα,Female
1265,Κυριάκος,Κυριάκο,Κυ-ριά-κος,Male
1266,Κυριακή,Κυριακή,Κυ-ρια-κή,Female
1267,Κυριακίτσα,Κυριακίτσα,Κυ-ρια-κί-τσα,Female
1268,Κυριλλία,Κυριλλία,Κυ-ριλ-λία,Female
1269,Κωνστάντιος,Κωνστάντιε,Κων-στά-ντι-ος,Male
1270,Κωνσταντία,Κωνσταντία,Κων-στα-ντία,Female
1271,Κωνσταντίνα,Κωνσταντίνα,Κων-στα-ντί-να,Female
1272,Κωνσταντίνος,Κωνσταντίνο,Κων-στα-ντί-νος,Male
1273,Κωστάκης,Κωστάκη,Κω-στά-κης,Male
1274,Κωστάντιος,Κωστάντιε,Κω-στά-ντι-ος,Male
1275,Κωστής,Κωστής,Κω-στής,Male
1276,Κωσταντία,Κωσταντία,Κω-στα-ντία,Female
1277,Κωσταντίνα,Κωσταντίνα,Κω-στα-ντί-να,Female
1278,Κωσταντίνος,Κωσταντίνο,Κω-στα-ντί-νος,Male
1279,Κωστούλα,Κωστούλα,Κω-στού-λα,Female
1280,Κόδρα,Κόδρα,Κό-δρα,Female
1281,Κόδρος,Κόδρο,Κό-δρος,Male
1282,Κόνων,Κόνων,Κό-νων,Male
1283,Κόπρις,Κόπρις,Κό-πρις,Male
1284,Κόπρος,Κόπρο,Κό-προς,Male
1285,Κόρη,Κόρη,Κό-ρη,Female
1286,Κύνθια,Κύνθια,Κύν-θια,Female
1287,Κύρα,Κύρα,Κύ-ρα,Female
1288,Κύρης,Κύρη,Κύ-ρης,Male
1289,Κύριλλος,Κύριλλε,Κύ-ριλ-λος,Male
1290,Κύρος,Κύρο,Κύ-ρος,Male
1291,Κώστας,Κώστα,Κώ-στας,Male
1292,Λάζαρος,Λάζαρε,Λά-ζα-ρος,Male
1293,Λάζος,Λάζο,Λά-ζος,Male
1294,Λάμπης,Λάμπη,Λά-μπης,Male
1295,Λάμπος,Λάμπο,Λά-μπος,Male
1296,Λάμπρος,Λάμπρο,Λά-μπρος,Male
1297,Λάμπω,Λάμπω,Λά-μπω,Female
1298,Λάνα,Λάνα,Λά-να,Female
1299,Λάουρα,Λάουρα,Λά-ου-ρα,Female
1300,Λάουρος,Λάουρε,Λά-ου-ρος,Male
1301,Λάρα,Λάρα,Λά-ρα,Female
1302,Λέανδρος,Λέανδρε,Λέ-αν-δρος,Male
1303,Λένα,Λένα,Λέ-να,Female
1304,Λένγκω,Λένγκω,Λέ-νγκω,Female
1305,Λένος,Λένο,Λέ-νος,Male
1306,Λέοντας,Λέοντα,Λέ-ο-ντας,Male
1307,Λέπτινος,Λέπτινε,Λέ-πτι-νος,Male
1308,Λέων,Λέων,Λέ-ων,Male
1309,Λήδα,Λήδα,Λή-δα,Female
1310,Λία,Λία,Λία,Female
1311,Λίας,Λία,Λίας,Male
1312,Λίβας,Λίβα,Λί-βας,Male
1313,Λίβιος,Λίβιε,Λί-βι-ος,Male
1314,Λίζα,Λίζα,Λί-ζα,Female
1315,Λίλα,Λίλα,Λί-λα,Female
1316,Λίλιαν,Λίλιαν,Λί-λιαν,Male
1317,Λίνα,Λίνα,Λί-να,Female
1318,Λίνος,Λίνο,Λί-νος,Male
1319,Λίτσα,Λίτσα,Λί-τσα,Female
1320,Λαέρτης,Λαέρτη,Λα-έρ-της,Male
1321,Λαμπή,Λαμπή,Λα-μπή,Female
1322,Λαμπία,Λαμπία,Λα-μπία,Female
1323,Λαμπίας,Λαμπία,Λα-μπίας,Male
1324,Λαμπαδή,Λαμπαδή,Λα-μπα-δή,Female
1325,Λαμπαδία,Λαμπαδία,Λα-μπα-δία,Female
1326,Λαμπαδίνα,Λαμπαδίνα,Λα-μπα-δί-να,Female
1327,Λαμπαδός,Λαμπαδέ,Λα-μπα-δός,Male
1328,Λαμπρίνα,Λαμπρίνα,Λα-μπρί-να,Female
1329,Λαμπρινή,Λαμπρινή,Λα-μπρι-νή,Female
1330,Λαμπροτρίτη,Λαμπροτρίτη,Λα-μπρο-τρί-τη,Female
1331,Λαριάδα,Λαριάδα,Λα-ριά-δα,Female
1332,Λαυρέντης,Λαυρέντη,Λαυ-ρέ-ντης,Male
1333,Λαυρέντιος,Λαυρέντιε,Λαυ-ρέ-ντι-ος,Male
1334,Λαυρεντία,Λαυρεντία,Λαυ-ρε-ντία,Female
1335,Λαυρεντίνα,Λαυρεντίνα,Λαυ-ρε-ντί-να,Female
1336,Λαύρα,Λαύρα,Λαύ-ρα,Female
1337,Λαύρης,Λαύρη,Λαύ-ρης,Male
1338,Λαύρος,Λαύρο,Λαύ-ρος,Male
1339,Λεμονιά,Λεμονιά,Λε-μο-νιά,Female
1340,Λενίτσα,Λενίτσα,Λε-νί-τσα,Female
1341,Λενιώ,Λενιώ,Λε-νι-ώ,Female
1342,Λεονάρδος,Λεονάρδο,Λε-ο-νάρ-δος,Male
1343,Λεοντάρης,Λεοντάρη,Λε-ο-ντά-ρης,Male
1344,Λεοντάριος,Λεοντάριε,Λε-ο-ντά-ρι-ος,Male
1345,Λεοντία,Λεοντία,Λε-ο-ντία,Female
1346,Λεοντίνα,Λεοντίνα,Λε-ο-ντί-να,Female
1347,Λεοντίτσα,Λεοντίτσα,Λε-ο-ντί-τσα,Female
1348,Λεοντόκαρδος,Λεοντόκαρδε,Λε-ο-ντό-καρ-δος,Male
1349,Λεπτίνα,Λεπτίνα,Λε-πτί-να,Female
1350,Λευθέρης,Λευθέρη,Λευ-θέ-ρης,Male
1351,Λευθερία,Λευθερία,Λευ-θε-ρία,Female
1352,Λευκάδα,Λευκάδα,Λευ-κά-δα,Female
1353,Λευκή,Λευκή,Λευ-κή,Female
1354,Λευκοθέα,Λευκοθέα,Λευ-κο-θέ-α,Female
1355,Λευκοθέη,Λευκοθέη,Λευ-κο-θέ-η,Female
1356,Λευκούλα,Λευκούλα,Λευ-κού-λα,Female
1357,Λευκός,Λευκέ,Λευ-κός,Male
1358,Λευτέρης,Λευτέρη,Λευ-τέ-ρης,Male
1359,Λευτερία,Λευτερία,Λευ-τε-ρία,Female
1360,Λεφτέρης,Λεφτέρη,Λε-φτέ-ρης,Male
1361,Λεωνίδας,Λεωνίδα,Λε-ω-νί-δας,Male
1362,Λεωνίδης,Λεωνίδη,Λε-ω-νί-δης,Male
1363,Λεωνιδία,Λεωνιδία,Λε-ω-νι-δία,Female
1364,Λεόντιος,Λεόντιε,Λε-ό-ντι-ος,Male
1365,Λεύκας,Λεύκα,Λεύ-κας,Male
1366,Λεύκης,Λεύκη,Λεύ-κης,Male
1367,Λεύκιος,Λεύκιε,Λεύ-κι-ος,Male
1368,Λεύκος,Λεύκο,Λεύ-κος,Male
1369,Λεώ,Λεώ,Λε-ώ,Female
1370,Λιάκος,Λιάκο,Λιά-κος,Male
1371,Λιάκουρας,Λιάκουρα,Λιά-κου-ρας,Male
1372,Λιάνα,Λιάνα,Λιά-να,Female
1373,Λιβέρης,Λιβέρη,Λι-βέ-ρης,Male
1374,Λιβέριος,Λιβέριε,Λι-βέ-ρι-ος,Male
1375,Λιβύη,Λιβύη,Λι-βύ-η,Female
1376,Λιλή,Λιλή,Λι-λή,Female
1377,Λιμπέρης,Λιμπέρη,Λι-μπέ-ρης,Male
1378,Λιμπέριος,Λιμπέριε,Λι-μπέ-ρι-ος,Male
1379,Λοΐζος,Λοΐζο,Λο-ΐ-ζος,Male
1380,Λογοθέτης,Λογοθέτη,Λο-γο-θέ-της,Male
1381,Λοτ,Λοτ,Λοτ,Female
1382,Λουίζα,Λουίζα,Λου-ί-ζα,Female
1383,Λουκάς,Λουκάς,Λου-κάς,Male
1384,Λουκία,Λουκία,Λου-κία,Female
1385,Λουκίτσα,Λουκίτσα,Λου-κί-τσα,Female
1386,Λουκιανή,Λουκιανή,Λου-κια-νή,Female
1387,Λουκιανός,Λουκιανέ,Λου-κια-νός,Male
1388,Λουντμίλα,Λουντμίλα,Λου-ντμί-λα,Female
1389,Λουντμίλλα,Λουντμίλλα,Λου-ντμίλ-λα,Female
1390,Λούλα,Λούλα,Λού-λα,Female
1391,Λούλης,Λούλη,Λού-λης,Male
1392,Λούλου,Λούλου,Λού-λου,Female
1393,Λούππης,Λούππη,Λού-ππης,Male
1394,Λούππος,Λούππο,Λού-ππος,Male
1395,Λυδία,Λυδία,Λυ-δία,Female
1396,Λυκία,Λυκία,Λυ-κία,Female
1397,Λυκίας,Λυκία,Λυ-κίας,Male
1398,Λυκούργος,Λυκούργο,Λυ-κού-ργος,Male
1399,Λυμπέρης,Λυμπέρη,Λυ-μπέ-ρης,Male
1400,Λυσίμαχος,Λυσίμαχε,Λυ-σί-μα-χος,Male
1401,Λυσιμάχη,Λυσιμάχη,Λυ-σι-μά-χη,Female
1402,Λωξάνδρα,Λωξάνδρα,Λω-ξάν-δρα,Female
1403,Λωξάντρα,Λωξάντρα,Λω-ξά-ντρα,Female
1404,Λωραίνη,Λωραίνη,Λω-ραί-νη,Female
1405,Λωτ,Λωτ,Λωτ,Female
1406,Λύδα,Λύδα,Λύ-δα,Female
1407,Λύκιος,Λύκιε,Λύ-κι-ος,Male
1408,Λύρα,Λύρα,Λύ-ρα,Female
1409,Λύρος,Λύρο,Λύ-ρος,Male
1410,Λύσανδρος,Λύσανδρε,Λύ-σαν-δρος,Male
1411,Λώρα,Λώρα,Λώ-ρα,Female
1412,Μάγδα,Μάγδα,Μά-γδα,Female
1413,Μάγια,Μάγια,Μά-για,Female
1414,Μάγνα,Μάγνα,Μά-γνα,Female
1415,Μάγνος,Μάγνο,Μά-γνος,Male
1416,Μάγος,Μάγο,Μά-γος,Male
1417,Μάκης,Μάκη,Μά-κης,Male
1418,Μάλα,Μάλα,Μά-λα,Female
1419,Μάμα,Μάμα,Μά-μα,Female
1420,Μάμαντας,Μάμαντα,Μά-μα-ντας,Male
1421,Μάμας,Μάμα,Μά-μας,Male
1422,Μάνθος,Μάνθο,Μάν-θος,Male
1423,Μάνια,Μάνια,Μά-νια,Female
1424,Μάνος,Μάνο,Μά-νος,Male
1425,Μάξιμα,Μάξιμα,Μά-ξι-μα,Female
1426,Μάξιμη,Μάξιμη,Μά-ξι-μη,Female
1427,Μάξιμος,Μάξιμε,Μά-ξι-μος,Male
1428,Μάρα,Μάρα,Μά-ρα,Female
1429,Μάρδας,Μάρδα,Μάρ-δας,Male
1430,Μάρθα,Μάρθα,Μάρ-θα,Female
1431,Μάριος,Μάριε,Μά-ρι-ος,Male
1432,Μάρκελος,Μάρκελε,Μάρ-κε-λος,Male
1433,Μάρκορας,Μάρκορα,Μάρ-κο-ρας,Male
1434,Μάρκος,Μάρκο,Μάρ-κος,Male
1435,Μάρω,Μάρω,Μά-ρω,Female
1436,Μάτα,Μάτα,Μά-τα,Female
1437,Μάτω,Μάτω,Μά-τω,Female
1438,Μάχη,Μάχη,Μά-χη,Female
1439,Μάχος,Μάχο,Μά-χος,Male
1440,Μέλανυ,Μέλανυ,Μέ-λα-νυ,Female
1441,Μέλας,Μέλα,Μέ-λας,Male
1442,Μέλια,Μέλια,Μέ-λια,Female
1443,Μέλιος,Μέλιε,Μέ-λι-ος,Male
1444,Μέλισσα,Μέλισσα,Μέ-λισ-σα,Female
1445,Μέλος,Μέλο,Μέ-λος,Male
1446,Μέλπω,Μέλπω,Μέλ-πω,Female
1447,Μένανδρος,Μένανδρε,Μέ-ναν-δρος,Male
1448,Μένης,Μένη,Μέ-νης,Male
1449,Μέρκουρας,Μέρκουρα,Μέρ-κου-ρας,Male
1450,Μέρσα,Μέρσα,Μέρ-σα,Female
1451,Μέρτα,Μέρτα,Μέρ-τα,Female
1452,Μέρτη,Μέρτη,Μέρ-τη,Female
1453,Μέρτης,Μέρτη,Μέρ-της,Male
1454,Μέρτιος,Μέρτιε,Μέρ-τι-ος,Male
1455,Μέρτος,Μέρτο,Μέρ-τος,Male
1456,Μήλης,Μήλη,Μή-λης,Male
1457,Μήλιος,Μήλιε,Μή-λι-ος,Male
1458,Μήτρος,Μήτρο,Μή-τρος,Male
1459,Μήτσος,Μήτσο,Μή-τσος,Male
1460,Μίκα,Μίκα,Μί-κα,Female
1461,Μίκης,Μίκη,Μί-κης,Male
1462,Μίλης,Μίλη,Μί-λης,Male
1463,Μίλια,Μίλια,Μί-λια,Female
1464,Μίλιος,Μίλιε,Μί-λι-ος,Male
1465,Μίλος,Μίλο,Μί-λος,Male
1466,Μίλτος,Μίλτο,Μίλ-τος,Male
1467,Μίλων,Μίλων,Μί-λων,Male
1468,Μίμης,Μίμη,Μί-μης,Male
1469,Μίνωας,Μίνωα,Μί-νω-ας,Male
1470,Μίρκα,Μίρκα,Μίρ-κα,Female
1471,Μαήλης,Μαήλη,Μαή-λης,Male
1472,Μαήλος,Μαήλο,Μαή-λος,Male
1473,Μαίρη,Μαίρη,Μαί-ρη,Female
1474,Μαγδάλω,Μαγδάλω,Μα-γδά-λω,Female
1475,Μαγδαλένα,Μαγδαλένα,Μα-γδα-λέ-να,Female
1476,Μαγδαλένια,Μαγδαλένια,Μα-γδα-λέ-νια,Female
1477,Μαγδαλή,Μαγδαλή,Μα-γδα-λή,Female
1478,Μαγδαληνή,Μαγδαληνή,Μα-γδα-λη-νή,Female
1479,Μαγδούλα,Μαγδούλα,Μα-γδού-λα,Female
1480,Μαγνής,Μαγνής,Μα-γνής,Male
1481,Μαθίλδη,Μαθίλδη,Μα-θίλ-δη,Female
1482,Μαθαίος,Μαθαίο,Μα-θαί-ος,Male
1483,Μαθιός,Μαθιέ,Μα-θι-ός,Male
1484,Μαθούλα,Μαθούλα,Μα-θού-λα,Female
1485,Μακάρης,Μακάρη,Μα-κά-ρης,Male
1486,Μακάριος,Μακάριε,Μα-κά-ρι-ος,Male
1487,Μακάρω,Μακάρω,Μα-κά-ρω,Female
1488,Μακαράς,Μακαράς,Μα-κα-ράς,Male
1489,Μακαρία,Μακαρία,Μα-κα-ρία,Female
1490,Μακαρίτσα,Μακαρίτσα,Μα-κα-ρί-τσα,Female
1491,Μακαρούλα,Μακαρούλα,Μα-κα-ρού-λα,Female
1492,Μακεδονία,Μακεδονία,Μα-κε-δο-νία,Female
1493,Μακεδονίτσα,Μακεδονίτσα,Μα-κε-δο-νί-τσα,Female
1494,Μακεδονούλα,Μακεδονούλα,Μα-κε-δο-νού-λα,Female
1495,Μακεδόνας,Μακεδόνα,Μα-κε-δό-νας,Male
1496,Μακεδόνης,Μακεδόνη,Μα-κε-δό-νης,Male
1497,Μακεδόνιος,Μακεδόνιε,Μα-κε-δό-νι-ος,Male
1498,Μακεδών,Μακεδών,Μα-κε-δών,Male
1499,Μακρίνα,Μακρίνα,Μα-κρί-να,Female
1500,Μαλαματένια,Μαλαματένια,Μα-λα-μα-τέ-νια,Female
1501,Μαλαματή,Μαλαματή,Μα-λα-μα-τή,Female
1502,Μαλβίνα,Μαλβίνα,Μαλ-βί-να,Female
1503,Μανιώ,Μανιώ,Μα-νι-ώ,Female
1504,Μανουέλα,Μανουέλα,Μα-νου-έ-λα,Female
1505,Μανουήλ,Μανουήλ,Μα-νου-ήλ,Male
1506,Μανουσάκης,Μανουσάκη,Μα-νου-σά-κης,Male
1507,Μανουσάκι,Μανουσάκι,Μα-νου-σά-κι,Male
1508,Μανούσος,Μανούσο,Μα-νού-σος,Male
1509,Μανταλένα,Μανταλένα,Μα-ντα-λέ-να,Female
1510,Μαντώ,Μαντώ,Μα-ντώ,Female
